,Sequence Title,Query Title,Pident,Bitscore,Subject Sequence Length,e-value,Query Sequence Length,Start of Alignment in Subject,End of Alignment in Query,Start of Alignment in Query,End of Alignment in Query,mobileOG ID,Gene Name,Best Hit Accession ID,Major mobileOG Category,Minor mobileOG Category,Source Database,Evidence Type,Contig/ORF Name,ORF_Start_Stop_Strands,ORF_Start,ORF_End,Sense or Antisense Strand,Prodigal ID,Prodigal Designated Contigs,Unique_ORF,Partial Tag,Start Codon,RBS Motif,RBS Spacer,GC Content,Specific Contig,Final Sample Name
0,mobileOG_000026103|gyrB|P0AES6|replication/recombination/repair|NA|Multiple|Manual,CP040687_1_4 # 5181 # 7625 # 1 # ID=1_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.644,61.5,969.9,804,2.5e-281,815,2,804,12,814,mobileOG_000026103,gyrB,P0AES6,replication/recombination/repair,NA,Multiple,Manual,CP040687_1_4, 5181 # 7625 # 1 , 5181,7625,1 ,1_4,1,4,00,ATG,None,None,0.644,CP040687_1,mobileOG_000026103_CP040687_1
1,mobileOG_000277182|insH6|Q5H6N2|integration/excision|NA|ISFinder|Homology,CP040687_1_19 # 23119 # 23622 # -1 # ID=1_19;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.599,97.6,323.6,326,1.9e-87,168,163,326,2,167,mobileOG_000277182,insH6,Q5H6N2,integration/excision,NA,ISFinder,Homology,CP040687_1_19, 23119 # 23622 # -1 , 23119,23622,-1 ,1_19,1,19,00,ATG,None,None,0.599,CP040687_1,mobileOG_000277182_CP040687_1
2,mobileOG_000418745|NA:Keyword|A0A1L5Y8X5|integration/excision|NA|COMPASS|Keyword Search,CP040687_1_28 # 32277 # 32633 # 1 # ID=1_28;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.588,66.1,152.1,125,5.5000000000000005e-36,119,5,116,6,117,mobileOG_000418745,NA:Keyword,A0A1L5Y8X5,integration/excision,NA,COMPASS,Keyword Search,CP040687_1_28, 32277 # 32633 # 1 , 32277,32633,1 ,1_28,1,28,00,ATG,None,None,0.588,CP040687_1,mobileOG_000418745_CP040687_1
3,mobileOG_000726765|NA:Keyword|Q9AG81|integration/excision|NA|ISFinder|Keyword Search,CP040687_1_29 # 32620 # 33075 # 1 # ID=1_29;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.588,98.0,299.7,266,2.7e-80,152,116,266,1,151,mobileOG_000726765,NA:Keyword,Q9AG81,integration/excision,NA,ISFinder,Keyword Search,CP040687_1_29, 32620 # 33075 # 1 , 32620,33075,1 ,1_29,1,29,00,GTG,GGA/GAG/AGG,5-10bp,0.588,CP040687_1,mobileOG_000726765_CP040687_1
4,mobileOG_000041116|insH6|WP_022557821.1|integration/excision|NA|Multiple|Homology,CP040687_1_32 # 34481 # 34684 # -1 # ID=1_32;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.608,88.1,118.2,327,5e-26,68,1,59,1,59,mobileOG_000041116,insH6,WP_022557821.1,integration/excision,NA,Multiple,Homology,CP040687_1_32, 34481 # 34684 # -1 , 34481,34684,-1 ,1_32,1,32,00,ATG,GGA/GAG/AGG,5-10bp,0.608,CP040687_1,mobileOG_000041116_CP040687_1
5,mobileOG_000726764|NA:Keyword|Q9L792|integration/excision|NA|ISFinder|Keyword Search,CP040687_1_38 # 39398 # 40360 # -1 # ID=1_38;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.618,99.1,649.4,320,3e-185,321,1,320,1,320,mobileOG_000726764,NA:Keyword,Q9L792,integration/excision,NA,ISFinder,Keyword Search,CP040687_1_38, 39398 # 40360 # -1 , 39398,40360,-1 ,1_38,1,38,00,ATG,GGAGG,5-10bp,0.618,CP040687_1,mobileOG_000726764_CP040687_1
6,mobileOG_000343778|insI3|WP_028853927.1|integration/excision|NA|Plasmid RefSeq|Homology,CP040687_1_46 # 44702 # 45406 # -1 # ID=1_46;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.596,75.8,368.2,339,9.6e-101,235,107,329,1,223,mobileOG_000343778,insI3,WP_028853927.1,integration/excision,NA,Plasmid RefSeq,Homology,CP040687_1_46, 44702 # 45406 # -1 , 44702,45406,-1 ,1_46,1,46,00,ATG,None,None,0.596,CP040687_1,mobileOG_000343778_CP040687_1
7,mobileOG_000312220|istA|WP_106561525.1|integration/excision|NA|Plasmid RefSeq|Homology,CP040687_1_47 # 45790 # 46809 # -1 # ID=1_47;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.640,64.8,433.3,344,3.5e-120,340,1,344,2,339,mobileOG_000312220,istA,WP_106561525.1,integration/excision,NA,Plasmid RefSeq,Homology,CP040687_1_47, 45790 # 46809 # -1 , 45790,46809,-1 ,1_47,1,47,00,ATG,None,None,0.640,CP040687_1,mobileOG_000312220_CP040687_1
8,mobileOG_000041116|insH6|WP_022557821.1|integration/excision|NA|Multiple|Homology,CP040687_1_50 # 47967 # 48917 # -1 # ID=1_50;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.620,93.4,587.0,327,1.8e-166,317,1,315,1,316,mobileOG_000041116,insH6,WP_022557821.1,integration/excision,NA,Multiple,Homology,CP040687_1_50, 47967 # 48917 # -1 , 47967,48917,-1 ,1_50,1,50,00,ATG,None,None,0.620,CP040687_1,mobileOG_000041116_CP040687_1
9,mobileOG_000726762|NA:Keyword|Q5H569|integration/excision|NA|ISFinder|Keyword Search,CP040687_1_60 # 61674 # 62849 # 1 # ID=1_60;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.635,99.0,792.3,439,3.5e-228,392,50,439,2,391,mobileOG_000726762,NA:Keyword,Q5H569,integration/excision,NA,ISFinder,Keyword Search,CP040687_1_60, 61674 # 62849 # 1 , 61674,62849,1 ,1_60,1,60,00,ATG,GGA/GAG/AGG,5-10bp,0.635,CP040687_1,mobileOG_000726762_CP040687_1
