,Sequence Title,Query Title,Pident,Bitscore,Subject Sequence Length,e-value,Query Sequence Length,Start of Alignment in Subject,End of Alignment in Query,Start of Alignment in Query,End of Alignment in Query,mobileOG ID,Gene Name,Best Hit Accession ID,Major mobileOG Category,Minor mobileOG Category,Source Database,Evidence Type,Contig/ORF Name,ORF_Start_Stop_Strands,ORF_Start,ORF_End,Sense or Antisense Strand,Prodigal ID,Prodigal Designated Contigs,Unique_ORF,Partial Tag,Start Codon,RBS Motif,RBS Spacer,GC Content,Specific Contig,Final Sample Name
0,mobileOG_000026103|gyrB|P0AES6|replication/recombination/repair|NA|Multiple|Manual,CP033190_4 # 5181 # 7625 # 1 # ID=1_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.643,61.3,966.1,804,3.6e-280,815,2,804,12,814,mobileOG_000026103,gyrB,P0AES6,replication/recombination/repair,NA,Multiple,Manual,CP033190_4, 5181 # 7625 # 1 , 5181,7625,1 ,1_4,1,4,00,ATG,None,None,0.643,CP033190,mobileOG_000026103_CP033190
1,mobileOG_000277182|insH6|Q5H6N2|integration/excision|NA|ISFinder|Homology,CP033190_18 # 23118 # 24098 # -1 # ID=1_18;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.624,96.6,627.1,326,1.6e-178,327,1,326,1,326,mobileOG_000277182,insH6,Q5H6N2,integration/excision,NA,ISFinder,Homology,CP033190_18, 23118 # 24098 # -1 , 23118,24098,-1 ,1_18,1,18,00,ATG,None,None,0.624,CP033190,mobileOG_000277182_CP033190
2,mobileOG_000277174|insH6|A0A0C5V4U8|integration/excision|NA|ISFinder|Homology,CP033190_27 # 31181 # 32149 # 1 # ID=1_27;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.614,100.0,649.4,322,3e-185,323,1,322,1,322,mobileOG_000277174,insH6,A0A0C5V4U8,integration/excision,NA,ISFinder,Homology,CP033190_27, 31181 # 32149 # 1 , 31181,32149,1 ,1_27,1,27,00,ATG,AGGAG,5-10bp,0.614,CP033190,mobileOG_000277174_CP033190
3,mobileOG_000726766|NA:Keyword|G7TIM4|integration/excision|NA|ISFinder|Keyword Search,CP033190_29 # 35079 # 36455 # -1 # ID=1_29;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.630,98.0,899.4,458,2.4e-260,459,1,458,1,458,mobileOG_000726766,NA:Keyword,G7TIM4,integration/excision,NA,ISFinder,Keyword Search,CP033190_29, 35079 # 36455 # -1 , 35079,36455,-1 ,1_29,1,29,00,ATG,None,None,0.630,CP033190,mobileOG_000726766_CP033190
4,mobileOG_000726772|NA:Keyword|A0A0K0GNE0|integration/excision|NA|ISFinder|Keyword Search,CP033190_30 # 36412 # 37659 # -1 # ID=1_30;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.650,98.6,697.2,491,1.6e-199,416,1,363,1,363,mobileOG_000726772,NA:Keyword,A0A0K0GNE0,integration/excision,NA,ISFinder,Keyword Search,CP033190_30, 36412 # 37659 # -1 , 36412,37659,-1 ,1_30,1,30,00,ATG,GGAG/GAGG,5-10bp,0.650,CP033190,mobileOG_000726772_CP033190
5,mobileOG_000726767|NA:Keyword|Q5GY58|integration/excision|NA|ISFinder|Keyword Search,CP033190_32 # 38127 # 38909 # 1 # ID=1_32;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.632,98.5,526.2,332,3.0999999999999998e-148,261,12,271,1,260,mobileOG_000726767,NA:Keyword,Q5GY58,integration/excision,NA,ISFinder,Keyword Search,CP033190_32, 38127 # 38909 # 1 , 38127,38909,1 ,1_32,1,32,00,ATG,GGA/GAG/AGG,5-10bp,0.632,CP033190,mobileOG_000726767_CP033190
6,mobileOG_000277182|insH6|Q5H6N2|integration/excision|NA|ISFinder|Homology,CP033190_35 # 40441 # 41421 # -1 # ID=1_35;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.621,100.0,654.8,326,7.2e-187,327,1,326,1,326,mobileOG_000277182,insH6,Q5H6N2,integration/excision,NA,ISFinder,Homology,CP033190_35, 40441 # 41421 # -1 , 40441,41421,-1 ,1_35,1,35,00,ATG,GGAG/GAGG,5-10bp,0.621,CP033190,mobileOG_000277182_CP033190
7,mobileOG_000726761|NA:Keyword|Q5GVX5|integration/excision|NA|ISFinder|Keyword Search,CP033190_43 # 49313 # 50527 # -1 # ID=1_43;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.636,99.7,793.1,411,2.1e-228,405,1,398,1,398,mobileOG_000726761,NA:Keyword,Q5GVX5,integration/excision,NA,ISFinder,Keyword Search,CP033190_43, 49313 # 50527 # -1 , 49313,50527,-1 ,1_43,1,43,00,ATG,GGA/GAG/AGG,5-10bp,0.636,CP033190,mobileOG_000726761_CP033190
8,mobileOG_000418745|NA:Keyword|A0A1L5Y8X5|integration/excision|NA|COMPASS|Keyword Search,CP033190_45 # 51048 # 51404 # 1 # ID=1_45;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.585,65.8,149.1,125,4.7e-35,119,6,116,7,117,mobileOG_000418745,NA:Keyword,A0A1L5Y8X5,integration/excision,NA,COMPASS,Keyword Search,CP033190_45, 51048 # 51404 # 1 , 51048,51404,1 ,1_45,1,45,00,ATG,None,None,0.585,CP033190,mobileOG_000418745_CP033190
9,mobileOG_000726765|NA:Keyword|Q9AG81|integration/excision|NA|ISFinder|Keyword Search,CP033190_46 # 51391 # 51846 # 1 # ID=1_46;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.588,99.3,304.3,266,1.1e-81,152,116,266,1,151,mobileOG_000726765,NA:Keyword,Q9AG81,integration/excision,NA,ISFinder,Keyword Search,CP033190_46, 51391 # 51846 # 1 , 51391,51846,1 ,1_46,1,46,00,GTG,GGA/GAG/AGG,5-10bp,0.588,CP033190,mobileOG_000726765_CP033190
