Contig,Start,Stop,Score,Threhold
CP033190,1,5000,0.161,12.671
CP033190,30000,37500,0.286,12.671
CP033190,50000,57500,0.164,12.671
CP033190,82500,90000,0.172,12.671
CP033190,110000,122500,0.144,12.671
CP033190,275000,280000,0.135,12.671
CP033190,290000,302500,0.444,12.671
CP033190,312500,317500,0.185,12.671
CP033190,357500,362500,0.151,12.671
CP033190,480000,487500,0.182,12.671
CP033190,517500,527500,0.544,12.671
CP033190,545000,555000,0.221,12.671
CP033190,612500,627500,0.227,12.671
CP033190,722500,727500,0.128,12.671
CP033190,770000,787500,0.408,12.671
CP033190,810000,817500,0.161,12.671
CP033190,820000,825000,0.148,12.671
CP033190,867500,877500,0.287,12.671
CP033190,1035000,1042500,0.143,12.671
CP033190,1045000,1050000,0.131,12.671
CP033190,1085000,1090000,0.127,12.671
CP033190,1092500,1097500,0.166,12.671
CP033190,1175000,1180000,0.13,12.671
CP033190,1217500,1225000,0.128,12.671
CP033190,1250000,1272500,0.184,12.671
CP033190,1420000,1435000,0.625,12.671
CP033190,1482500,1490000,0.206,12.671
CP033190,1500000,1505000,0.129,12.671
CP033190,1517500,1527500,0.15,12.671
CP033190,1595000,1622500,0.257,12.671
CP033190,1670000,1675000,0.141,12.671
CP033190,1680000,1690000,0.317,12.671
CP033190,1730000,1735000,0.132,12.671
CP033190,1805000,1817500,0.269,12.671
CP033190,1840000,1847500,0.143,12.671
CP033190,1852500,1857500,0.132,12.671
CP033190,1880000,1885000,0.135,12.671
CP033190,1915000,1920000,0.14,12.671
CP033190,2030000,2035000,0.136,12.671
CP033190,2155000,2160000,0.169,12.671
CP033190,2170000,2180000,0.173,12.671
CP033190,2182500,2187500,0.188,12.671
CP033190,2322500,2365000,0.201,12.671
CP033190,2472500,2485000,0.186,12.671
CP033190,2550000,2555000,0.165,12.671
CP033190,2600000,2607500,0.143,12.671
CP033190,2680000,2685000,0.145,12.671
CP033190,2720000,2730000,0.181,12.671
CP033190,2777500,2782500,0.139,12.671
CP033190,2835000,2842500,0.199,12.671
CP033190,2925000,2940000,0.274,12.671
CP033190,2945000,2955000,0.162,12.671
CP033190,2957500,2965000,0.296,12.671
CP033190,2982500,2992500,0.154,12.671
CP033190,3085000,3090000,0.142,12.671
CP033190,3160000,3172500,0.184,12.671
CP033190,3182500,3190000,0.176,12.671
CP033190,3210000,3217500,0.182,12.671
CP033190,3230000,3240000,0.245,12.671
CP033190,3357500,3362500,0.152,12.671
CP033190,3372500,3390000,0.235,12.671
CP033190,3400000,3405000,0.13,12.671
CP033190,3407500,3412500,0.144,12.671
CP033190,3520000,3530000,0.15,12.671
CP033190,3595000,3600000,0.154,12.671
CP033190,3635000,3645000,0.2,12.671
CP033190,3650000,3665000,0.198,12.671
CP033190,3682500,3712500,0.279,12.671
CP033190,3727500,3732500,0.183,12.671
CP033190,3735000,3742500,0.197,12.671
CP033190,3790000,3832500,0.169,12.671
CP033190,3945000,3952500,0.133,12.671
CP033190,4115000,4125000,0.198,12.671
CP033190,4182500,4187500,0.154,12.671
CP033190,4192500,4202500,0.28,12.671
CP033190,4275000,4280000,0.128,12.671
CP033190,4350000,4355000,0.141,12.671
CP033190,4455000,4462500,0.199,12.671
CP033190,4487500,4495000,0.206,12.671
CP033190,4500000,4505000,0.158,12.671
CP033190,4640000,4645000,0.154,12.671
CP033190,4655000,4660000,0.166,12.671
CP033190,4717500,4725000,0.184,12.671
CP033190,4737500,4747500,0.151,12.671
CP033190,4790000,4795000,0.149,12.671
CP033190,4885000,4892500,0.163,12.671
