Contig,Start,Stop,Score,Threhold
CP036255,1,5000,0.147,14.400
CP036255,30000,35000,0.169,14.400
CP036255,92500,112500,0.315,14.400
CP036255,135000,142500,0.164,14.400
CP036255,265000,272500,0.146,14.400
CP036255,280000,292500,0.242,14.400
CP036255,297500,315000,0.226,14.400
CP036255,342500,347500,0.144,14.400
CP036255,422500,432500,0.189,14.400
CP036255,480000,490000,0.163,14.400
CP036255,505000,512500,0.16,14.400
CP036255,535000,560000,0.359,14.400
CP036255,580000,592500,0.475,14.400
CP036255,700000,715000,0.302,14.400
CP036255,797500,805000,0.171,14.400
CP036255,932500,937500,0.149,14.400
CP036255,1092500,1110000,0.22,14.400
CP036255,1112500,1125000,0.219,14.400
CP036255,1190000,1197500,0.208,14.400
CP036255,1200000,1207500,0.161,14.400
CP036255,1217500,1225000,0.406,14.400
CP036255,1305000,1317500,0.19,14.400
CP036255,1327500,1335000,0.209,14.400
CP036255,1357500,1367500,0.217,14.400
CP036255,1425000,1442500,0.221,14.400
CP036255,1445000,1457500,0.198,14.400
CP036255,1460000,1472500,0.329,14.400
CP036255,1475000,1480000,0.205,14.400
CP036255,1487500,1495000,0.256,14.400
CP036255,1497500,1507500,0.186,14.400
CP036255,1522500,1537500,0.255,14.400
CP036255,1600000,1607500,0.176,14.400
CP036255,1642500,1652500,0.214,14.400
CP036255,1685000,1695000,0.215,14.400
CP036255,1700000,1715000,0.251,14.400
CP036255,1717500,1722500,0.144,14.400
CP036255,1842500,1850000,0.174,14.400
CP036255,1902500,1907500,0.176,14.400
CP036255,1910000,1915000,0.15,14.400
CP036255,1925000,1942500,0.242,14.400
CP036255,1952500,1957500,0.173,14.400
CP036255,2022500,2030000,0.245,14.400
CP036255,2050000,2075000,0.27,14.400
CP036255,2122500,2130000,0.198,14.400
CP036255,2167500,2187500,0.23,14.400
CP036255,2320000,2330000,0.24,14.400
CP036255,2375000,2382500,0.178,14.400
CP036255,2417500,2430000,0.191,14.400
CP036255,2432500,2440000,0.243,14.400
CP036255,2447500,2455000,0.238,14.400
CP036255,2475000,2482500,0.174,14.400
CP036255,2490000,2515000,0.243,14.400
CP036255,2525000,2535000,0.215,14.400
CP036255,2627500,2632500,0.167,14.400
CP036255,2637500,2642500,0.16,14.400
CP036255,2667500,2672500,0.224,14.400
CP036255,2702500,2727500,0.259,14.400
CP036255,2755000,2765000,0.173,14.400
CP036255,2862500,2900000,0.348,14.400
CP036255,2927500,2935000,0.261,14.400
CP036255,3055000,3065000,0.196,14.400
CP036255,3222500,3235000,0.767,14.400
CP036255,3257500,3272500,0.218,14.400
CP036255,3337500,3345000,0.423,14.400
CP036255,3492500,3497500,0.173,14.400
CP036255,3502500,3510000,0.171,14.400
CP036255,3532500,3540000,0.288,14.400
CP036255,3560000,3565000,0.15,14.400
CP036255,3672500,3680000,0.265,14.400
CP036255,3722500,3752500,0.297,14.400
CP036255,3815000,3822500,0.307,14.400
CP036255,3830000,3852500,0.381,14.400
CP036255,3972500,3987500,0.313,14.400
CP036255,4012500,4017500,0.206,14.400
CP036255,4092500,4097500,0.229,14.400
CP036255,4122500,4127500,0.202,14.400
CP036255,4140000,4145000,0.19,14.400
CP036255,4195000,4215000,0.302,14.400
CP036255,4242500,4260000,0.239,14.400
CP036255,4267500,4272500,0.153,14.400
CP036255,4385000,4395000,0.249,14.400
CP036255,4445000,4452500,0.174,14.400
CP036255,4482500,4505000,0.309,14.400
CP036255,4510000,4550000,0.252,14.400
CP036255,4557500,4572500,0.156,14.400
CP036255,4580000,4597500,0.229,14.400
CP036255,4712500,4720000,0.145,14.400
CP036255,4745000,4782500,0.249,14.400
CP036255,4792500,4862500,0.259,14.400
CP036255,4872500,4877500,0.165,14.400
CP036255,4925000,4965000,0.272,14.400
CP036255,4977500,5035000,0.266,14.400
CP036255,5075000,5085000,0.595,14.400
CP036255,5102500,5112500,0.181,14.400
CP036255,5120000,5132500,0.374,14.400
CP036255,5152500,5160000,0.29,14.400
CP036255,5177500,5182500,0.148,14.400
