,Sequence Title,Query Title,Pident,Bitscore,Subject Sequence Length,e-value,Query Sequence Length,Start of Alignment in Subject,End of Alignment in Query,Start of Alignment in Query,End of Alignment in Query,mobileOG ID,Gene Name,Best Hit Accession ID,Major mobileOG Category,Minor mobileOG Category,Source Database,Evidence Type,Contig/ORF Name,ORF_Start_Stop_Strands,ORF_Start,ORF_End,Sense or Antisense Strand,Prodigal ID,Prodigal Designated Contigs,Unique_ORF,Partial Tag,Start Codon,RBS Motif,RBS Spacer,GC Content,Specific Contig,Final Sample Name
0,mobileOG_000026103|gyrB|P0AES6|replication/recombination/repair|NA|Multiple|Manual,CP036255_4 # 5007 # 7451 # 1 # ID=1_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.647,61.5,972.2,804,5.1000000000000006e-282,815,2,804,12,814,mobileOG_000026103,gyrB,P0AES6,replication/recombination/repair,NA,Multiple,Manual,CP036255_4, 5007 # 7451 # 1 , 5007,7451,1 ,1_4,1,4,00,ATG,None,None,0.647,CP036255,mobileOG_000026103_CP036255
1,mobileOG_000726771|NA:Keyword|Q5H6E5|integration/excision|NA|ISFinder|Keyword Search,CP036255_31 # 36700 # 37416 # -1 # ID=1_31;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.626,95.1,434.9,458,8.5e-121,239,235,458,15,238,mobileOG_000726771,NA:Keyword,Q5H6E5,integration/excision,NA,ISFinder,Keyword Search,CP036255_31, 36700 # 37416 # -1 , 36700,37416,-1 ,1_31,1,31,00,ATG,GGA/GAG/AGG,11-12bp,0.626,CP036255,mobileOG_000726771_CP036255
2,mobileOG_000277182|insH6|Q5H6N2|integration/excision|NA|ISFinder|Homology,CP036255_50 # 69334 # 70434 # -1 # ID=1_50;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.616,94.1,572.0,326,6.9e-162,367,1,304,1,304,mobileOG_000277182,insH6,Q5H6N2,integration/excision,NA,ISFinder,Homology,CP036255_50, 69334 # 70434 # -1 , 69334,70434,-1 ,1_50,1,50,00,ATG,GGAG/GAGG,5-10bp,0.616,CP036255,mobileOG_000277182_CP036255
3,mobileOG_000724573|NA:Keyword|Q9Z3F3|integration/excision|NA|ISFinder|Keyword Search,CP036255_59 # 81411 # 81767 # 1 # ID=1_59;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.585,79.6,153.7,267,1.9000000000000002e-36,119,3,110,1,108,mobileOG_000724573,NA:Keyword,Q9Z3F3,integration/excision,NA,ISFinder,Keyword Search,CP036255_59, 81411 # 81767 # 1 , 81411,81767,1 ,1_59,1,59,00,ATG,None,None,0.585,CP036255,mobileOG_000724573_CP036255
4,mobileOG_000345220|insI3|WP_020829649.1|integration/excision|NA|Multiple|Homology,CP036255_67 # 88676 # 89692 # -1 # ID=1_67;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.599,71.1,474.6,338,1.4e-132,339,2,337,3,333,mobileOG_000345220,insI3,WP_020829649.1,integration/excision,NA,Multiple,Homology,CP036255_67, 88676 # 89692 # -1 , 88676,89692,-1 ,1_67,1,67,00,ATG,GGA/GAG/AGG,5-10bp,0.599,CP036255,mobileOG_000345220_CP036255
5,mobileOG_000277176|NA|A0A346MB22|integration/excision|NA|ISFinder|Homology,CP036255_78 # 98987 # 99472 # -1 # ID=1_78;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.607,94.4,318.5,328,6e-86,162,168,328,1,161,mobileOG_000277176,NA,A0A346MB22,integration/excision,NA,ISFinder,Homology,CP036255_78, 98987 # 99472 # -1 , 98987,99472,-1 ,1_78,1,78,00,ATG,GGA/GAG/AGG,5-10bp,0.607,CP036255,mobileOG_000277176_CP036255
6,mobileOG_000056362|NA|A0A1L5QP55|integration/excision|NA|COMPASS|Homology,CP036255_79 # 99534 # 99746 # -1 # ID=1_79;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.629,94.3,127.9,281,6.599999999999999e-29,71,30,99,1,70,mobileOG_000056362,NA,A0A1L5QP55,integration/excision,NA,COMPASS,Homology,CP036255_79, 99534 # 99746 # -1 , 99534,99746,-1 ,1_79,1,79,00,ATG,GGxGG,5-10bp,0.629,CP036255,mobileOG_000056362_CP036255
7,mobileOG_000343778|insI3|WP_028853927.1|integration/excision|NA|Plasmid RefSeq|Homology,CP036255_87 # 104447 # 105151 # 1 # ID=1_87;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.587,75.8,365.5,339,6.300000000000001e-100,235,107,329,1,223,mobileOG_000343778,insI3,WP_028853927.1,integration/excision,NA,Plasmid RefSeq,Homology,CP036255_87, 104447 # 105151 # 1 , 104447,105151,1 ,1_87,1,87,00,ATG,None,None,0.587,CP036255,mobileOG_000343778_CP036255
8,mobileOG_000733662|NA:Keyword|WP_006449292.1|integration/excision|NA|Multiple|Keyword Search,CP036255_89 # 106540 # 107028 # -1 # ID=1_89;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.618,85.8,293.9,268,1.6e-78,163,26,187,1,162,mobileOG_000733662,NA:Keyword,WP_006449292.1,integration/excision,NA,Multiple,Keyword Search,CP036255_89, 106540 # 107028 # -1 , 106540,107028,-1 ,1_89,1,89,00,ATG,None,None,0.618,CP036255,mobileOG_000733662_CP036255
9,mobileOG_000277174|insH6|A0A0C5V4U8|integration/excision|NA|ISFinder|Homology,CP036255_90 # 107213 # 108181 # 1 # ID=1_90;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.611,99.1,639.0,322,4e-182,323,1,322,1,322,mobileOG_000277174,insH6,A0A0C5V4U8,integration/excision,NA,ISFinder,Homology,CP036255_90, 107213 # 108181 # 1 , 107213,108181,1 ,1_90,1,90,00,ATG,AGGAG,5-10bp,0.611,CP036255,mobileOG_000277174_CP036255
