,Sequence Title,Query Title,Pident,Bitscore,Subject Sequence Length,e-value,Query Sequence Length,Start of Alignment in Subject,End of Alignment in Query,Start of Alignment in Query,End of Alignment in Query,mobileOG ID,Gene Name,Best Hit Accession ID,Major mobileOG Category,Minor mobileOG Category,Source Database,Evidence Type,Contig/ORF Name,ORF_Start_Stop_Strands,ORF_Start,ORF_End,Sense or Antisense Strand,Prodigal ID,Prodigal Designated Contigs,Unique_ORF,Partial Tag,Start Codon,RBS Motif,RBS Spacer,GC Content,Specific Contig,Final Sample Name
0,mobileOG_000026103|gyrB|P0AES6|replication/recombination/repair|NA|Multiple|Manual,CP089415_1_4 # 5181 # 7625 # 1 # ID=1_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.643,61.3,966.1,804,3.6e-280,815,2,804,12,814,mobileOG_000026103,gyrB,P0AES6,replication/recombination/repair,NA,Multiple,Manual,CP089415_1_4, 5181 # 7625 # 1 , 5181,7625,1 ,1_4,1,4,00,ATG,None,None,0.643,CP089415_1,mobileOG_000026103_CP089415_1
1,mobileOG_000277182|insH6|Q5H6N2|integration/excision|NA|ISFinder|Homology,CP089415_1_19 # 23116 # 24096 # -1 # ID=1_19;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.621,95.7,619.4,326,3.3e-176,327,1,326,1,326,mobileOG_000277182,insH6,Q5H6N2,integration/excision,NA,ISFinder,Homology,CP089415_1_19, 23116 # 24096 # -1 , 23116,24096,-1 ,1_19,1,19,00,ATG,None,None,0.621,CP089415_1,mobileOG_000277182_CP089415_1
2,mobileOG_000338730|insH6|WP_011258529.1|integration/excision|NA|Plasmid RefSeq|Homology,CP089415_1_28 # 31177 # 32145 # 1 # ID=1_28;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.613,99.7,647.1,322,1.5e-184,323,1,322,1,322,mobileOG_000338730,insH6,WP_011258529.1,integration/excision,NA,Plasmid RefSeq,Homology,CP089415_1_28, 31177 # 32145 # 1 , 31177,32145,1 ,1_28,1,28,00,ATG,AGGAG,5-10bp,0.613,CP089415_1,mobileOG_000338730_CP089415_1
3,mobileOG_000726766|NA:Keyword|G7TIM4|integration/excision|NA|ISFinder|Keyword Search,CP089415_1_30 # 35075 # 36451 # -1 # ID=1_30;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.630,97.8,897.1,458,1.1999999999999999e-259,459,1,458,1,458,mobileOG_000726766,NA:Keyword,G7TIM4,integration/excision,NA,ISFinder,Keyword Search,CP089415_1_30, 35075 # 36451 # -1 , 35075,36451,-1 ,1_30,1,30,00,ATG,None,None,0.630,CP089415_1,mobileOG_000726766_CP089415_1
4,mobileOG_000726772|NA:Keyword|A0A0K0GNE0|integration/excision|NA|ISFinder|Keyword Search,CP089415_1_31 # 36408 # 37655 # -1 # ID=1_31;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.649,98.6,697.2,491,1.6e-199,416,1,363,1,363,mobileOG_000726772,NA:Keyword,A0A0K0GNE0,integration/excision,NA,ISFinder,Keyword Search,CP089415_1_31, 36408 # 37655 # -1 , 36408,37655,-1 ,1_31,1,31,00,ATG,GGAG/GAGG,5-10bp,0.649,CP089415_1,mobileOG_000726772_CP089415_1
5,mobileOG_000726767|NA:Keyword|Q5GY58|integration/excision|NA|ISFinder|Keyword Search,CP089415_1_33 # 38123 # 38905 # 1 # ID=1_33;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.632,98.5,526.2,332,3.0999999999999998e-148,261,12,271,1,260,mobileOG_000726767,NA:Keyword,Q5GY58,integration/excision,NA,ISFinder,Keyword Search,CP089415_1_33, 38123 # 38905 # 1 , 38123,38905,1 ,1_33,1,33,00,ATG,GGA/GAG/AGG,5-10bp,0.632,CP089415_1,mobileOG_000726767_CP089415_1
6,mobileOG_000277182|insH6|Q5H6N2|integration/excision|NA|ISFinder|Homology,CP089415_1_36 # 40437 # 41417 # -1 # ID=1_36;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.621,100.0,654.8,326,7.2e-187,327,1,326,1,326,mobileOG_000277182,insH6,Q5H6N2,integration/excision,NA,ISFinder,Homology,CP089415_1_36, 40437 # 41417 # -1 , 40437,41417,-1 ,1_36,1,36,00,ATG,GGAG/GAGG,5-10bp,0.621,CP089415_1,mobileOG_000277182_CP089415_1
7,mobileOG_000277174|insH6|A0A0C5V4U8|integration/excision|NA|ISFinder|Homology,CP089415_1_44 # 49357 # 50325 # 1 # ID=1_44;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.612,99.7,648.3,322,6.6e-185,323,1,322,1,322,mobileOG_000277174,insH6,A0A0C5V4U8,integration/excision,NA,ISFinder,Homology,CP089415_1_44, 49357 # 50325 # 1 , 49357,50325,1 ,1_44,1,44,00,ATG,AGGAG,5-10bp,0.612,CP089415_1,mobileOG_000277174_CP089415_1
8,mobileOG_000726761|NA:Keyword|Q5GVX5|integration/excision|NA|ISFinder|Keyword Search,CP089415_1_45 # 50469 # 51683 # -1 # ID=1_45;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.636,99.7,793.1,411,2.1e-228,405,1,398,1,398,mobileOG_000726761,NA:Keyword,Q5GVX5,integration/excision,NA,ISFinder,Keyword Search,CP089415_1_45, 50469 # 51683 # -1 , 50469,51683,-1 ,1_45,1,45,00,ATG,GGA/GAG/AGG,5-10bp,0.636,CP089415_1,mobileOG_000726761_CP089415_1
9,mobileOG_000418745|NA:Keyword|A0A1L5Y8X5|integration/excision|NA|COMPASS|Keyword Search,CP089415_1_47 # 52204 # 52560 # 1 # ID=1_47;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.585,65.8,149.1,125,4.7e-35,119,6,116,7,117,mobileOG_000418745,NA:Keyword,A0A1L5Y8X5,integration/excision,NA,COMPASS,Keyword Search,CP089415_1_47, 52204 # 52560 # 1 , 52204,52560,1 ,1_47,1,47,00,ATG,None,None,0.585,CP089415_1,mobileOG_000418745_CP089415_1
