Contig,Start,Stop,Score,Threhold
CP089415_1,1,5000,0.173,13.358
CP089415_1,30000,37500,0.305,13.358
CP089415_1,52500,60000,0.163,13.358
CP089415_1,85000,92500,0.186,13.358
CP089415_1,102500,107500,0.134,13.358
CP089415_1,110000,117500,0.161,13.358
CP089415_1,270000,275000,0.141,13.358
CP089415_1,282500,295000,0.468,13.358
CP089415_1,305000,310000,0.199,13.358
CP089415_1,332500,337500,0.134,13.358
CP089415_1,355000,365000,0.144,13.358
CP089415_1,475000,482500,0.173,13.358
CP089415_1,512500,525000,0.447,13.358
CP089415_1,542500,552500,0.203,13.358
CP089415_1,607500,625000,0.223,13.358
CP089415_1,720000,725000,0.136,13.358
CP089415_1,767500,785000,0.412,13.358
CP089415_1,805000,812500,0.155,13.358
CP089415_1,815000,820000,0.156,13.358
CP089415_1,862500,872500,0.287,13.358
CP089415_1,992500,997500,0.14,13.358
CP089415_1,1027500,1035000,0.152,13.358
CP089415_1,1050000,1055000,0.134,13.358
CP089415_1,1080000,1087500,0.162,13.358
CP089415_1,1165000,1170000,0.145,13.358
CP089415_1,1207500,1215000,0.142,13.358
CP089415_1,1240000,1260000,0.187,13.358
CP089415_1,1405000,1420000,0.66,13.358
CP089415_1,1467500,1480000,0.212,13.358
CP089415_1,1507500,1517500,0.167,13.358
CP089415_1,1585000,1612500,0.277,13.358
CP089415_1,1660000,1665000,0.161,13.358
CP089415_1,1670000,1682500,0.277,13.358
CP089415_1,1720000,1725000,0.146,13.358
CP089415_1,1767500,1772500,0.136,13.358
CP089415_1,1795000,1807500,0.291,13.358
CP089415_1,1830000,1837500,0.163,13.358
CP089415_1,1842500,1847500,0.136,13.358
CP089415_1,1870000,1877500,0.146,13.358
CP089415_1,2017500,2025000,0.152,13.358
CP089415_1,2147500,2152500,0.179,13.358
CP089415_1,2165000,2182500,0.184,13.358
CP089415_1,2320000,2377500,0.224,13.358
CP089415_1,2467500,2472500,0.138,13.358
CP089415_1,2485000,2497500,0.221,13.358
CP089415_1,2562500,2567500,0.145,13.358
CP089415_1,2617500,2622500,0.137,13.358
CP089415_1,2695000,2702500,0.141,13.358
CP089415_1,2735000,2755000,0.243,13.358
CP089415_1,2805000,2810000,0.163,13.358
CP089415_1,2862500,2870000,0.217,13.358
CP089415_1,2950000,2967500,0.24,13.358
CP089415_1,2972500,2992500,0.21,13.358
CP089415_1,3010000,3017500,0.172,13.358
CP089415_1,3022500,3027500,0.139,13.358
CP089415_1,3060000,3065000,0.196,13.358
CP089415_1,3112500,3117500,0.164,13.358
CP089415_1,3190000,3207500,0.206,13.358
CP089415_1,3215000,3225000,0.17,13.358
CP089415_1,3227500,3232500,0.142,13.358
CP089415_1,3245000,3252500,0.24,13.358
CP089415_1,3262500,3272500,0.29,13.358
CP089415_1,3390000,3397500,0.143,13.358
CP089415_1,3405000,3422500,0.246,13.358
CP089415_1,3440000,3445000,0.175,13.358
CP089415_1,3547500,3562500,0.151,13.358
CP089415_1,3572500,3580000,0.141,13.358
CP089415_1,3627500,3635000,0.157,13.358
CP089415_1,3667500,3675000,0.263,13.358
CP089415_1,3682500,3700000,0.24,13.358
CP089415_1,3722500,3740000,0.325,13.358
CP089415_1,3752500,3757500,0.189,13.358
CP089415_1,3760000,3765000,0.276,13.358
CP089415_1,3812500,3817500,0.147,13.358
CP089415_1,3822500,3857500,0.192,13.358
CP089415_1,4135000,4145000,0.213,13.358
CP089415_1,4202500,4207500,0.191,13.358
CP089415_1,4212500,4227500,0.318,13.358
CP089415_1,4372500,4377500,0.149,13.358
CP089415_1,4470000,4477500,0.235,13.358
CP089415_1,4505000,4512500,0.261,13.358
CP089415_1,4515000,4520000,0.156,13.358
CP089415_1,4655000,4660000,0.149,13.358
CP089415_1,4670000,4675000,0.187,13.358
CP089415_1,4735000,4740000,0.15,13.358
CP089415_1,4757500,4762500,0.184,13.358
CP089415_1,4805000,4810000,0.162,13.358
CP089415_1,4900000,4907500,0.175,13.358
