,Sequence Title,Query Title,Pident,Bitscore,Subject Sequence Length,e-value,Query Sequence Length,Start of Alignment in Subject,End of Alignment in Query,Start of Alignment in Query,End of Alignment in Query,mobileOG ID,Gene Name,Best Hit Accession ID,Major mobileOG Category,Minor mobileOG Category,Source Database,Evidence Type,Contig/ORF Name,ORF_Start_Stop_Strands,ORF_Start,ORF_End,Sense or Antisense Strand,Prodigal ID,Prodigal Designated Contigs,Unique_ORF,Partial Tag,Start Codon,RBS Motif,RBS Spacer,GC Content,Specific Contig,Final Sample Name
0,mobileOG_000026103|gyrB|P0AES6|replication/recombination/repair|NA|Multiple|Manual,CP086200_1_4 # 5181 # 7625 # 1 # ID=1_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.643,61.3,966.1,804,3.6e-280,815,2,804,12,814,mobileOG_000026103,gyrB,P0AES6,replication/recombination/repair,NA,Multiple,Manual,CP086200_1_4, 5181 # 7625 # 1 , 5181,7625,1 ,1_4,1,4,00,ATG,None,None,0.643,CP086200_1,mobileOG_000026103_CP086200_1
1,mobileOG_000277182|insH6|Q5H6N2|integration/excision|NA|ISFinder|Homology,CP086200_1_18 # 23118 # 24098 # -1 # ID=1_18;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.624,96.6,627.1,326,1.6e-178,327,1,326,1,326,mobileOG_000277182,insH6,Q5H6N2,integration/excision,NA,ISFinder,Homology,CP086200_1_18, 23118 # 24098 # -1 , 23118,24098,-1 ,1_18,1,18,00,ATG,None,None,0.624,CP086200_1,mobileOG_000277182_CP086200_1
2,mobileOG_000338730|insH6|WP_011258529.1|integration/excision|NA|Plasmid RefSeq|Homology,CP086200_1_27 # 31181 # 32149 # 1 # ID=1_27;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.613,99.7,647.1,322,1.5e-184,323,1,322,1,322,mobileOG_000338730,insH6,WP_011258529.1,integration/excision,NA,Plasmid RefSeq,Homology,CP086200_1_27, 31181 # 32149 # 1 , 31181,32149,1 ,1_27,1,27,00,ATG,AGGAG,5-10bp,0.613,CP086200_1,mobileOG_000338730_CP086200_1
3,mobileOG_000726766|NA:Keyword|G7TIM4|integration/excision|NA|ISFinder|Keyword Search,CP086200_1_29 # 35079 # 36455 # -1 # ID=1_29;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.630,97.8,897.1,458,1.1999999999999999e-259,459,1,458,1,458,mobileOG_000726766,NA:Keyword,G7TIM4,integration/excision,NA,ISFinder,Keyword Search,CP086200_1_29, 35079 # 36455 # -1 , 35079,36455,-1 ,1_29,1,29,00,ATG,None,None,0.630,CP086200_1,mobileOG_000726766_CP086200_1
4,mobileOG_000726772|NA:Keyword|A0A0K0GNE0|integration/excision|NA|ISFinder|Keyword Search,CP086200_1_30 # 36412 # 37659 # -1 # ID=1_30;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.649,98.6,697.2,491,1.6e-199,416,1,363,1,363,mobileOG_000726772,NA:Keyword,A0A0K0GNE0,integration/excision,NA,ISFinder,Keyword Search,CP086200_1_30, 36412 # 37659 # -1 , 36412,37659,-1 ,1_30,1,30,00,ATG,GGAG/GAGG,5-10bp,0.649,CP086200_1,mobileOG_000726772_CP086200_1
5,mobileOG_000726767|NA:Keyword|Q5GY58|integration/excision|NA|ISFinder|Keyword Search,CP086200_1_32 # 38127 # 38909 # 1 # ID=1_32;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.632,98.5,526.2,332,3.0999999999999998e-148,261,12,271,1,260,mobileOG_000726767,NA:Keyword,Q5GY58,integration/excision,NA,ISFinder,Keyword Search,CP086200_1_32, 38127 # 38909 # 1 , 38127,38909,1 ,1_32,1,32,00,ATG,GGA/GAG/AGG,5-10bp,0.632,CP086200_1,mobileOG_000726767_CP086200_1
6,mobileOG_000277182|insH6|Q5H6N2|integration/excision|NA|ISFinder|Homology,CP086200_1_35 # 40441 # 41421 # -1 # ID=1_35;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.620,98.8,647.9,326,8.8e-185,327,1,326,1,326,mobileOG_000277182,insH6,Q5H6N2,integration/excision,NA,ISFinder,Homology,CP086200_1_35, 40441 # 41421 # -1 , 40441,41421,-1 ,1_35,1,35,00,ATG,GGAG/GAGG,5-10bp,0.620,CP086200_1,mobileOG_000277182_CP086200_1
7,mobileOG_000277174|insH6|A0A0C5V4U8|integration/excision|NA|ISFinder|Homology,CP086200_1_43 # 49361 # 50329 # 1 # ID=1_43;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.612,99.7,648.3,322,6.6e-185,323,1,322,1,322,mobileOG_000277174,insH6,A0A0C5V4U8,integration/excision,NA,ISFinder,Homology,CP086200_1_43, 49361 # 50329 # 1 , 49361,50329,1 ,1_43,1,43,00,ATG,AGGAG,5-10bp,0.612,CP086200_1,mobileOG_000277174_CP086200_1
8,mobileOG_000726761|NA:Keyword|Q5GVX5|integration/excision|NA|ISFinder|Keyword Search,CP086200_1_44 # 50473 # 51687 # -1 # ID=1_44;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.636,99.7,793.1,411,2.1e-228,405,1,398,1,398,mobileOG_000726761,NA:Keyword,Q5GVX5,integration/excision,NA,ISFinder,Keyword Search,CP086200_1_44, 50473 # 51687 # -1 , 50473,51687,-1 ,1_44,1,44,00,ATG,GGA/GAG/AGG,5-10bp,0.636,CP086200_1,mobileOG_000726761_CP086200_1
9,mobileOG_000418745|NA:Keyword|A0A1L5Y8X5|integration/excision|NA|COMPASS|Keyword Search,CP086200_1_46 # 52208 # 52564 # 1 # ID=1_46;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.583,64.0,142.1,125,5.7e-33,119,6,116,7,117,mobileOG_000418745,NA:Keyword,A0A1L5Y8X5,integration/excision,NA,COMPASS,Keyword Search,CP086200_1_46, 52208 # 52564 # 1 , 52208,52564,1 ,1_46,1,46,00,ATG,None,None,0.583,CP086200_1,mobileOG_000418745_CP086200_1
10,mobileOG_000726765|NA:Keyword|Q9AG81|integration/excision|NA|ISFinder|Keyword Search,CP086200_1_47 # 52551 # 53006 # 1 # ID=1_47;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.588,99.3,304.3,266,1.1e-81,152,116,266,1,151,mobileOG_000726765,NA:Keyword,Q9AG81,integration/excision,NA,ISFinder,Keyword Search,CP086200_1_47, 52551 # 53006 # 1 , 52551,53006,1 ,1_47,1,47,00,GTG,GGA/GAG/AGG,5-10bp,0.588,CP086200_1,mobileOG_000726765_CP086200_1
11,mobileOG_000726762|NA:Keyword|Q5H569|integration/excision|NA|ISFinder|Keyword Search,CP086200_1_48 # 52993 # 53757 # -1 # ID=1_48;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.627,98.0,500.7,439,1.3999999999999999e-140,255,2,249,1,248,mobileOG_000726762,NA:Keyword,Q5H569,integration/excision,NA,ISFinder,Keyword Search,CP086200_1_48, 52993 # 53757 # -1 , 52993,53757,-1 ,1_48,1,48,00,TTG,GGAG/GAGG,5-10bp,0.627,CP086200_1,mobileOG_000726762_CP086200_1
12,mobileOG_000726767|NA:Keyword|Q5GY58|integration/excision|NA|ISFinder|Keyword Search,CP086200_1_50 # 54721 # 55686 # 1 # ID=1_50;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.631,99.1,651.7,332,6e-186,322,12,332,1,321,mobileOG_000726767,NA:Keyword,Q5GY58,integration/excision,NA,ISFinder,Keyword Search,CP086200_1_50, 54721 # 55686 # 1 , 54721,55686,1 ,1_50,1,50,00,ATG,GGA/GAG/AGG,5-10bp,0.631,CP086200_1,mobileOG_000726767_CP086200_1
13,mobileOG_000726762|NA:Keyword|Q5H569|integration/excision|NA|ISFinder|Keyword Search,CP086200_1_52 # 56240 # 57493 # 1 # ID=1_52;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.633,92.5,721.8,439,6.1e-207,418,46,429,1,379,mobileOG_000726762,NA:Keyword,Q5H569,integration/excision,NA,ISFinder,Keyword Search,CP086200_1_52, 56240 # 57493 # 1 , 56240,57493,1 ,1_52,1,52,00,ATG,GGAGG,5-10bp,0.633,CP086200_1,mobileOG_000726762_CP086200_1
14,mobileOG_000720479|NA:Keyword|A9IEE9|integration/excision|NA|ICE|Keyword Search,CP086200_1_66 # 79212 # 79517 # -1 # ID=1_66;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.562,82.2,178.3,128,6.100000000000001e-44,102,28,128,1,101,mobileOG_000720479,NA:Keyword,A9IEE9,integration/excision,NA,ICE,Keyword Search,CP086200_1_66, 79212 # 79517 # -1 , 79212,79517,-1 ,1_66,1,66,00,TTG,GGA/GAG/AGG,5-10bp,0.562,CP086200_1,mobileOG_000720479_CP086200_1
15,mobileOG_000726767|NA:Keyword|Q5GY58|integration/excision|NA|ISFinder|Keyword Search,CP086200_1_68 # 79976 # 80851 # 1 # ID=1_68;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.630,98.6,590.9,332,1.1e-167,292,42,332,1,291,mobileOG_000726767,NA:Keyword,Q5GY58,integration/excision,NA,ISFinder,Keyword Search,CP086200_1_68, 79976 # 80851 # 1 , 79976,80851,1 ,1_68,1,68,00,TTG,GGA/GAG/AGG,5-10bp,0.630,CP086200_1,mobileOG_000726767_CP086200_1
