Contig,Start,Stop,Score,Threhold
CP143562,1,5000,0.219,16.055
CP143562,20000,27500,0.213,16.055
CP143562,40000,47500,0.236,16.055
CP143562,57500,67500,0.312,16.055
CP143562,92500,102500,0.212,16.055
CP143562,157500,162500,0.163,16.055
CP143562,185000,210000,0.41,16.055
CP143562,270000,275000,0.227,16.055
CP143562,415000,420000,0.253,16.055
CP143562,430000,442500,0.221,16.055
CP143562,457500,517500,0.304,16.055
CP143562,537500,542500,0.184,16.055
CP143562,635000,640000,0.172,16.055
CP143562,687500,712500,0.312,16.055
CP143562,760000,767500,0.197,16.055
CP143562,797500,802500,0.199,16.055
CP143562,877500,885000,0.175,16.055
CP143562,1045000,1060000,0.197,16.055
CP143562,1065000,1085000,0.329,16.055
CP143562,1137500,1142500,0.202,16.055
CP143562,1147500,1155000,0.315,16.055
CP143562,1310000,1315000,0.18,16.055
CP143562,1320000,1357500,0.277,16.055
CP143562,1365000,1372500,0.163,16.055
CP143562,1380000,1390000,0.466,16.055
CP143562,1410000,1417500,0.187,16.055
CP143562,1422500,1430000,0.187,16.055
CP143562,1450000,1457500,0.197,16.055
CP143562,1577500,1585000,0.214,16.055
CP143562,1650000,1655000,0.163,16.055
CP143562,1727500,1735000,0.207,16.055
CP143562,1752500,1770000,0.317,16.055
CP143562,1800000,1810000,0.183,16.055
CP143562,2010000,2040000,0.381,16.055
CP143562,2077500,2087500,0.26,16.055
CP143562,2125000,2140000,0.332,16.055
CP143562,2150000,2157500,0.291,16.055
CP143562,2177500,2185000,0.21,16.055
CP143562,2195000,2212500,0.265,16.055
CP143562,2217500,2227500,0.263,16.055
CP143562,2237500,2255000,0.243,16.055
CP143562,2260000,2270000,0.237,16.055
CP143562,2335000,2340000,0.195,16.055
CP143562,2347500,2352500,0.196,16.055
CP143562,2387500,2402500,0.445,16.055
CP143562,2430000,2440000,0.225,16.055
CP143562,2650000,2670000,0.275,16.055
CP143562,2712500,2732500,0.268,16.055
CP143562,2785000,2790000,0.185,16.055
CP143562,2882500,2890000,0.202,16.055
CP143562,3032500,3047500,0.182,16.055
CP143562,3075000,3080000,0.181,16.055
CP143562,3165000,3207500,0.26,16.055
CP143562,3212500,3227500,0.343,16.055
CP143562,3355000,3362500,0.253,16.055
CP143562,3365000,3375000,0.473,16.055
CP143562,3395000,3400000,0.239,16.055
CP143562,3402500,3410000,0.438,16.055
CP143562,3417500,3432500,0.257,16.055
CP143562,3482500,3492500,0.315,16.055
CP143562,3515000,3527500,0.209,16.055
CP143562,3530000,3535000,0.171,16.055
CP143562,3607500,3615000,0.192,16.055
CP143562,3670000,3677500,0.25,16.055
CP143562,3687500,3727500,0.232,16.055
CP143562,3870000,3875000,0.167,16.055
CP143562,3887500,3892500,0.222,16.055
CP143562,3932500,3937500,0.177,16.055
CP143562,4192500,4205000,0.599,16.055
CP143562,4207500,4212500,0.215,16.055
CP143562,4267500,4277500,0.407,16.055
CP143562,4300000,4305000,0.161,16.055
CP143562,4355000,4362500,0.212,16.055
CP143562,4382500,4387500,0.189,16.055
CP143562,4427500,4435000,0.276,16.055
CP143562,4447500,4452500,0.167,16.055
CP143562,4537500,4572500,0.181,16.055
CP143562,4592500,4602500,0.202,16.055
CP143562,4612500,4627500,0.202,16.055
CP143562,4652500,4660000,0.194,16.055
CP143562,4672500,4677500,0.162,16.055
CP143562,4705000,4710000,0.214,16.055
CP143562,4830000,4835000,0.173,16.055
