,Sequence Title,Query Title,Pident,Bitscore,Subject Sequence Length,e-value,Query Sequence Length,Start of Alignment in Subject,End of Alignment in Query,Start of Alignment in Query,End of Alignment in Query,mobileOG ID,Gene Name,Best Hit Accession ID,Major mobileOG Category,Minor mobileOG Category,Source Database,Evidence Type,Contig/ORF Name,ORF_Start_Stop_Strands,ORF_Start,ORF_End,Sense or Antisense Strand,Prodigal ID,Prodigal Designated Contigs,Unique_ORF,Partial Tag,Start Codon,RBS Motif,RBS Spacer,GC Content,Specific Contig,Final Sample Name
0,mobileOG_000026103|gyrB|P0AES6|replication/recombination/repair|NA|Multiple|Manual,CP033194_4 # 5181 # 7625 # 1 # ID=1_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.644,61.5,969.9,804,2.5e-281,815,2,804,12,814,mobileOG_000026103,gyrB,P0AES6,replication/recombination/repair,NA,Multiple,Manual,CP033194_4, 5181 # 7625 # 1 , 5181,7625,1 ,1_4,1,4,00,ATG,None,None,0.644,CP033194,mobileOG_000026103_CP033194
1,mobileOG_000277182|insH6|Q5H6N2|integration/excision|NA|ISFinder|Homology,CP033194_18 # 23118 # 24098 # -1 # ID=1_18;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.623,96.6,627.1,326,1.6e-178,327,1,326,1,326,mobileOG_000277182,insH6,Q5H6N2,integration/excision,NA,ISFinder,Homology,CP033194_18, 23118 # 24098 # -1 , 23118,24098,-1 ,1_18,1,18,00,ATG,None,None,0.623,CP033194,mobileOG_000277182_CP033194
2,mobileOG_000418745|NA:Keyword|A0A1L5Y8X5|integration/excision|NA|COMPASS|Keyword Search,CP033194_27 # 32269 # 32625 # 1 # ID=1_27;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.585,66.1,152.1,125,5.5000000000000005e-36,119,5,116,6,117,mobileOG_000418745,NA:Keyword,A0A1L5Y8X5,integration/excision,NA,COMPASS,Keyword Search,CP033194_27, 32269 # 32625 # 1 , 32269,32625,1 ,1_27,1,27,00,ATG,None,None,0.585,CP033194,mobileOG_000418745_CP033194
3,mobileOG_000726765|NA:Keyword|Q9AG81|integration/excision|NA|ISFinder|Keyword Search,CP033194_28 # 32612 # 33067 # 1 # ID=1_28;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.586,99.3,304.3,266,1.1e-81,152,116,266,1,151,mobileOG_000726765,NA:Keyword,Q9AG81,integration/excision,NA,ISFinder,Keyword Search,CP033194_28, 32612 # 33067 # 1 , 32612,33067,1 ,1_28,1,28,00,GTG,GGA/GAG/AGG,5-10bp,0.586,CP033194,mobileOG_000726765_CP033194
4,mobileOG_000041116|insH6|WP_022557821.1|integration/excision|NA|Multiple|Homology,CP033194_31 # 34473 # 34676 # -1 # ID=1_31;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.608,88.1,118.2,327,5e-26,68,1,59,1,59,mobileOG_000041116,insH6,WP_022557821.1,integration/excision,NA,Multiple,Homology,CP033194_31, 34473 # 34676 # -1 , 34473,34676,-1 ,1_31,1,31,00,ATG,GGA/GAG/AGG,5-10bp,0.608,CP033194,mobileOG_000041116_CP033194
5,mobileOG_000726764|NA:Keyword|Q9L792|integration/excision|NA|ISFinder|Keyword Search,CP033194_37 # 39390 # 40352 # -1 # ID=1_37;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.618,99.1,649.4,320,3e-185,321,1,320,1,320,mobileOG_000726764,NA:Keyword,Q9L792,integration/excision,NA,ISFinder,Keyword Search,CP033194_37, 39390 # 40352 # -1 , 39390,40352,-1 ,1_37,1,37,00,ATG,GGAGG,5-10bp,0.618,CP033194,mobileOG_000726764_CP033194
6,mobileOG_000343778|insI3|WP_028853927.1|integration/excision|NA|Plasmid RefSeq|Homology,CP033194_45 # 44694 # 45398 # -1 # ID=1_45;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.596,75.8,368.2,339,9.6e-101,235,107,329,1,223,mobileOG_000343778,insI3,WP_028853927.1,integration/excision,NA,Plasmid RefSeq,Homology,CP033194_45, 44694 # 45398 # -1 , 44694,45398,-1 ,1_45,1,45,00,ATG,None,None,0.596,CP033194,mobileOG_000343778_CP033194
7,mobileOG_000312220|istA|WP_106561525.1|integration/excision|NA|Plasmid RefSeq|Homology,CP033194_46 # 45782 # 46801 # -1 # ID=1_46;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.640,64.8,433.3,344,3.5e-120,340,1,344,2,339,mobileOG_000312220,istA,WP_106561525.1,integration/excision,NA,Plasmid RefSeq,Homology,CP033194_46, 45782 # 46801 # -1 , 45782,46801,-1 ,1_46,1,46,00,ATG,None,None,0.640,CP033194,mobileOG_000312220_CP033194
8,mobileOG_000041116|insH6|WP_022557821.1|integration/excision|NA|Multiple|Homology,CP033194_49 # 47952 # 48902 # -1 # ID=1_49;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.619,93.7,595.1,327,6.5e-169,317,1,317,1,316,mobileOG_000041116,insH6,WP_022557821.1,integration/excision,NA,Multiple,Homology,CP033194_49, 47952 # 48902 # -1 , 47952,48902,-1 ,1_49,1,49,00,ATG,None,None,0.619,CP033194,mobileOG_000041116_CP033194
9,mobileOG_000726762|NA:Keyword|Q5H569|integration/excision|NA|ISFinder|Keyword Search,CP033194_59 # 61654 # 62829 # 1 # ID=1_59;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.635,98.5,787.7,439,8.5e-227,392,50,439,2,391,mobileOG_000726762,NA:Keyword,Q5H569,integration/excision,NA,ISFinder,Keyword Search,CP033194_59, 61654 # 62829 # 1 , 61654,62829,1 ,1_59,1,59,00,ATG,GGA/GAG/AGG,5-10bp,0.635,CP033194,mobileOG_000726762_CP033194
