Contig,Start,Stop,Score,Threhold
CP033194,1,7500,0.147,11.200
CP033194,27500,35000,0.213,11.200
CP033194,52500,70000,0.136,11.200
CP033194,80000,90000,0.169,11.200
CP033194,110000,125000,0.162,11.200
CP033194,135000,147500,0.294,11.200
CP033194,247500,252500,0.115,11.200
CP033194,257500,265000,0.143,11.200
CP033194,307500,317500,0.166,11.200
CP033194,330000,337500,0.181,11.200
CP033194,347500,352500,0.113,11.200
CP033194,390000,397500,0.16,11.200
CP033194,407500,412500,0.159,11.200
CP033194,480000,485000,0.125,11.200
CP033194,550000,555000,0.188,11.200
CP033194,557500,565000,0.364,11.200
CP033194,590000,597500,0.24,11.200
CP033194,625000,637500,0.319,11.200
CP033194,640000,645000,0.113,11.200
CP033194,650000,655000,0.117,11.200
CP033194,672500,680000,0.148,11.200
CP033194,717500,722500,0.122,11.200
CP033194,757500,765000,0.126,11.200
CP033194,772500,777500,0.117,11.200
CP033194,805000,827500,0.305,11.200
CP033194,852500,857500,0.122,11.200
CP033194,860000,867500,0.145,11.200
CP033194,910000,922500,0.145,11.200
CP033194,932500,937500,0.131,11.200
CP033194,950000,955000,0.113,11.200
CP033194,1002500,1007500,0.132,11.200
CP033194,1022500,1027500,0.121,11.200
CP033194,1037500,1045000,0.134,11.200
CP033194,1117500,1132500,0.156,11.200
CP033194,1135000,1140000,0.134,11.200
CP033194,1145000,1150000,0.117,11.200
CP033194,1167500,1177500,0.151,11.200
CP033194,1217500,1225000,0.158,11.200
CP033194,1260000,1265000,0.134,11.200
CP033194,1305000,1312500,0.157,11.200
CP033194,1337500,1360000,0.18,11.200
CP033194,1505000,1520000,0.674,11.200
CP033194,1567500,1587500,0.192,11.200
CP033194,1590000,1600000,0.198,11.200
CP033194,1637500,1645000,0.149,11.200
CP033194,1647500,1652500,0.147,11.200
CP033194,1662500,1682500,0.229,11.200
CP033194,1690000,1697500,0.154,11.200
CP033194,1707500,1712500,0.145,11.200
CP033194,1752500,1757500,0.134,11.200
CP033194,1787500,1792500,0.116,11.200
CP033194,1812500,1820000,0.198,11.200
CP033194,1830000,1837500,0.248,11.200
CP033194,1847500,1852500,0.117,11.200
CP033194,1857500,1867500,0.154,11.200
CP033194,1872500,1895000,0.182,11.200
CP033194,1965000,1972500,0.157,11.200
CP033194,2067500,2077500,0.153,11.200
CP033194,2092500,2115000,0.187,11.200
CP033194,2135000,2142500,0.124,11.200
CP033194,2147500,2155000,0.121,11.200
CP033194,2217500,2230000,0.229,11.200
CP033194,2242500,2247500,0.159,11.200
CP033194,2287500,2292500,0.143,11.200
CP033194,2297500,2307500,0.158,11.200
CP033194,2310000,2325000,0.136,11.200
CP033194,2360000,2412500,0.196,11.200
CP033194,2442500,2447500,0.112,11.200
CP033194,2467500,2472500,0.116,11.200
CP033194,2555000,2562500,0.134,11.200
CP033194,2622500,2627500,0.135,11.200
CP033194,2635000,2640000,0.191,11.200
CP033194,2665000,2682500,0.317,11.200
CP033194,2690000,2695000,0.124,11.200
CP033194,2727500,2735000,0.14,11.200
CP033194,2785000,2795000,0.191,11.200
CP033194,2877500,2905000,0.225,11.200
CP033194,2910000,2915000,0.118,11.200
CP033194,2922500,2940000,0.172,11.200
CP033194,2942500,2950000,0.118,11.200
CP033194,2952500,2957500,0.123,11.200
CP033194,2997500,3002500,0.118,11.200
CP033194,3080000,3087500,0.113,11.200
CP033194,3115000,3122500,0.132,11.200
CP033194,3165000,3175000,0.198,11.200
CP033194,3232500,3240000,0.143,11.200
CP033194,3260000,3265000,0.159,11.200
CP033194,3272500,3277500,0.148,11.200
CP033194,3300000,3312500,0.308,11.200
CP033194,3335000,3345000,0.117,11.200
CP033194,3385000,3390000,0.126,11.200
CP033194,3422500,3427500,0.117,11.200
CP033194,3430000,3435000,0.127,11.200
CP033194,3442500,3447500,0.125,11.200
CP033194,3495000,3505000,0.215,11.200
CP033194,3530000,3540000,0.198,11.200
CP033194,3545000,3572500,0.182,11.200
CP033194,3585000,3592500,0.322,11.200
CP033194,3630000,3637500,0.14,11.200
CP033194,3657500,3687500,0.23,11.200
CP033194,3692500,3700000,0.126,11.200
CP033194,3745000,3775000,0.254,11.200
CP033194,3842500,3852500,0.156,11.200
CP033194,3862500,3867500,0.12,11.200
CP033194,3880000,3887500,0.159,11.200
CP033194,3890000,3902500,0.136,11.200
CP033194,3947500,3952500,0.147,11.200
CP033194,3955000,3992500,0.187,11.200
CP033194,4045000,4050000,0.115,11.200
CP033194,4152500,4157500,0.134,11.200
CP033194,4212500,4217500,0.126,11.200
CP033194,4227500,4237500,0.216,11.200
CP033194,4240000,4245000,0.131,11.200
CP033194,4300000,4312500,0.158,11.200
CP033194,4385000,4392500,0.135,11.200
CP033194,4452500,4460000,0.168,11.200
CP033194,4475000,4485000,0.138,11.200
CP033194,4490000,4495000,0.122,11.200
CP033194,4570000,4602500,0.222,11.200
CP033194,4610000,4617500,0.216,11.200
CP033194,4635000,4647500,0.447,11.200
CP033194,4677500,4687500,0.182,11.200
CP033194,4752500,4757500,0.126,11.200
CP033194,4792500,4810000,0.153,11.200
CP033194,4820000,4825000,0.112,11.200
CP033194,4847500,4860000,0.146,11.200
CP033194,4870000,4885000,0.396,11.200
CP033194,4890000,4897500,0.142,11.200
CP033194,5002500,5015000,0.285,11.200
