Contig,Start,Stop,Score,Threhold
CP011960,1,5000,0.189,12.909
CP011960,20000,27500,0.178,12.909
CP011960,40000,47500,0.153,12.909
CP011960,60000,65000,0.13,12.909
CP011960,167500,172500,0.182,12.909
CP011960,215000,222500,0.163,12.909
CP011960,247500,262500,0.178,12.909
CP011960,272500,282500,0.176,12.909
CP011960,305000,337500,0.154,12.909
CP011960,420000,427500,0.139,12.909
CP011960,440000,447500,0.223,12.909
CP011960,487500,492500,0.177,12.909
CP011960,510000,520000,0.163,12.909
CP011960,570000,575000,0.148,12.909
CP011960,597500,610000,0.423,12.909
CP011960,612500,625000,0.202,12.909
CP011960,627500,662500,0.254,12.909
CP011960,685000,690000,0.151,12.909
CP011960,755000,762500,0.524,12.909
CP011960,830000,837500,0.159,12.909
CP011960,875000,880000,0.196,12.909
CP011960,892500,897500,0.148,12.909
CP011960,1042500,1082500,0.2,12.909
CP011960,1092500,1097500,0.134,12.909
CP011960,1147500,1160000,0.154,12.909
CP011960,1180000,1185000,0.137,12.909
CP011960,1207500,1212500,0.146,12.909
CP011960,1230000,1240000,0.172,12.909
CP011960,1245000,1255000,0.186,12.909
CP011960,1277500,1287500,0.263,12.909
CP011960,1335000,1360000,0.275,12.909
CP011960,1370000,1375000,0.14,12.909
CP011960,1385000,1397500,0.307,12.909
CP011960,1525000,1540000,0.315,12.909
CP011960,1545000,1585000,0.222,12.909
CP011960,1672500,1677500,0.161,12.909
CP011960,1705000,1715000,0.147,12.909
CP011960,1717500,1722500,0.169,12.909
CP011960,1852500,1875000,0.219,12.909
CP011960,2027500,2032500,0.141,12.909
CP011960,2075000,2085000,0.14,12.909
CP011960,2122500,2135000,0.186,12.909
CP011960,2170000,2177500,0.197,12.909
CP011960,2187500,2195000,0.257,12.909
CP011960,2215000,2225000,0.161,12.909
CP011960,2230000,2277500,0.225,12.909
CP011960,2285000,2297500,0.217,12.909
CP011960,2310000,2317500,0.14,12.909
CP011960,2377500,2382500,0.161,12.909
CP011960,2390000,2395000,0.143,12.909
CP011960,2430000,2440000,0.221,12.909
CP011960,2467500,2475000,0.206,12.909
CP011960,2480000,2487500,0.15,12.909
CP011960,2567500,2572500,0.173,12.909
CP011960,2690000,2710000,0.227,12.909
CP011960,2750000,2767500,0.253,12.909
CP011960,2770000,2777500,0.19,12.909
CP011960,2827500,2832500,0.157,12.909
CP011960,2855000,2862500,0.156,12.909
CP011960,2925000,2935000,0.157,12.909
CP011960,2942500,2950000,0.199,12.909
CP011960,2975000,2992500,0.216,12.909
CP011960,2995000,3007500,0.222,12.909
CP011960,3010000,3035000,0.221,12.909
CP011960,3045000,3060000,0.155,12.909
CP011960,3100000,3105000,0.135,12.909
CP011960,3192500,3197500,0.129,12.909
CP011960,3200000,3207500,0.158,12.909
CP011960,3330000,3335000,0.172,12.909
CP011960,3360000,3367500,0.155,12.909
CP011960,3372500,3380000,0.169,12.909
CP011960,3417500,3422500,0.134,12.909
CP011960,3427500,3435000,0.142,12.909
CP011960,3512500,3517500,0.134,12.909
CP011960,3580000,3585000,0.134,12.909
CP011960,3587500,3605000,0.294,12.909
CP011960,3610000,3615000,0.172,12.909
CP011960,3667500,3692500,0.271,12.909
CP011960,3695000,3707500,0.166,12.909
CP011960,3870000,3875000,0.156,12.909
CP011960,3947500,3955000,0.145,12.909
CP011960,3982500,3990000,0.181,12.909
CP011960,4015000,4020000,0.15,12.909
CP011960,4037500,4057500,0.303,12.909
CP011960,4105000,4112500,0.14,12.909
CP011960,4202500,4215000,0.221,12.909
CP011960,4287500,4292500,0.154,12.909
CP011960,4320000,4332500,0.543,12.909
CP011960,4335000,4340000,0.17,12.909
CP011960,4362500,4370000,0.148,12.909
CP011960,4377500,4390000,0.188,12.909
CP011960,4400000,4405000,0.226,12.909
CP011960,4427500,4435000,0.141,12.909
CP011960,4497500,4505000,0.156,12.909
CP011960,4545000,4552500,0.191,12.909
CP011960,4610000,4627500,0.456,12.909
CP011960,4740000,4752500,0.216,12.909
CP011960,4762500,4770000,0.265,12.909
