,Sequence Title,Query Title,Pident,Bitscore,Subject Sequence Length,e-value,Query Sequence Length,Start of Alignment in Subject,End of Alignment in Query,Start of Alignment in Query,End of Alignment in Query,mobileOG ID,Gene Name,Best Hit Accession ID,Major mobileOG Category,Minor mobileOG Category,Source Database,Evidence Type,Contig/ORF Name,ORF_Start_Stop_Strands,ORF_Start,ORF_End,Sense or Antisense Strand,Prodigal ID,Prodigal Designated Contigs,Unique_ORF,Partial Tag,Start Codon,RBS Motif,RBS Spacer,GC Content,Specific Contig,Final Sample Name
0,mobileOG_000277174|insH6|A0A0C5V4U8|integration/excision|NA|ISFinder|Homology,CP118871_1_133 # 152804 # 153772 # -1 # ID=1_133;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.614,100.0,649.4,322,3e-185,323,1,322,1,322,mobileOG_000277174,insH6,A0A0C5V4U8,integration/excision,NA,ISFinder,Homology,CP118871_1_133, 152804 # 153772 # -1 , 152804,153772,-1 ,1_133,1,133,00,ATG,AGGAG,5-10bp,0.614,CP118871_1,mobileOG_000277174_CP118871_1
1,mobileOG_000338730|insH6|WP_011258529.1|integration/excision|NA|Plasmid RefSeq|Homology,CP118871_1_198 # 227424 # 228392 # -1 # ID=1_198;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.612,100.0,649.4,322,3e-185,323,1,322,1,322,mobileOG_000338730,insH6,WP_011258529.1,integration/excision,NA,Plasmid RefSeq,Homology,CP118871_1_198, 227424 # 228392 # -1 , 227424,228392,-1 ,1_198,1,198,00,ATG,AGGAG,5-10bp,0.612,CP118871_1,mobileOG_000338730_CP118871_1
2,"mobileOG_000758858|NA:Keyword|A0A5Q7MMX9|replication/recombination/repair|initiation,copy number control,plasmid|ACLAME|Keyword Search",CP118871_1_437 # 486588 # 487661 # 1 # ID=1_437;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.597,100.0,741.1,357,8.3e-213,358,1,357,1,357,mobileOG_000758858,NA:Keyword,A0A5Q7MMX9,replication/recombination/repair,"initiation,copy number control,plasmid",ACLAME,Keyword Search,CP118871_1_437, 486588 # 487661 # 1 , 486588,487661,1 ,1_437,1,437,00,GTG,GGA/GAG/AGG,5-10bp,0.597,CP118871_1,mobileOG_000758858_CP118871_1
3,mobileOG_000338730|insH6|WP_011258529.1|integration/excision|NA|Plasmid RefSeq|Homology,CP118871_1_521 # 573914 # 574882 # -1 # ID=1_521;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.612,100.0,649.4,322,3e-185,323,1,322,1,322,mobileOG_000338730,insH6,WP_011258529.1,integration/excision,NA,Plasmid RefSeq,Homology,CP118871_1_521, 573914 # 574882 # -1 , 573914,574882,-1 ,1_521,1,521,00,ATG,AGGAG,5-10bp,0.612,CP118871_1,mobileOG_000338730_CP118871_1
4,mobileOG_000277174|insH6|A0A0C5V4U8|integration/excision|NA|ISFinder|Homology,CP118871_1_597 # 654763 # 655731 # -1 # ID=1_597;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.615,100.0,649.4,322,3e-185,323,1,322,1,322,mobileOG_000277174,insH6,A0A0C5V4U8,integration/excision,NA,ISFinder,Homology,CP118871_1_597, 654763 # 655731 # -1 , 654763,655731,-1 ,1_597,1,597,00,ATG,AGGAG,5-10bp,0.615,CP118871_1,mobileOG_000277174_CP118871_1
5,mobileOG_000338730|insH6|WP_011258529.1|integration/excision|NA|Plasmid RefSeq|Homology,CP118871_1_720 # 808009 # 808977 # 1 # ID=1_720;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.613,100.0,649.4,322,3e-185,323,1,322,1,322,mobileOG_000338730,insH6,WP_011258529.1,integration/excision,NA,Plasmid RefSeq,Homology,CP118871_1_720, 808009 # 808977 # 1 , 808009,808977,1 ,1_720,1,720,00,ATG,AGGAG,5-10bp,0.613,CP118871_1,mobileOG_000338730_CP118871_1
6,mobileOG_000338730|insH6|WP_011258529.1|integration/excision|NA|Plasmid RefSeq|Homology,CP118871_1_744 # 832496 # 833464 # -1 # ID=1_744;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.614,100.0,649.4,322,3e-185,323,1,322,1,322,mobileOG_000338730,insH6,WP_011258529.1,integration/excision,NA,Plasmid RefSeq,Homology,CP118871_1_744, 832496 # 833464 # -1 , 832496,833464,-1 ,1_744,1,744,00,ATG,AGGAG,5-10bp,0.614,CP118871_1,mobileOG_000338730_CP118871_1
7,mobileOG_000277175|tISRso16a|Q5H2C2|integration/excision|NA|ISFinder|Homology,CP118871_1_818 # 912209 # 912334 # 1 # ID=1_818;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.563,100.0,82.4,88,1.9e-15,42,48,88,1,41,mobileOG_000277175,tISRso16a,Q5H2C2,integration/excision,NA,ISFinder,Homology,CP118871_1_818, 912209 # 912334 # 1 , 912209,912334,1 ,1_818,1,818,00,ATG,None,None,0.563,CP118871_1,mobileOG_000277175_CP118871_1
8,mobileOG_000031113|lys|A0A0C5UY16|phage|lysis/lysogeny|ACLAME|Homology,CP118871_1_1111 # 1265715 # 1266353 # 1 # ID=1_1111;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.668,100.0,431.0,212,1.1e-119,213,1,212,1,212,mobileOG_000031113,lys,A0A0C5UY16,phage,lysis/lysogeny,ACLAME,Homology,CP118871_1_1111, 1265715 # 1266353 # 1 , 1265715,1266353,1 ,1_1111,1,1111,00,ATG,GGA/GAG/AGG,5-10bp,0.668,CP118871_1,mobileOG_000031113_CP118871_1
9,mobileOG_000758862|NA:Keyword|A0A0C5UX85|phage|NA|ACLAME|Keyword Search,CP118871_1_1118 # 1270727 # 1271305 # 1 # ID=1_1118;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.660,100.0,392.1,192,5.1e-108,193,1,192,1,192,mobileOG_000758862,NA:Keyword,A0A0C5UX85,phage,NA,ACLAME,Keyword Search,CP118871_1_1118, 1270727 # 1271305 # 1 , 1270727,1271305,1 ,1_1118,1,1118,00,ATG,GGAG/GAGG,5-10bp,0.660,CP118871_1,mobileOG_000758862_CP118871_1
