Contig,Start,Stop,Score,Threhold
CP118871_1,90000,97500,0.211,12.510
CP118871_1,150000,155000,0.159,12.510
CP118871_1,202500,210000,0.152,12.510
CP118871_1,225000,230000,0.126,12.510
CP118871_1,327500,340000,0.217,12.510
CP118871_1,410000,415000,0.185,12.510
CP118871_1,417500,425000,0.14,12.510
CP118871_1,427500,432500,0.168,12.510
CP118871_1,470000,515000,0.198,12.510
CP118871_1,572500,577500,0.138,12.510
CP118871_1,652500,657500,0.144,12.510
CP118871_1,662500,670000,0.147,12.510
CP118871_1,742500,747500,0.184,12.510
CP118871_1,782500,807500,0.258,12.510
CP118871_1,947500,955000,0.148,12.510
CP118871_1,982500,987500,0.131,12.510
CP118871_1,1095000,1102500,0.143,12.510
CP118871_1,1122500,1127500,0.145,12.510
CP118871_1,1135000,1140000,0.13,12.510
CP118871_1,1165000,1175000,0.339,12.510
CP118871_1,1242500,1260000,0.197,12.510
CP118871_1,1275000,1282500,0.145,12.510
CP118871_1,1290000,1295000,0.199,12.510
CP118871_1,1327500,1337500,0.166,12.510
CP118871_1,1340000,1350000,0.394,12.510
CP118871_1,1355000,1360000,0.147,12.510
CP118871_1,1407500,1430000,0.232,12.510
CP118871_1,1507500,1517500,0.174,12.510
CP118871_1,1530000,1535000,0.137,12.510
CP118871_1,1545000,1560000,0.282,12.510
CP118871_1,1562500,1577500,0.164,12.510
CP118871_1,1622500,1627500,0.129,12.510
CP118871_1,1632500,1667500,0.186,12.510
CP118871_1,1832500,1837500,0.128,12.510
CP118871_1,1905000,1917500,0.171,12.510
CP118871_1,1920000,1925000,0.13,12.510
CP118871_1,1977500,1992500,0.247,12.510
CP118871_1,2165000,2170000,0.127,12.510
CP118871_1,2185000,2195000,0.141,12.510
CP118871_1,2232500,2237500,0.142,12.510
CP118871_1,2307500,2315000,0.175,12.510
CP118871_1,2340000,2347500,0.269,12.510
CP118871_1,2350000,2355000,0.17,12.510
CP118871_1,2462500,2467500,0.178,12.510
CP118871_1,2477500,2510000,0.254,12.510
CP118871_1,2535000,2540000,0.156,12.510
CP118871_1,2550000,2557500,0.168,12.510
CP118871_1,2612500,2620000,0.166,12.510
CP118871_1,2632500,2640000,0.136,12.510
CP118871_1,2685000,2690000,0.126,12.510
CP118871_1,2812500,2822500,0.327,12.510
CP118871_1,2830000,2842500,0.148,12.510
CP118871_1,2867500,2875000,0.196,12.510
CP118871_1,2885000,2900000,0.141,12.510
CP118871_1,2920000,2927500,0.204,12.510
CP118871_1,2952500,2957500,0.173,12.510
CP118871_1,2977500,2990000,0.268,12.510
CP118871_1,3092500,3100000,0.133,12.510
CP118871_1,3105000,3120000,0.372,12.510
CP118871_1,3130000,3135000,0.168,12.510
CP118871_1,3157500,3162500,0.142,12.510
CP118871_1,3175000,3180000,0.137,12.510
CP118871_1,3222500,3227500,0.142,12.510
CP118871_1,3295000,3302500,0.201,12.510
CP118871_1,3332500,3345000,0.444,12.510
CP118871_1,3360000,3367500,0.163,12.510
CP118871_1,3377500,3420000,0.251,12.510
CP118871_1,3520000,3525000,0.128,12.510
CP118871_1,3565000,3582500,0.411,12.510
CP118871_1,3612500,3622500,0.156,12.510
CP118871_1,3665000,3672500,0.253,12.510
CP118871_1,3707500,3712500,0.127,12.510
CP118871_1,3762500,3767500,0.126,12.510
CP118871_1,3780000,3785000,0.13,12.510
CP118871_1,3797500,3802500,0.148,12.510
CP118871_1,3815000,3825000,0.135,12.510
CP118871_1,3882500,3890000,0.159,12.510
CP118871_1,3897500,3907500,0.391,12.510
CP118871_1,3915000,3922500,0.138,12.510
CP118871_1,4075000,4097500,0.196,12.510
CP118871_1,4245000,4260000,0.649,12.510
CP118871_1,4320000,4327500,0.234,12.510
CP118871_1,4330000,4337500,0.234,12.510
CP118871_1,4355000,4367500,0.182,12.510
CP118871_1,4372500,4385000,0.163,12.510
CP118871_1,4410000,4420000,0.208,12.510
CP118871_1,4495000,4500000,0.186,12.510
CP118871_1,4600000,4607500,0.141,12.510
CP118871_1,4625000,4640000,0.248,12.510
CP118871_1,4642500,4650000,0.157,12.510
CP118871_1,4655000,4662500,0.222,12.510
CP118871_1,4670000,4682500,0.244,12.510
CP118871_1,4692500,4700000,0.148,12.510
CP118871_1,4710000,4715000,0.14,12.510
CP118871_1,4787500,4795000,0.153,12.510
CP118871_1,4812500,4835000,0.183,12.510
CP118871_1,4847500,4855000,0.236,12.510
CP118871_1,4865000,4870000,0.126,12.510
CP118871_1,4872500,4880000,0.15,12.510
CP118871_1,4892500,4910000,0.191,12.510
CP118871_1,4980000,4987500,0.153,12.510
CP118871_1,5065000,5070000,0.13,12.510
CP118871_1,5082500,5090000,0.17,12.510
CP118871_1,5102500,5112500,0.188,12.510
CP118871_1,5120000,5130000,0.299,12.510
