,Sequence Title,Query Title,Pident,Bitscore,Subject Sequence Length,e-value,Query Sequence Length,Start of Alignment in Subject,End of Alignment in Query,Start of Alignment in Query,End of Alignment in Query,mobileOG ID,Gene Name,Best Hit Accession ID,Major mobileOG Category,Minor mobileOG Category,Source Database,Evidence Type,Contig/ORF Name,ORF_Start_Stop_Strands,ORF_Start,ORF_End,Sense or Antisense Strand,Prodigal ID,Prodigal Designated Contigs,Unique_ORF,Partial Tag,Start Codon,RBS Motif,RBS Spacer,GC Content,Specific Contig,Final Sample Name
0,mobileOG_000026103|gyrB|P0AES6|replication/recombination/repair|NA|Multiple|Manual,CP011958_1_4 # 5048 # 7492 # 1 # ID=1_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.644,61.6,973.4,804,2.3000000000000003e-282,815,2,804,12,814,mobileOG_000026103,gyrB,P0AES6,replication/recombination/repair,NA,Multiple,Manual,CP011958_1_4, 5048 # 7492 # 1 , 5048,7492,1 ,1_4,1,4,00,ATG,None,None,0.644,CP011958_1,mobileOG_000026103_CP011958_1
1,mobileOG_000725735|NA:Keyword|A0A0C5V5L1|integration/excision|NA|ISFinder|Keyword Search,CP011958_1_15 # 17003 # 17959 # 1 # ID=1_15;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.628,99.1,607.8,318,9.8e-173,319,1,318,1,318,mobileOG_000725735,NA:Keyword,A0A0C5V5L1,integration/excision,NA,ISFinder,Keyword Search,CP011958_1_15, 17003 # 17959 # 1 , 17003,17959,1 ,1_15,1,15,00,ATG,GGAG/GAGG,5-10bp,0.628,CP011958_1,mobileOG_000725735_CP011958_1
2,mobileOG_000726767|NA:Keyword|Q5GY58|integration/excision|NA|ISFinder|Keyword Search,CP011958_1_16 # 18266 # 19231 # 1 # ID=1_16;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.629,97.5,642.1,332,4.7e-183,322,12,332,1,321,mobileOG_000726767,NA:Keyword,Q5GY58,integration/excision,NA,ISFinder,Keyword Search,CP011958_1_16, 18266 # 19231 # 1 , 18266,19231,1 ,1_16,1,16,00,ATG,GGA/GAG/AGG,5-10bp,0.629,CP011958_1,mobileOG_000726767_CP011958_1
3,mobileOG_000725735|NA:Keyword|A0A0C5V5L1|integration/excision|NA|ISFinder|Keyword Search,CP011958_1_21 # 26022 # 26777 # 1 # ID=1_21;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.646,99.2,470.3,318,1.9e-131,252,1,251,1,251,mobileOG_000725735,NA:Keyword,A0A0C5V5L1,integration/excision,NA,ISFinder,Keyword Search,CP011958_1_21, 26022 # 26777 # 1 , 26022,26777,1 ,1_21,1,21,00,ATG,GGAG/GAGG,5-10bp,0.646,CP011958_1,mobileOG_000725735_CP011958_1
4,mobileOG_000726772|NA:Keyword|A0A0K0GNE0|integration/excision|NA|ISFinder|Keyword Search,CP011958_1_33 # 39619 # 39717 # 1 # ID=1_33;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.697,100.0,70.1,491,7.6e-12,33,1,32,1,32,mobileOG_000726772,NA:Keyword,A0A0K0GNE0,integration/excision,NA,ISFinder,Keyword Search,CP011958_1_33, 39619 # 39717 # 1 , 39619,39717,1 ,1_33,1,33,00,ATG,GGAG/GAGG,5-10bp,0.697,CP011958_1,mobileOG_000726772_CP011958_1
5,mobileOG_000726772|NA:Keyword|A0A0K0GNE0|integration/excision|NA|ISFinder|Keyword Search,CP011958_1_34 # 39868 # 41100 # 1 # ID=1_34;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.643,96.8,774.6,491,7.800000000000001e-223,411,84,491,1,410,mobileOG_000726772,NA:Keyword,A0A0K0GNE0,integration/excision,NA,ISFinder,Keyword Search,CP011958_1_34, 39868 # 41100 # 1 , 39868,41100,1 ,1_34,1,34,00,ATG,None,None,0.643,CP011958_1,mobileOG_000726772_CP011958_1
6,mobileOG_000757700|NA:Keyword|A0A088FNY4|integration/excision|NA|Plasmid RefSeq|Keyword Search,CP011958_1_35 # 41239 # 41661 # 1 # ID=1_35;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.664,96.0,256.5,458,2.5000000000000003e-67,141,1,125,1,125,mobileOG_000757700,NA:Keyword,A0A088FNY4,integration/excision,NA,Plasmid RefSeq,Keyword Search,CP011958_1_35, 41239 # 41661 # 1 , 41239,41661,1 ,1_35,1,35,00,ATG,None,None,0.664,CP011958_1,mobileOG_000757700_CP011958_1
7,mobileOG_000726771|NA:Keyword|Q5H6E5|integration/excision|NA|ISFinder|Keyword Search,CP011958_1_36 # 41658 # 42134 # 1 # ID=1_36;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.637,95.6,317.8,458,1e-85,159,301,458,1,158,mobileOG_000726771,NA:Keyword,Q5H6E5,integration/excision,NA,ISFinder,Keyword Search,CP011958_1_36, 41658 # 42134 # 1 , 41658,42134,1 ,1_36,1,36,00,GTG,GGA/GAG/AGG,11-12bp,0.637,CP011958_1,mobileOG_000726771_CP011958_1
8,mobileOG_000725735|NA:Keyword|A0A0C5V5L1|integration/excision|NA|ISFinder|Keyword Search,CP011958_1_38 # 43315 # 44256 # -1 # ID=1_38;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.621,95.9,600.5,318,1.5e-170,314,1,318,1,313,mobileOG_000725735,NA:Keyword,A0A0C5V5L1,integration/excision,NA,ISFinder,Keyword Search,CP011958_1_38, 43315 # 44256 # -1 , 43315,44256,-1 ,1_38,1,38,00,ATG,GGAG/GAGG,5-10bp,0.621,CP011958_1,mobileOG_000725735_CP011958_1
9,mobileOG_000726762|NA:Keyword|Q5H569|integration/excision|NA|ISFinder|Keyword Search,CP011958_1_39 # 44444 # 45826 # 1 # ID=1_39;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.625,97.7,880.6,439,1.1e-254,461,1,439,22,460,mobileOG_000726762,NA:Keyword,Q5H569,integration/excision,NA,ISFinder,Keyword Search,CP011958_1_39, 44444 # 45826 # 1 , 44444,45826,1 ,1_39,1,39,00,ATG,None,None,0.625,CP011958_1,mobileOG_000726762_CP011958_1
10,mobileOG_000726765|NA:Keyword|Q9AG81|integration/excision|NA|ISFinder|Keyword Search,CP011958_1_40 # 45922 # 46377 # -1 # ID=1_40;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.590,94.0,285.8,266,4.1e-76,152,116,266,1,151,mobileOG_000726765,NA:Keyword,Q9AG81,integration/excision,NA,ISFinder,Keyword Search,CP011958_1_40, 45922 # 46377 # -1 , 45922,46377,-1 ,1_40,1,40,00,GTG,GGA/GAG/AGG,5-10bp,0.590,CP011958_1,mobileOG_000726765_CP011958_1
11,mobileOG_000418745|NA:Keyword|A0A1L5Y8X5|integration/excision|NA|COMPASS|Keyword Search,CP011958_1_41 # 46364 # 46720 # -1 # ID=1_41;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.588,75.9,184.5,125,1e-45,119,5,116,6,117,mobileOG_000418745,NA:Keyword,A0A1L5Y8X5,integration/excision,NA,COMPASS,Keyword Search,CP011958_1_41, 46364 # 46720 # -1 , 46364,46720,-1 ,1_41,1,41,00,ATG,None,None,0.588,CP011958_1,mobileOG_000418745_CP011958_1
12,mobileOG_000312220|istA|WP_106561525.1|integration/excision|NA|Plasmid RefSeq|Homology,CP011958_1_43 # 47577 # 48608 # 1 # ID=1_43;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.628,66.2,457.6,344,1.7999999999999998e-127,344,2,344,3,343,mobileOG_000312220,istA,WP_106561525.1,integration/excision,NA,Plasmid RefSeq,Homology,CP011958_1_43, 47577 # 48608 # 1 , 47577,48608,1 ,1_43,1,43,00,ATG,None,None,0.628,CP011958_1,mobileOG_000312220_CP011958_1
