,Sequence Title,Query Title,Pident,Bitscore,Subject Sequence Length,e-value,Query Sequence Length,Start of Alignment in Subject,End of Alignment in Query,Start of Alignment in Query,End of Alignment in Query,mobileOG ID,Gene Name,Best Hit Accession ID,Major mobileOG Category,Minor mobileOG Category,Source Database,Evidence Type,Contig/ORF Name,ORF_Start_Stop_Strands,ORF_Start,ORF_End,Sense or Antisense Strand,Prodigal ID,Prodigal Designated Contigs,Unique_ORF,Partial Tag,Start Codon,RBS Motif,RBS Spacer,GC Content,Specific Contig,Final Sample Name
0,mobileOG_000277174|insH6|A0A0C5V4U8|integration/excision|NA|ISFinder|Homology,CP033191_1_27 # 31181 # 32149 # 1 # ID=1_27;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.614,100.0,649.4,322,3e-185,323,1,322,1,322,mobileOG_000277174,insH6,A0A0C5V4U8,integration/excision,NA,ISFinder,Homology,CP033191_1_27, 31181 # 32149 # 1 , 31181,32149,1 ,1_27,1,27,00,ATG,AGGAG,5-10bp,0.614,CP033191_1,mobileOG_000277174_CP033191_1
1,mobileOG_000277182|insH6|Q5H6N2|integration/excision|NA|ISFinder|Homology,CP033191_1_35 # 40441 # 41421 # -1 # ID=1_35;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.621,100.0,654.8,326,7.2e-187,327,1,326,1,326,mobileOG_000277182,insH6,Q5H6N2,integration/excision,NA,ISFinder,Homology,CP033191_1_35, 40441 # 41421 # -1 , 40441,41421,-1 ,1_35,1,35,00,ATG,GGAG/GAGG,5-10bp,0.621,CP033191_1,mobileOG_000277182_CP033191_1
2,mobileOG_000277174|insH6|A0A0C5V4U8|integration/excision|NA|ISFinder|Homology,CP033191_1_75 # 88292 # 89260 # 1 # ID=1_75;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.614,100.0,649.4,322,3e-185,323,1,322,1,322,mobileOG_000277174,insH6,A0A0C5V4U8,integration/excision,NA,ISFinder,Homology,CP033191_1_75, 88292 # 89260 # 1 , 88292,89260,1 ,1_75,1,75,00,ATG,AGGAG,5-10bp,0.614,CP033191_1,mobileOG_000277174_CP033191_1
3,mobileOG_000338730|insH6|WP_011258529.1|integration/excision|NA|Plasmid RefSeq|Homology,CP033191_1_99 # 110492 # 111460 # 1 # ID=1_99;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.613,100.0,649.4,322,3e-185,323,1,322,1,322,mobileOG_000338730,insH6,WP_011258529.1,integration/excision,NA,Plasmid RefSeq,Homology,CP033191_1_99, 110492 # 111460 # 1 , 110492,111460,1 ,1_99,1,99,00,ATG,AGGAG,5-10bp,0.613,CP033191_1,mobileOG_000338730_CP033191_1
4,mobileOG_000725735|NA:Keyword|A0A0C5V5L1|integration/excision|NA|ISFinder|Keyword Search,CP033191_1_125 # 137108 # 138064 # 1 # ID=1_125;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.625,100.0,616.3,318,2.8e-175,319,1,318,1,318,mobileOG_000725735,NA:Keyword,A0A0C5V5L1,integration/excision,NA,ISFinder,Keyword Search,CP033191_1_125, 137108 # 138064 # 1 , 137108,138064,1 ,1_125,1,125,00,ATG,GGAG/GAGG,5-10bp,0.625,CP033191_1,mobileOG_000725735_CP033191_1
5,mobileOG_000275959|R00164|Q8RNJ7|integration/excision|NA|ISFinder|Homology,CP033191_1_168 # 191952 # 192164 # 1 # ID=1_168;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.592,100.0,128.3,394,5.1e-29,71,1,63,7,69,mobileOG_000275959,R00164,Q8RNJ7,integration/excision,NA,ISFinder,Homology,CP033191_1_168, 191952 # 192164 # 1 , 191952,192164,1 ,1_168,1,168,00,GTG,AGGAG,5-10bp,0.592,CP033191_1,mobileOG_000275959_CP033191_1
6,mobileOG_000726767|NA:Keyword|Q5GY58|integration/excision|NA|ISFinder|Keyword Search,CP033191_1_500 # 557435 # 557569 # -1 # ID=1_500;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.652,100.0,92.0,332,2.6e-18,45,289,332,1,44,mobileOG_000726767,NA:Keyword,Q5GY58,integration/excision,NA,ISFinder,Keyword Search,CP033191_1_500, 557435 # 557569 # -1 , 557435,557569,-1 ,1_500,1,500,00,ATG,None,None,0.652,CP033191_1,mobileOG_000726767_CP033191_1
7,mobileOG_000726767|NA:Keyword|Q5GY58|integration/excision|NA|ISFinder|Keyword Search,CP033191_1_576 # 630744 # 630878 # -1 # ID=1_576;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.652,100.0,92.0,332,2.6e-18,45,289,332,1,44,mobileOG_000726767,NA:Keyword,Q5GY58,integration/excision,NA,ISFinder,Keyword Search,CP033191_1_576, 630744 # 630878 # -1 , 630744,630878,-1 ,1_576,1,576,00,ATG,None,None,0.652,CP033191_1,mobileOG_000726767_CP033191_1
8,mobileOG_000726770|NA:Keyword|A0A346MH97|integration/excision|NA|ISFinder|Keyword Search,CP033191_1_684 # 739248 # 739496 # 1 # ID=1_684;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.610,100.0,164.9,411,5.7e-40,83,330,411,1,82,mobileOG_000726770,NA:Keyword,A0A346MH97,integration/excision,NA,ISFinder,Keyword Search,CP033191_1_684, 739248 # 739496 # 1 , 739248,739496,1 ,1_684,1,684,00,ATG,None,None,0.610,CP033191_1,mobileOG_000726770_CP033191_1
9,mobileOG_000277174|insH6|A0A0C5V4U8|integration/excision|NA|ISFinder|Homology,CP033191_1_753 # 811402 # 812370 # -1 # ID=1_753;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.615,100.0,649.4,322,3e-185,323,1,322,1,322,mobileOG_000277174,insH6,A0A0C5V4U8,integration/excision,NA,ISFinder,Homology,CP033191_1_753, 811402 # 812370 # -1 , 811402,812370,-1 ,1_753,1,753,00,ATG,AGGAG,5-10bp,0.615,CP033191_1,mobileOG_000277174_CP033191_1
