Contig,Start,Stop,Score,Threhold
CP033191_1,1,5000,0.169,13.312
CP033191_1,30000,37500,0.3,13.312
CP033191_1,50000,57500,0.172,13.312
CP033191_1,82500,90000,0.18,13.312
CP033191_1,110000,122500,0.151,13.312
CP033191_1,275000,280000,0.14,13.312
CP033191_1,290000,302500,0.462,13.312
CP033191_1,312500,317500,0.193,13.312
CP033191_1,357500,365000,0.146,13.312
CP033191_1,480000,487500,0.187,13.312
CP033191_1,517500,527500,0.573,13.312
CP033191_1,545000,555000,0.233,13.312
CP033191_1,612500,627500,0.237,13.312
CP033191_1,722500,727500,0.135,13.312
CP033191_1,770000,787500,0.427,13.312
CP033191_1,810000,817500,0.167,13.312
CP033191_1,820000,825000,0.154,13.312
CP033191_1,867500,877500,0.302,13.312
CP033191_1,1035000,1042500,0.151,13.312
CP033191_1,1045000,1050000,0.135,13.312
CP033191_1,1092500,1097500,0.17,13.312
CP033191_1,1175000,1180000,0.138,13.312
CP033191_1,1217500,1222500,0.143,13.312
CP033191_1,1250000,1262500,0.196,13.312
CP033191_1,1410000,1425000,0.655,13.312
CP033191_1,1472500,1480000,0.227,13.312
CP033191_1,1507500,1517500,0.163,13.312
CP033191_1,1587500,1612500,0.29,13.312
CP033191_1,1660000,1665000,0.149,13.312
CP033191_1,1670000,1682500,0.275,13.312
CP033191_1,1720000,1725000,0.137,13.312
CP033191_1,1795000,1807500,0.29,13.312
CP033191_1,1830000,1837500,0.146,13.312
CP033191_1,1870000,1877500,0.15,13.312
CP033191_1,1905000,1910000,0.143,13.312
CP033191_1,2145000,2150000,0.179,13.312
CP033191_1,2160000,2177500,0.184,13.312
CP033191_1,2312500,2355000,0.212,13.312
CP033191_1,2462500,2477500,0.185,13.312
CP033191_1,2540000,2545000,0.172,13.312
CP033191_1,2590000,2597500,0.141,13.312
CP033191_1,2670000,2675000,0.137,13.312
CP033191_1,2710000,2720000,0.188,13.312
CP033191_1,2767500,2775000,0.136,13.312
CP033191_1,2825000,2832500,0.205,13.312
CP033191_1,2915000,2930000,0.284,13.312
CP033191_1,2935000,2945000,0.165,13.312
CP033191_1,2947500,2957500,0.251,13.312
CP033191_1,2972500,2982500,0.155,13.312
CP033191_1,3072500,3080000,0.139,13.312
CP033191_1,3152500,3162500,0.21,13.312
CP033191_1,3172500,3180000,0.177,13.312
CP033191_1,3202500,3207500,0.251,13.312
CP033191_1,3220000,3230000,0.245,13.312
CP033191_1,3347500,3352500,0.159,13.312
CP033191_1,3362500,3380000,0.244,13.312
CP033191_1,3390000,3395000,0.145,13.312
CP033191_1,3397500,3402500,0.153,13.312
CP033191_1,3507500,3517500,0.162,13.312
CP033191_1,3585000,3592500,0.146,13.312
CP033191_1,3625000,3635000,0.218,13.312
CP033191_1,3642500,3655000,0.226,13.312
CP033191_1,3672500,3702500,0.291,13.312
CP033191_1,3717500,3732500,0.176,13.312
CP033191_1,3780000,3785000,0.152,13.312
CP033191_1,3787500,3822500,0.188,13.312
CP033191_1,3937500,3942500,0.155,13.312
CP033191_1,4105000,4115000,0.21,13.312
CP033191_1,4120000,4125000,0.145,13.312
CP033191_1,4172500,4180000,0.144,13.312
CP033191_1,4182500,4192500,0.298,13.312
CP033191_1,4265000,4270000,0.137,13.312
CP033191_1,4340000,4345000,0.138,13.312
CP033191_1,4445000,4452500,0.205,13.312
CP033191_1,4480000,4485000,0.298,13.312
CP033191_1,4490000,4495000,0.185,13.312
CP033191_1,4630000,4635000,0.154,13.312
CP033191_1,4645000,4652500,0.159,13.312
CP033191_1,4707500,4715000,0.203,13.312
CP033191_1,4732500,4737500,0.176,13.312
CP033191_1,4780000,4785000,0.162,13.312
CP033191_1,4875000,4882500,0.163,13.312
