Contig,Start,Stop,Score,Threhold
CP064871_1,1,5000,0.19,13.402
CP064871_1,20000,27500,0.18,13.402
CP064871_1,40000,45000,0.174,13.402
CP064871_1,165000,170000,0.181,13.402
CP064871_1,187500,192500,0.136,13.402
CP064871_1,195000,202500,0.141,13.402
CP064871_1,212500,220000,0.166,13.402
CP064871_1,245000,257500,0.18,13.402
CP064871_1,270000,277500,0.191,13.402
CP064871_1,300000,310000,0.319,13.402
CP064871_1,312500,327500,0.166,13.402
CP064871_1,432500,440000,0.214,13.402
CP064871_1,505000,512500,0.162,13.402
CP064871_1,565000,585000,0.293,13.402
CP064871_1,610000,640000,0.236,13.402
CP064871_1,652500,657500,0.17,13.402
CP064871_1,750000,755000,0.149,13.402
CP064871_1,765000,770000,0.157,13.402
CP064871_1,800000,822500,0.288,13.402
CP064871_1,870000,877500,0.174,13.402
CP064871_1,905000,912500,0.164,13.402
CP064871_1,987500,992500,0.152,13.402
CP064871_1,1152500,1175000,0.374,13.402
CP064871_1,1185000,1197500,0.194,13.402
CP064871_1,1250000,1255000,0.137,13.402
CP064871_1,1260000,1282500,0.319,13.402
CP064871_1,1430000,1435000,0.139,13.402
CP064871_1,1457500,1462500,0.135,13.402
CP064871_1,1485000,1492500,0.202,13.402
CP064871_1,1497500,1505000,0.147,13.402
CP064871_1,1525000,1532500,0.164,13.402
CP064871_1,1652500,1657500,0.178,13.402
CP064871_1,1797500,1810000,0.16,13.402
CP064871_1,1820000,1847500,0.255,13.402
CP064871_1,1877500,1890000,0.162,13.402
CP064871_1,2090000,2100000,0.174,13.402
CP064871_1,2137500,2152500,0.175,13.402
CP064871_1,2162500,2167500,0.154,13.402
CP064871_1,2187500,2200000,0.28,13.402
CP064871_1,2207500,2222500,0.348,13.402
CP064871_1,2232500,2240000,0.268,13.402
CP064871_1,2260000,2270000,0.158,13.402
CP064871_1,2277500,2282500,0.142,13.402
CP064871_1,2285000,2295000,0.246,13.402
CP064871_1,2305000,2317500,0.219,13.402
CP064871_1,2327500,2332500,0.138,13.402
CP064871_1,2395000,2400000,0.164,13.402
CP064871_1,2407500,2412500,0.209,13.402
CP064871_1,2447500,2465000,0.171,13.402
CP064871_1,2487500,2495000,0.197,13.402
CP064871_1,2502500,2507500,0.15,13.402
CP064871_1,2587500,2592500,0.154,13.402
CP064871_1,2707500,2732500,0.217,13.402
CP064871_1,2770000,2785000,0.239,13.402
CP064871_1,2787500,2792500,0.147,13.402
CP064871_1,2807500,2812500,0.134,13.402
CP064871_1,2842500,2847500,0.164,13.402
CP064871_1,2940000,2947500,0.188,13.402
CP064871_1,3087500,3102500,0.212,13.402
CP064871_1,3130000,3135000,0.154,13.402
CP064871_1,3220000,3252500,0.237,13.402
CP064871_1,3257500,3275000,0.252,13.402
CP064871_1,3395000,3405000,0.218,13.402
CP064871_1,3415000,3420000,0.146,13.402
CP064871_1,3422500,3435000,0.292,13.402
CP064871_1,3437500,3455000,0.174,13.402
CP064871_1,3502500,3515000,0.237,13.402
CP064871_1,3535000,3545000,0.208,13.402
CP064871_1,3625000,3632500,0.185,13.402
CP064871_1,3702500,3740000,0.205,13.402
CP064871_1,3882500,3887500,0.154,13.402
CP064871_1,3900000,3905000,0.14,13.402
CP064871_1,4015000,4030000,0.4,13.402
CP064871_1,4092500,4097500,0.147,13.402
CP064871_1,4187500,4195000,0.14,13.402
CP064871_1,4220000,4232500,0.528,13.402
CP064871_1,4277500,4285000,0.169,13.402
CP064871_1,4295000,4300000,0.237,13.402
CP064871_1,4440000,4447500,0.196,13.402
CP064871_1,4512500,4535000,0.388,13.402
CP064871_1,4560000,4570000,0.459,13.402
CP064871_1,4580000,4585000,0.158,13.402
CP064871_1,4652500,4662500,0.204,13.402
