Contig,Start,Stop,Score,Threhold
CP000967_2,1,5000,0.185,12.699
CP000967_2,27500,35000,0.217,12.699
CP000967_2,52500,67500,0.143,12.699
CP000967_2,80000,87500,0.2,12.699
CP000967_2,112500,122500,0.208,12.699
CP000967_2,132500,142500,0.38,12.699
CP000967_2,192500,200000,0.144,12.699
CP000967_2,222500,227500,0.154,12.699
CP000967_2,265000,272500,0.15,12.699
CP000967_2,315000,325000,0.169,12.699
CP000967_2,337500,345000,0.191,12.699
CP000967_2,400000,407500,0.162,12.699
CP000967_2,417500,422500,0.141,12.699
CP000967_2,557500,575000,0.184,12.699
CP000967_2,595000,602500,0.186,12.699
CP000967_2,650000,655000,0.128,12.699
CP000967_2,675000,680000,0.142,12.699
CP000967_2,715000,722500,0.154,12.699
CP000967_2,742500,747500,0.137,12.699
CP000967_2,755000,762500,0.144,12.699
CP000967_2,835000,840000,0.142,12.699
CP000967_2,910000,922500,0.254,12.699
CP000967_2,977500,982500,0.138,12.699
CP000967_2,985000,995000,0.247,12.699
CP000967_2,1065000,1070000,0.136,12.699
CP000967_2,1235000,1280000,0.184,12.699
CP000967_2,1325000,1337500,0.218,12.699
CP000967_2,1340000,1357500,0.261,12.699
CP000967_2,1372500,1380000,0.138,12.699
CP000967_2,1387500,1405000,0.151,12.699
CP000967_2,1472500,1495000,0.248,12.699
CP000967_2,1542500,1547500,0.162,12.699
CP000967_2,1552500,1587500,0.241,12.699
CP000967_2,1600000,1607500,0.197,12.699
CP000967_2,1625000,1635000,0.18,12.699
CP000967_2,1642500,1655000,0.174,12.699
CP000967_2,1725000,1732500,0.16,12.699
CP000967_2,1812500,1822500,0.154,12.699
CP000967_2,1825000,1835000,0.137,12.699
CP000967_2,1852500,1870000,0.166,12.699
CP000967_2,1872500,1882500,0.282,12.699
CP000967_2,1970000,1977500,0.218,12.699
CP000967_2,2027500,2035000,0.15,12.699
CP000967_2,2080000,2087500,0.164,12.699
CP000967_2,2095000,2100000,0.139,12.699
CP000967_2,2170000,2175000,0.135,12.699
CP000967_2,2202500,2215000,0.228,12.699
CP000967_2,2225000,2230000,0.127,12.699
CP000967_2,2280000,2292500,0.147,12.699
CP000967_2,2295000,2300000,0.172,12.699
CP000967_2,2302500,2310000,0.149,12.699
CP000967_2,2347500,2392500,0.21,12.699
CP000967_2,2527500,2532500,0.16,12.699
CP000967_2,2537500,2545000,0.156,12.699
CP000967_2,2605000,2610000,0.131,12.699
CP000967_2,2617500,2622500,0.199,12.699
CP000967_2,2625000,2630000,0.128,12.699
CP000967_2,2657500,2690000,0.284,12.699
CP000967_2,2702500,2707500,0.129,12.699
CP000967_2,2737500,2742500,0.171,12.699
CP000967_2,2747500,2755000,0.156,12.699
CP000967_2,2815000,2820000,0.139,12.699
CP000967_2,2827500,2832500,0.191,12.699
CP000967_2,2867500,2902500,0.277,12.699
CP000967_2,2905000,2910000,0.127,12.699
CP000967_2,2915000,2920000,0.131,12.699
CP000967_2,3077500,3082500,0.152,12.699
CP000967_2,3190000,3197500,0.153,12.699
CP000967_2,3220000,3225000,0.175,12.699
CP000967_2,3230000,3237500,0.171,12.699
CP000967_2,3260000,3272500,0.386,12.699
CP000967_2,3377500,3390000,0.173,12.699
CP000967_2,3410000,3415000,0.141,12.699
CP000967_2,3492500,3497500,0.149,12.699
CP000967_2,3507500,3515000,0.159,12.699
CP000967_2,3522500,3540000,0.318,12.699
CP000967_2,3545000,3555000,0.247,12.699
CP000967_2,3567500,3582500,0.291,12.699
CP000967_2,3600000,3607500,0.156,12.699
CP000967_2,3685000,3690000,0.147,12.699
CP000967_2,3710000,3715000,0.147,12.699
CP000967_2,3717500,3727500,0.142,12.699
CP000967_2,3737500,3742500,0.127,12.699
CP000967_2,3792500,3800000,0.19,12.699
CP000967_2,3825000,3832500,0.175,12.699
CP000967_2,3840000,3852500,0.199,12.699
CP000967_2,3870000,3882500,0.318,12.699
CP000967_2,3935000,3952500,0.549,12.699
CP000967_2,4097500,4122500,0.199,12.699
CP000967_2,4147500,4152500,0.177,12.699
CP000967_2,4275000,4282500,0.133,12.699
CP000967_2,4312500,4317500,0.139,12.699
CP000967_2,4320000,4332500,0.152,12.699
CP000967_2,4385000,4395000,0.145,12.699
CP000967_2,4407500,4412500,0.159,12.699
CP000967_2,4425000,4430000,0.14,12.699
CP000967_2,4442500,4447500,0.13,12.699
CP000967_2,4497500,4502500,0.136,12.699
CP000967_2,4515000,4520000,0.161,12.699
CP000967_2,4537500,4547500,0.293,12.699
CP000967_2,4590000,4595000,0.175,12.699
CP000967_2,4597500,4602500,0.129,12.699
CP000967_2,4607500,4612500,0.15,12.699
CP000967_2,4625000,4642500,0.424,12.699
CP000967_2,4672500,4677500,0.128,12.699
CP000967_2,4680000,4690000,0.134,12.699
CP000967_2,4727500,4732500,0.132,12.699
CP000967_2,4790000,4822500,0.343,12.699
CP000967_2,4830000,4837500,0.161,12.699
CP000967_2,4852500,4865000,0.455,12.699
CP000967_2,4895000,4902500,0.204,12.699
CP000967_2,4970000,4975000,0.134,12.699
CP000967_2,5017500,5022500,0.138,12.699
CP000967_2,5060000,5067500,0.161,12.699
CP000967_2,5075000,5090000,0.397,12.699
CP000967_2,5097500,5102500,0.166,12.699
CP000967_2,5205000,5217500,0.193,12.699
