,Sequence Title,Query Title,Pident,Bitscore,Subject Sequence Length,e-value,Query Sequence Length,Start of Alignment in Subject,End of Alignment in Query,Start of Alignment in Query,End of Alignment in Query,mobileOG ID,Gene Name,Best Hit Accession ID,Major mobileOG Category,Minor mobileOG Category,Source Database,Evidence Type,Contig/ORF Name,ORF_Start_Stop_Strands,ORF_Start,ORF_End,Sense or Antisense Strand,Prodigal ID,Prodigal Designated Contigs,Unique_ORF,Partial Tag,Start Codon,RBS Motif,RBS Spacer,GC Content,Specific Contig,Final Sample Name
0,mobileOG_000026103|gyrB|P0AES6|replication/recombination/repair|NA|Multiple|Manual,CP000967_2_4 # 5226 # 7670 # 1 # ID=1_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.644,61.5,969.9,804,2.5e-281,815,2,804,12,814,mobileOG_000026103,gyrB,P0AES6,replication/recombination/repair,NA,Multiple,Manual,CP000967_2_4, 5226 # 7670 # 1 , 5226,7670,1 ,1_4,1,4,00,ATG,None,None,0.644,CP000967_2,mobileOG_000026103_CP000967_2
1,mobileOG_000277182|insH6|Q5H6N2|integration/excision|NA|ISFinder|Homology,CP000967_2_18 # 23163 # 24143 # -1 # ID=1_18;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.623,96.6,627.1,326,1.6e-178,327,1,326,1,326,mobileOG_000277182,insH6,Q5H6N2,integration/excision,NA,ISFinder,Homology,CP000967_2_18, 23163 # 24143 # -1 , 23163,24143,-1 ,1_18,1,18,00,ATG,None,None,0.623,CP000967_2,mobileOG_000277182_CP000967_2
2,mobileOG_000418745|NA:Keyword|A0A1L5Y8X5|integration/excision|NA|COMPASS|Keyword Search,CP000967_2_27 # 32314 # 32670 # 1 # ID=1_27;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.588,66.1,152.1,125,5.5000000000000005e-36,119,5,116,6,117,mobileOG_000418745,NA:Keyword,A0A1L5Y8X5,integration/excision,NA,COMPASS,Keyword Search,CP000967_2_27, 32314 # 32670 # 1 , 32314,32670,1 ,1_27,1,27,00,ATG,None,None,0.588,CP000967_2,mobileOG_000418745_CP000967_2
3,mobileOG_000726765|NA:Keyword|Q9AG81|integration/excision|NA|ISFinder|Keyword Search,CP000967_2_28 # 32657 # 33112 # 1 # ID=1_28;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.586,98.7,302.4,266,4.2000000000000003e-81,152,116,266,1,151,mobileOG_000726765,NA:Keyword,Q9AG81,integration/excision,NA,ISFinder,Keyword Search,CP000967_2_28, 32657 # 33112 # 1 , 32657,33112,1 ,1_28,1,28,00,GTG,GGA/GAG/AGG,5-10bp,0.586,CP000967_2,mobileOG_000726765_CP000967_2
4,mobileOG_000041116|insH6|WP_022557821.1|integration/excision|NA|Multiple|Homology,CP000967_2_31 # 34518 # 34721 # -1 # ID=1_31;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.608,88.1,118.2,327,5e-26,68,1,59,1,59,mobileOG_000041116,insH6,WP_022557821.1,integration/excision,NA,Multiple,Homology,CP000967_2_31, 34518 # 34721 # -1 , 34518,34721,-1 ,1_31,1,31,00,ATG,GGA/GAG/AGG,5-10bp,0.608,CP000967_2,mobileOG_000041116_CP000967_2
5,mobileOG_000726764|NA:Keyword|Q9L792|integration/excision|NA|ISFinder|Keyword Search,CP000967_2_37 # 39435 # 40397 # -1 # ID=1_37;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.619,99.4,650.2,320,1.7e-185,321,1,320,1,320,mobileOG_000726764,NA:Keyword,Q9L792,integration/excision,NA,ISFinder,Keyword Search,CP000967_2_37, 39435 # 40397 # -1 , 39435,40397,-1 ,1_37,1,37,00,ATG,GGAGG,5-10bp,0.619,CP000967_2,mobileOG_000726764_CP000967_2
6,mobileOG_000343778|insI3|WP_028853927.1|integration/excision|NA|Plasmid RefSeq|Homology,CP000967_2_45 # 44739 # 45443 # -1 # ID=1_45;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.596,75.8,368.2,339,9.6e-101,235,107,329,1,223,mobileOG_000343778,insI3,WP_028853927.1,integration/excision,NA,Plasmid RefSeq,Homology,CP000967_2_45, 44739 # 45443 # -1 , 44739,45443,-1 ,1_45,1,45,00,ATG,None,None,0.596,CP000967_2,mobileOG_000343778_CP000967_2
7,mobileOG_000312220|istA|WP_106561525.1|integration/excision|NA|Plasmid RefSeq|Homology,CP000967_2_46 # 45827 # 46846 # -1 # ID=1_46;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.640,64.2,430.3,344,3e-119,340,1,344,2,339,mobileOG_000312220,istA,WP_106561525.1,integration/excision,NA,Plasmid RefSeq,Homology,CP000967_2_46, 45827 # 46846 # -1 , 45827,46846,-1 ,1_46,1,46,00,ATG,None,None,0.640,CP000967_2,mobileOG_000312220_CP000967_2
8,mobileOG_000041116|insH6|WP_022557821.1|integration/excision|NA|Multiple|Homology,CP000967_2_49 # 47997 # 48947 # -1 # ID=1_49;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.619,93.7,595.1,327,6.5e-169,317,1,317,1,316,mobileOG_000041116,insH6,WP_022557821.1,integration/excision,NA,Multiple,Homology,CP000967_2_49, 47997 # 48947 # -1 , 47997,48947,-1 ,1_49,1,49,00,ATG,None,None,0.619,CP000967_2,mobileOG_000041116_CP000967_2
9,mobileOG_000726762|NA:Keyword|Q5H569|integration/excision|NA|ISFinder|Keyword Search,CP000967_2_59 # 61699 # 62880 # 1 # ID=1_59;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.635,98.9,717.6,439,1.1e-205,394,50,401,2,353,mobileOG_000726762,NA:Keyword,Q5H569,integration/excision,NA,ISFinder,Keyword Search,CP000967_2_59, 61699 # 62880 # 1 , 61699,62880,1 ,1_59,1,59,00,ATG,GGA/GAG/AGG,5-10bp,0.635,CP000967_2,mobileOG_000726762_CP000967_2
