Contig,Start,Stop,Score,Threhold
CP007166_1,1,5000,0.183,13.050
CP007166_1,27500,35000,0.213,13.050
CP007166_1,57500,65000,0.17,13.050
CP007166_1,80000,90000,0.147,13.050
CP007166_1,115000,127500,0.169,13.050
CP007166_1,135000,145000,0.333,13.050
CP007166_1,197500,205000,0.153,13.050
CP007166_1,262500,270000,0.192,13.050
CP007166_1,315000,325000,0.226,13.050
CP007166_1,337500,345000,0.188,13.050
CP007166_1,357500,362500,0.135,13.050
CP007166_1,400000,405000,0.214,13.050
CP007166_1,555000,562500,0.173,13.050
CP007166_1,565000,572500,0.335,13.050
CP007166_1,597500,605000,0.212,13.050
CP007166_1,657500,662500,0.142,13.050
CP007166_1,665000,672500,0.16,13.050
CP007166_1,722500,727500,0.14,13.050
CP007166_1,827500,835000,0.253,13.050
CP007166_1,837500,842500,0.192,13.050
CP007166_1,897500,902500,0.141,13.050
CP007166_1,905000,917500,0.188,13.050
CP007166_1,987500,992500,0.133,13.050
CP007166_1,1095000,1100000,0.138,13.050
CP007166_1,1152500,1190000,0.189,13.050
CP007166_1,1192500,1197500,0.145,13.050
CP007166_1,1245000,1252500,0.207,13.050
CP007166_1,1265000,1277500,0.19,13.050
CP007166_1,1282500,1290000,0.264,13.050
CP007166_1,1307500,1317500,0.177,13.050
CP007166_1,1322500,1330000,0.183,13.050
CP007166_1,1355000,1365000,0.224,13.050
CP007166_1,1415000,1422500,0.243,13.050
CP007166_1,1435000,1440000,0.149,13.050
CP007166_1,1442500,1450000,0.139,13.050
CP007166_1,1470000,1477500,0.162,13.050
CP007166_1,1555000,1562500,0.155,13.050
CP007166_1,1565000,1570000,0.137,13.050
CP007166_1,1580000,1597500,0.253,13.050
CP007166_1,1607500,1615000,0.16,13.050
CP007166_1,1672500,1677500,0.135,13.050
CP007166_1,1730000,1742500,0.175,13.050
CP007166_1,1755000,1762500,0.237,13.050
CP007166_1,1782500,1790000,0.178,13.050
CP007166_1,1797500,1810000,0.192,13.050
CP007166_1,1880000,1887500,0.169,13.050
CP007166_1,1982500,1990000,0.181,13.050
CP007166_1,2017500,2025000,0.149,13.050
CP007166_1,2030000,2037500,0.232,13.050
CP007166_1,2122500,2132500,0.167,13.050
CP007166_1,2182500,2187500,0.183,13.050
CP007166_1,2235000,2252500,0.336,13.050
CP007166_1,2280000,2285000,0.146,13.050
CP007166_1,2287500,2295000,0.165,13.050
CP007166_1,2367500,2375000,0.157,13.050
CP007166_1,2515000,2560000,0.175,13.050
CP007166_1,2602500,2620000,0.153,13.050
CP007166_1,2687500,2702500,0.193,13.050
CP007166_1,2730000,2735000,0.137,13.050
CP007166_1,2795000,2807500,0.23,13.050
CP007166_1,2810000,2817500,0.162,13.050
CP007166_1,2822500,2827500,0.136,13.050
CP007166_1,2835000,2852500,0.168,13.050
CP007166_1,2992500,2997500,0.162,13.050
CP007166_1,3142500,3150000,0.145,13.050
CP007166_1,3172500,3177500,0.158,13.050
CP007166_1,3185000,3190000,0.135,13.050
CP007166_1,3212500,3225000,0.307,13.050
CP007166_1,3337500,3360000,0.227,13.050
CP007166_1,3365000,3370000,0.136,13.050
CP007166_1,3417500,3440000,0.187,13.050
CP007166_1,3512500,3517500,0.176,13.050
CP007166_1,3547500,3567500,0.19,13.050
CP007166_1,3617500,3632500,0.661,13.050
CP007166_1,3782500,3805000,0.206,13.050
CP007166_1,3830000,3837500,0.154,13.050
CP007166_1,3962500,3967500,0.154,13.050
CP007166_1,3990000,4000000,0.133,13.050
CP007166_1,4012500,4020000,0.152,13.050
CP007166_1,4080000,4085000,0.147,13.050
CP007166_1,4100000,4105000,0.144,13.050
CP007166_1,4132500,4137500,0.132,13.050
CP007166_1,4200000,4205000,0.154,13.050
CP007166_1,4222500,4232500,0.281,13.050
CP007166_1,4275000,4280000,0.207,13.050
CP007166_1,4312500,4330000,0.432,13.050
CP007166_1,4370000,4375000,0.138,13.050
CP007166_1,4457500,4462500,0.135,13.050
CP007166_1,4502500,4520000,0.229,13.050
CP007166_1,4572500,4590000,0.27,13.050
CP007166_1,4597500,4607500,0.246,13.050
CP007166_1,4622500,4635000,0.465,13.050
CP007166_1,4665000,4675000,0.177,13.050
CP007166_1,4790000,4795000,0.131,13.050
CP007166_1,4832500,4845000,0.162,13.050
CP007166_1,4855000,4867500,0.47,13.050
CP007166_1,4875000,4880000,0.145,13.050
CP007166_1,4987500,4995000,0.198,13.050
