Contig,Start,Stop,Score,Threhold
CP047493_1,1,5000,0.165,11.696
CP047493_1,27500,35000,0.177,11.696
CP047493_1,55000,67500,0.138,11.696
CP047493_1,80000,87500,0.166,11.696
CP047493_1,110000,120000,0.143,11.696
CP047493_1,130000,140000,0.313,11.696
CP047493_1,217500,222500,0.12,11.696
CP047493_1,275000,280000,0.136,11.696
CP047493_1,287500,302500,0.391,11.696
CP047493_1,310000,315000,0.189,11.696
CP047493_1,337500,342500,0.147,11.696
CP047493_1,395000,400000,0.122,11.696
CP047493_1,512500,520000,0.123,11.696
CP047493_1,667500,677500,0.296,11.696
CP047493_1,740000,747500,0.201,11.696
CP047493_1,817500,822500,0.123,11.696
CP047493_1,985000,997500,0.144,11.696
CP047493_1,1000000,1005000,0.133,11.696
CP047493_1,1010000,1015000,0.124,11.696
CP047493_1,1035000,1047500,0.126,11.696
CP047493_1,1082500,1087500,0.127,11.696
CP047493_1,1090000,1097500,0.155,11.696
CP047493_1,1132500,1137500,0.121,11.696
CP047493_1,1177500,1185000,0.136,11.696
CP047493_1,1210000,1227500,0.182,11.696
CP047493_1,1367500,1372500,0.133,11.696
CP047493_1,1380000,1392500,0.775,11.696
CP047493_1,1450000,1455000,0.118,11.696
CP047493_1,1482500,1490000,0.164,11.696
CP047493_1,1557500,1582500,0.218,11.696
CP047493_1,1630000,1635000,0.144,11.696
CP047493_1,1640000,1647500,0.285,11.696
CP047493_1,1702500,1707500,0.155,11.696
CP047493_1,1712500,1722500,0.244,11.696
CP047493_1,1727500,1740000,0.207,11.696
CP047493_1,1780000,1785000,0.128,11.696
CP047493_1,1810000,1820000,0.382,11.696
CP047493_1,1842500,1847500,0.186,11.696
CP047493_1,1855000,1860000,0.147,11.696
CP047493_1,1882500,1887500,0.125,11.696
CP047493_1,2035000,2042500,0.146,11.696
CP047493_1,2155000,2167500,0.132,11.696
CP047493_1,2197500,2207500,0.178,11.696
CP047493_1,2260000,2265000,0.175,11.696
CP047493_1,2297500,2302500,0.133,11.696
CP047493_1,2310000,2337500,0.271,11.696
CP047493_1,2360000,2365000,0.136,11.696
CP047493_1,2367500,2375000,0.14,11.696
CP047493_1,2445000,2452500,0.126,11.696
CP047493_1,2457500,2462500,0.12,11.696
CP047493_1,2470000,2475000,0.148,11.696
CP047493_1,2507500,2512500,0.151,11.696
CP047493_1,2580000,2592500,0.2,11.696
CP047493_1,2602500,2607500,0.121,11.696
CP047493_1,2650000,2655000,0.118,11.696
CP047493_1,2702500,2747500,0.179,11.696
CP047493_1,2800000,2805000,0.12,11.696
CP047493_1,2812500,2830000,0.171,11.696
CP047493_1,2897500,2915000,0.163,11.696
CP047493_1,2977500,2992500,0.236,11.696
CP047493_1,2995000,3012500,0.138,11.696
CP047493_1,3030000,3037500,0.16,11.696
CP047493_1,3047500,3055000,0.131,11.696
CP047493_1,3135000,3142500,0.141,11.696
CP047493_1,3212500,3225000,0.184,11.696
CP047493_1,3232500,3242500,0.158,11.696
CP047493_1,3245000,3250000,0.126,11.696
CP047493_1,3260000,3267500,0.222,11.696
CP047493_1,3277500,3290000,0.239,11.696
CP047493_1,3395000,3400000,0.12,11.696
CP047493_1,3410000,3417500,0.135,11.696
CP047493_1,3425000,3442500,0.234,11.696
CP047493_1,3460000,3467500,0.147,11.696
CP047493_1,3545000,3550000,0.14,11.696
CP047493_1,3567500,3580000,0.214,11.696
CP047493_1,3582500,3587500,0.141,11.696
CP047493_1,3652500,3662500,0.201,11.696
CP047493_1,3687500,3697500,0.144,11.696
CP047493_1,3707500,3727500,0.234,11.696
CP047493_1,3745000,3765000,0.229,11.696
CP047493_1,3770000,3775000,0.18,11.696
CP047493_1,3777500,3785000,0.176,11.696
CP047493_1,3830000,3835000,0.141,11.696
CP047493_1,3840000,3875000,0.18,11.696
CP047493_1,3955000,3960000,0.118,11.696
CP047493_1,3970000,3975000,0.148,11.696
CP047493_1,3987500,3992500,0.147,11.696
CP047493_1,4080000,4087500,0.232,11.696
CP047493_1,4170000,4187500,0.408,11.696
CP047493_1,4227500,4232500,0.122,11.696
CP047493_1,4270000,4275000,0.12,11.696
CP047493_1,4327500,4340000,0.136,11.696
CP047493_1,4392500,4442500,0.239,11.696
CP047493_1,4455000,4460000,0.158,11.696
CP047493_1,4477500,4487500,0.558,11.696
CP047493_1,4520000,4527500,0.146,11.696
CP047493_1,4570000,4577500,0.201,11.696
CP047493_1,4602500,4620000,0.186,11.696
CP047493_1,4770000,4775000,0.177,11.696
CP047493_1,4830000,4837500,0.171,11.696
CP047493_1,4852500,4857500,0.159,11.696
CP047493_1,4900000,4907500,0.145,11.696
CP047493_1,5000000,5015000,0.229,11.696
