,Sequence Title,Query Title,Pident,Bitscore,Subject Sequence Length,e-value,Query Sequence Length,Start of Alignment in Subject,End of Alignment in Query,Start of Alignment in Query,End of Alignment in Query,mobileOG ID,Gene Name,Best Hit Accession ID,Major mobileOG Category,Minor mobileOG Category,Source Database,Evidence Type,Contig/ORF Name,ORF_Start_Stop_Strands,ORF_Start,ORF_End,Sense or Antisense Strand,Prodigal ID,Prodigal Designated Contigs,Unique_ORF,Partial Tag,Start Codon,RBS Motif,RBS Spacer,GC Content,Specific Contig,Final Sample Name
0,mobileOG_000026103|gyrB|P0AES6|replication/recombination/repair|NA|Multiple|Manual,CP011955_1_4 # 5048 # 7492 # 1 # ID=1_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.643,61.6,973.4,804,2.3000000000000003e-282,815,2,804,12,814,mobileOG_000026103,gyrB,P0AES6,replication/recombination/repair,NA,Multiple,Manual,CP011955_1_4, 5048 # 7492 # 1 , 5048,7492,1 ,1_4,1,4,00,ATG,None,None,0.643,CP011955_1,mobileOG_000026103_CP011955_1
1,mobileOG_000277174|insH6|A0A0C5V4U8|integration/excision|NA|ISFinder|Homology,CP011955_1_15 # 16696 # 17664 # 1 # ID=1_15;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.612,99.1,643.7,322,1.5999999999999999e-183,323,1,322,1,322,mobileOG_000277174,insH6,A0A0C5V4U8,integration/excision,NA,ISFinder,Homology,CP011955_1_15, 16696 # 17664 # 1 , 16696,17664,1 ,1_15,1,15,00,ATG,AGGAG,5-10bp,0.612,CP011955_1,mobileOG_000277174_CP011955_1
2,mobileOG_000725735|NA:Keyword|A0A0C5V5L1|integration/excision|NA|ISFinder|Keyword Search,CP011955_1_16 # 18160 # 19116 # 1 # ID=1_16;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.623,98.4,602.8,318,3.1999999999999997e-171,319,1,318,1,318,mobileOG_000725735,NA:Keyword,A0A0C5V5L1,integration/excision,NA,ISFinder,Keyword Search,CP011955_1_16, 18160 # 19116 # 1 , 18160,19116,1 ,1_16,1,16,00,ATG,GGAG/GAGG,5-10bp,0.623,CP011955_1,mobileOG_000725735_CP011955_1
3,mobileOG_000726767|NA:Keyword|Q5GY58|integration/excision|NA|ISFinder|Keyword Search,CP011955_1_17 # 19654 # 20388 # 1 # ID=1_17;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.630,98.4,488.4,332,6.7e-137,245,89,332,1,244,mobileOG_000726767,NA:Keyword,Q5GY58,integration/excision,NA,ISFinder,Keyword Search,CP011955_1_17, 19654 # 20388 # 1 , 19654,20388,1 ,1_17,1,17,00,ATG,None,None,0.630,CP011955_1,mobileOG_000726767_CP011955_1
4,mobileOG_000726766|NA:Keyword|G7TIM4|integration/excision|NA|ISFinder|Keyword Search,CP011955_1_33 # 39632 # 41008 # -1 # ID=1_33;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.633,98.3,901.4,458,6.2e-261,459,1,458,1,458,mobileOG_000726766,NA:Keyword,G7TIM4,integration/excision,NA,ISFinder,Keyword Search,CP011955_1_33, 39632 # 41008 # -1 , 39632,41008,-1 ,1_33,1,33,00,ATG,None,None,0.633,CP011955_1,mobileOG_000726766_CP011955_1
5,mobileOG_000726762|NA:Keyword|Q5H569|integration/excision|NA|ISFinder|Keyword Search,CP011955_1_34 # 41211 # 42593 # -1 # ID=1_34;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.624,97.5,878.2,439,5.6000000000000004e-254,461,1,439,22,460,mobileOG_000726762,NA:Keyword,Q5H569,integration/excision,NA,ISFinder,Keyword Search,CP011955_1_34, 41211 # 42593 # -1 , 41211,42593,-1 ,1_34,1,34,00,ATG,None,None,0.624,CP011955_1,mobileOG_000726762_CP011955_1
6,mobileOG_000726771|NA:Keyword|Q5H6E5|integration/excision|NA|ISFinder|Keyword Search,CP011955_1_36 # 43859 # 44335 # -1 # ID=1_36;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.639,94.9,312.8,458,3.3e-84,159,301,458,1,158,mobileOG_000726771,NA:Keyword,Q5H6E5,integration/excision,NA,ISFinder,Keyword Search,CP011955_1_36, 43859 # 44335 # -1 , 43859,44335,-1 ,1_36,1,36,00,GTG,GGA/GAG/AGG,11-12bp,0.639,CP011955_1,mobileOG_000726771_CP011955_1
7,mobileOG_000757700|NA:Keyword|A0A088FNY4|integration/excision|NA|Plasmid RefSeq|Keyword Search,CP011955_1_37 # 44332 # 44754 # -1 # ID=1_37;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.660,96.0,256.5,458,2.5000000000000003e-67,141,1,125,1,125,mobileOG_000757700,NA:Keyword,A0A088FNY4,integration/excision,NA,Plasmid RefSeq,Keyword Search,CP011955_1_37, 44332 # 44754 # -1 , 44332,44754,-1 ,1_37,1,37,00,ATG,None,None,0.660,CP011955_1,mobileOG_000757700_CP011955_1
8,mobileOG_000726765|NA:Keyword|Q9AG81|integration/excision|NA|ISFinder|Keyword Search,CP011955_1_38 # 44886 # 45341 # -1 # ID=1_38;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.590,94.0,285.8,266,4.1e-76,152,116,266,1,151,mobileOG_000726765,NA:Keyword,Q9AG81,integration/excision,NA,ISFinder,Keyword Search,CP011955_1_38, 44886 # 45341 # -1 , 44886,45341,-1 ,1_38,1,38,00,GTG,GGA/GAG/AGG,5-10bp,0.590,CP011955_1,mobileOG_000726765_CP011955_1
9,mobileOG_000418745|NA:Keyword|A0A1L5Y8X5|integration/excision|NA|COMPASS|Keyword Search,CP011955_1_39 # 45328 # 45684 # -1 # ID=1_39;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.594,75.0,181.8,125,6.5e-45,119,5,116,6,117,mobileOG_000418745,NA:Keyword,A0A1L5Y8X5,integration/excision,NA,COMPASS,Keyword Search,CP011955_1_39, 45328 # 45684 # -1 , 45328,45684,-1 ,1_39,1,39,00,ATG,None,None,0.594,CP011955_1,mobileOG_000418745_CP011955_1
10,mobileOG_000720478|NA:Keyword|A9IEE8|integration/excision|NA|ICE|Keyword Search,CP011955_1_78 # 93077 # 93427 # 1 # ID=1_78;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.564,83.9,206.8,145,1.9e-52,117,34,145,1,112,mobileOG_000720478,NA:Keyword,A9IEE8,integration/excision,NA,ICE,Keyword Search,CP011955_1_78, 93077 # 93427 # 1 , 93077,93427,1 ,1_78,1,78,00,ATG,None,None,0.564,CP011955_1,mobileOG_000720478_CP011955_1
11,mobileOG_000720479|NA:Keyword|A9IEE9|integration/excision|NA|ICE|Keyword Search,CP011955_1_79 # 93624 # 93752 # 1 # ID=1_79;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.558,83.3,65.5,128,2.4e-10,43,81,116,1,36,mobileOG_000720479,NA:Keyword,A9IEE9,integration/excision,NA,ICE,Keyword Search,CP011955_1_79, 93624 # 93752 # 1 , 93624,93752,1 ,1_79,1,79,00,ATG,AGGA/GGAG/GAGG,11-12bp,0.558,CP011955_1,mobileOG_000720479_CP011955_1
12,mobileOG_000726766|NA:Keyword|G7TIM4|integration/excision|NA|ISFinder|Keyword Search,CP011955_1_102 # 117776 # 119152 # 1 # ID=1_102;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.630,97.6,898.7,458,4.0000000000000006e-260,459,1,458,1,458,mobileOG_000726766,NA:Keyword,G7TIM4,integration/excision,NA,ISFinder,Keyword Search,CP011955_1_102, 117776 # 119152 # 1 , 117776,119152,1 ,1_102,1,102,00,ATG,None,None,0.630,CP011955_1,mobileOG_000726766_CP011955_1
13,mobileOG_000740536|NA:Keyword|A0A221M591|integration/excision|NA|Plasmid RefSeq|Keyword Search,CP011955_1_114 # 133515 # 134477 # 1 # ID=1_114;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.623,88.1,570.1,320,2.3e-161,321,1,320,1,320,mobileOG_000740536,NA:Keyword,A0A221M591,integration/excision,NA,Plasmid RefSeq,Keyword Search,CP011955_1_114, 133515 # 134477 # 1 , 133515,134477,1 ,1_114,1,114,00,ATG,GGAG/GAGG,5-10bp,0.623,CP011955_1,mobileOG_000740536_CP011955_1
14,mobileOG_000302254|insI3|M4UAI2|integration/excision|NA|Plasmid RefSeq|Homology,CP011955_1_115 # 134507 # 134941 # 1 # ID=1_115;partial=00;start_type=GTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.589,78.2,226.5,339,2.8e-58,145,197,329,1,133,mobileOG_000302254,insI3,M4UAI2,integration/excision,NA,Plasmid RefSeq,Homology,CP011955_1_115, 134507 # 134941 # 1 , 134507,134941,1 ,1_115,1,115,00,GTG,AGGA,5-10bp,0.589,CP011955_1,mobileOG_000302254_CP011955_1
