Contig,Start,Stop,Score,Threhold
CP011955_1,1,5000,0.198,14.630
CP011955_1,22500,27500,0.232,14.630
CP011955_1,40000,47500,0.161,14.630
CP011955_1,167500,172500,0.191,14.630
CP011955_1,215000,222500,0.172,14.630
CP011955_1,247500,262500,0.186,14.630
CP011955_1,272500,282500,0.184,14.630
CP011955_1,305000,315000,0.191,14.630
CP011955_1,320000,337500,0.17,14.630
CP011955_1,422500,427500,0.156,14.630
CP011955_1,440000,447500,0.233,14.630
CP011955_1,487500,492500,0.186,14.630
CP011955_1,512500,517500,0.236,14.630
CP011955_1,570000,575000,0.156,14.630
CP011955_1,597500,610000,0.431,14.630
CP011955_1,612500,625000,0.211,14.630
CP011955_1,627500,662500,0.262,14.630
CP011955_1,685000,690000,0.159,14.630
CP011955_1,757500,765000,0.416,14.630
CP011955_1,832500,837500,0.167,14.630
CP011955_1,877500,882500,0.196,14.630
CP011955_1,895000,900000,0.146,14.630
CP011955_1,915000,920000,0.173,14.630
CP011955_1,1045000,1082500,0.21,14.630
CP011955_1,1095000,1100000,0.157,14.630
CP011955_1,1155000,1162500,0.168,14.630
CP011955_1,1182500,1187500,0.148,14.630
CP011955_1,1232500,1240000,0.216,14.630
CP011955_1,1247500,1257500,0.198,14.630
CP011955_1,1280000,1290000,0.276,14.630
CP011955_1,1337500,1360000,0.303,14.630
CP011955_1,1385000,1397500,0.311,14.630
CP011955_1,1525000,1542500,0.286,14.630
CP011955_1,1547500,1585000,0.245,14.630
CP011955_1,1672500,1677500,0.178,14.630
CP011955_1,1707500,1715000,0.17,14.630
CP011955_1,1717500,1722500,0.161,14.630
CP011955_1,1852500,1865000,0.271,14.630
CP011955_1,1867500,1877500,0.174,14.630
CP011955_1,2082500,2087500,0.153,14.630
CP011955_1,2127500,2142500,0.193,14.630
CP011955_1,2172500,2180000,0.201,14.630
CP011955_1,2190000,2197500,0.27,14.630
CP011955_1,2217500,2227500,0.167,14.630
CP011955_1,2235000,2265000,0.266,14.630
CP011955_1,2267500,2277500,0.214,14.630
CP011955_1,2287500,2300000,0.227,14.630
CP011955_1,2312500,2317500,0.151,14.630
CP011955_1,2380000,2385000,0.173,14.630
CP011955_1,2392500,2397500,0.168,14.630
CP011955_1,2432500,2442500,0.235,14.630
CP011955_1,2470000,2477500,0.226,14.630
CP011955_1,2485000,2490000,0.17,14.630
CP011955_1,2570000,2575000,0.182,14.630
CP011955_1,2692500,2712500,0.237,14.630
CP011955_1,2752500,2775000,0.236,14.630
CP011955_1,2855000,2860000,0.222,14.630
CP011955_1,2925000,2932500,0.182,14.630
CP011955_1,2940000,2947500,0.21,14.630
CP011955_1,2972500,2990000,0.231,14.630
CP011955_1,2995000,3005000,0.192,14.630
CP011955_1,3010000,3035000,0.249,14.630
CP011955_1,3052500,3060000,0.18,14.630
CP011955_1,3200000,3207500,0.168,14.630
CP011955_1,3330000,3335000,0.156,14.630
CP011955_1,3360000,3365000,0.21,14.630
CP011955_1,3370000,3377500,0.161,14.630
CP011955_1,3400000,3405000,0.148,14.630
CP011955_1,3412500,3417500,0.15,14.630
CP011955_1,3427500,3432500,0.168,14.630
CP011955_1,3585000,3602500,0.349,14.630
CP011955_1,3667500,3707500,0.248,14.630
CP011955_1,3870000,3875000,0.191,14.630
CP011955_1,3947500,3952500,0.153,14.630
CP011955_1,3980000,3987500,0.185,14.630
CP011955_1,4035000,4057500,0.294,14.630
CP011955_1,4105000,4110000,0.156,14.630
CP011955_1,4202500,4212500,0.291,14.630
CP011955_1,4317500,4330000,0.546,14.630
CP011955_1,4332500,4337500,0.152,14.630
CP011955_1,4362500,4367500,0.205,14.630
CP011955_1,4375000,4390000,0.209,14.630
CP011955_1,4397500,4405000,0.174,14.630
CP011955_1,4542500,4550000,0.182,14.630
CP011955_1,4610000,4625000,0.528,14.630
CP011955_1,4737500,4750000,0.219,14.630
CP011955_1,4760000,4767500,0.272,14.630
