Contig,Start,Stop,Score,Threhold
CP020334,1,5000,0.181,13.894
CP020334,30000,37500,0.313,13.894
CP020334,47500,52500,0.148,13.894
CP020334,55000,60000,0.194,13.894
CP020334,85000,92500,0.178,13.894
CP020334,110000,117500,0.169,13.894
CP020334,270000,275000,0.144,13.894
CP020334,282500,295000,0.465,13.894
CP020334,307500,312500,0.144,13.894
CP020334,355000,362500,0.155,13.894
CP020334,477500,485000,0.174,13.894
CP020334,515000,527500,0.462,13.894
CP020334,545000,555000,0.208,13.894
CP020334,607500,622500,0.248,13.894
CP020334,717500,722500,0.139,13.894
CP020334,765000,782500,0.447,13.894
CP020334,805000,810000,0.212,13.894
CP020334,862500,870000,0.319,13.894
CP020334,990000,995000,0.152,13.894
CP020334,1025000,1032500,0.165,13.894
CP020334,1047500,1052500,0.146,13.894
CP020334,1077500,1085000,0.156,13.894
CP020334,1162500,1167500,0.143,13.894
CP020334,1207500,1212500,0.15,13.894
CP020334,1237500,1257500,0.198,13.894
CP020334,1402500,1417500,0.678,13.894
CP020334,1465000,1477500,0.202,13.894
CP020334,1507500,1515000,0.171,13.894
CP020334,1585000,1610000,0.3,13.894
CP020334,1657500,1662500,0.152,13.894
CP020334,1667500,1680000,0.292,13.894
CP020334,1720000,1725000,0.157,13.894
CP020334,1795000,1807500,0.301,13.894
CP020334,1830000,1837500,0.172,13.894
CP020334,1842500,1847500,0.159,13.894
CP020334,2147500,2152500,0.163,13.894
CP020334,2165000,2182500,0.184,13.894
CP020334,2320000,2355000,0.22,13.894
CP020334,2450000,2455000,0.166,13.894
CP020334,2467500,2477500,0.253,13.894
CP020334,2542500,2547500,0.168,13.894
CP020334,2597500,2605000,0.163,13.894
CP020334,2677500,2682500,0.182,13.894
CP020334,2717500,2737500,0.255,13.894
CP020334,2785000,2792500,0.144,13.894
CP020334,2842500,2850000,0.194,13.894
CP020334,2932500,2947500,0.294,13.894
CP020334,2952500,2960000,0.159,13.894
CP020334,2962500,2972500,0.272,13.894
CP020334,3002500,3007500,0.144,13.894
CP020334,3090000,3095000,0.194,13.894
CP020334,3167500,3185000,0.216,13.894
CP020334,3195000,3202500,0.209,13.894
CP020334,3222500,3230000,0.223,13.894
CP020334,3245000,3255000,0.269,13.894
CP020334,3372500,3377500,0.181,13.894
CP020334,3387500,3405000,0.241,13.894
CP020334,3415000,3420000,0.159,13.894
CP020334,3422500,3427500,0.171,13.894
CP020334,3507500,3512500,0.158,13.894
CP020334,3530000,3545000,0.154,13.894
CP020334,3610000,3617500,0.167,13.894
CP020334,3650000,3657500,0.276,13.894
CP020334,3665000,3680000,0.268,13.894
CP020334,3705000,3730000,0.275,13.894
CP020334,3740000,3760000,0.174,13.894
CP020334,3805000,3810000,0.151,13.894
CP020334,3815000,3850000,0.196,13.894
CP020334,4130000,4140000,0.224,13.894
CP020334,4195000,4200000,0.198,13.894
CP020334,4205000,4212500,0.294,13.894
CP020334,4357500,4362500,0.162,13.894
CP020334,4422500,4432500,0.208,13.894
CP020334,4462500,4470000,0.213,13.894
CP020334,4497500,4505000,0.233,13.894
CP020334,4507500,4512500,0.151,13.894
CP020334,4662500,4667500,0.195,13.894
CP020334,4725000,4732500,0.179,13.894
CP020334,4747500,4752500,0.164,13.894
CP020334,4795000,4800000,0.159,13.894
CP020334,4890000,4897500,0.159,13.894
