,Sequence Title,Query Title,Pident,Bitscore,Subject Sequence Length,e-value,Query Sequence Length,Start of Alignment in Subject,End of Alignment in Query,Start of Alignment in Query,End of Alignment in Query,mobileOG ID,Gene Name,Best Hit Accession ID,Major mobileOG Category,Minor mobileOG Category,Source Database,Evidence Type,Contig/ORF Name,ORF_Start_Stop_Strands,ORF_Start,ORF_End,Sense or Antisense Strand,Prodigal ID,Prodigal Designated Contigs,Unique_ORF,Partial Tag,Start Codon,RBS Motif,RBS Spacer,GC Content,Specific Contig,Final Sample Name
0,mobileOG_000026103|gyrB|P0AES6|replication/recombination/repair|NA|Multiple|Manual,CP020334_4 # 5225 # 7669 # 1 # ID=1_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.643,61.3,966.1,804,3.6e-280,815,2,804,12,814,mobileOG_000026103,gyrB,P0AES6,replication/recombination/repair,NA,Multiple,Manual,CP020334_4, 5225 # 7669 # 1 , 5225,7669,1 ,1_4,1,4,00,ATG,None,None,0.643,CP020334,mobileOG_000026103_CP020334
1,mobileOG_000277182|insH6|Q5H6N2|integration/excision|NA|ISFinder|Homology,CP020334_19 # 23161 # 24141 # -1 # ID=1_19;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.621,95.7,619.4,326,3.3e-176,327,1,326,1,326,mobileOG_000277182,insH6,Q5H6N2,integration/excision,NA,ISFinder,Homology,CP020334_19, 23161 # 24141 # -1 , 23161,24141,-1 ,1_19,1,19,00,ATG,None,None,0.621,CP020334,mobileOG_000277182_CP020334
2,mobileOG_000338730|insH6|WP_011258529.1|integration/excision|NA|Plasmid RefSeq|Homology,CP020334_28 # 31222 # 32190 # 1 # ID=1_28;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.613,99.7,647.1,322,1.5e-184,323,1,322,1,322,mobileOG_000338730,insH6,WP_011258529.1,integration/excision,NA,Plasmid RefSeq,Homology,CP020334_28, 31222 # 32190 # 1 , 31222,32190,1 ,1_28,1,28,00,ATG,AGGAG,5-10bp,0.613,CP020334,mobileOG_000338730_CP020334
3,mobileOG_000726766|NA:Keyword|G7TIM4|integration/excision|NA|ISFinder|Keyword Search,CP020334_30 # 35120 # 36496 # -1 # ID=1_30;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.630,97.8,897.1,458,1.1999999999999999e-259,459,1,458,1,458,mobileOG_000726766,NA:Keyword,G7TIM4,integration/excision,NA,ISFinder,Keyword Search,CP020334_30, 35120 # 36496 # -1 , 35120,36496,-1 ,1_30,1,30,00,ATG,None,None,0.630,CP020334,mobileOG_000726766_CP020334
4,mobileOG_000726772|NA:Keyword|A0A0K0GNE0|integration/excision|NA|ISFinder|Keyword Search,CP020334_31 # 36453 # 37700 # -1 # ID=1_31;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.649,98.6,697.2,491,1.6e-199,416,1,363,1,363,mobileOG_000726772,NA:Keyword,A0A0K0GNE0,integration/excision,NA,ISFinder,Keyword Search,CP020334_31, 36453 # 37700 # -1 , 36453,37700,-1 ,1_31,1,31,00,ATG,GGAG/GAGG,5-10bp,0.649,CP020334,mobileOG_000726772_CP020334
5,mobileOG_000726767|NA:Keyword|Q5GY58|integration/excision|NA|ISFinder|Keyword Search,CP020334_33 # 38168 # 38950 # 1 # ID=1_33;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.632,98.5,526.2,332,3.0999999999999998e-148,261,12,271,1,260,mobileOG_000726767,NA:Keyword,Q5GY58,integration/excision,NA,ISFinder,Keyword Search,CP020334_33, 38168 # 38950 # 1 , 38168,38950,1 ,1_33,1,33,00,ATG,GGA/GAG/AGG,5-10bp,0.632,CP020334,mobileOG_000726767_CP020334
6,mobileOG_000277182|insH6|Q5H6N2|integration/excision|NA|ISFinder|Homology,CP020334_36 # 40482 # 41462 # -1 # ID=1_36;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.621,100.0,654.8,326,7.2e-187,327,1,326,1,326,mobileOG_000277182,insH6,Q5H6N2,integration/excision,NA,ISFinder,Homology,CP020334_36, 40482 # 41462 # -1 , 40482,41462,-1 ,1_36,1,36,00,ATG,GGAG/GAGG,5-10bp,0.621,CP020334,mobileOG_000277182_CP020334
7,mobileOG_000277174|insH6|A0A0C5V4U8|integration/excision|NA|ISFinder|Homology,CP020334_44 # 49402 # 50370 # 1 # ID=1_44;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.612,99.7,648.3,322,6.6e-185,323,1,322,1,322,mobileOG_000277174,insH6,A0A0C5V4U8,integration/excision,NA,ISFinder,Homology,CP020334_44, 49402 # 50370 # 1 , 49402,50370,1 ,1_44,1,44,00,ATG,AGGAG,5-10bp,0.612,CP020334,mobileOG_000277174_CP020334
8,mobileOG_000726762|NA:Keyword|Q5H569|integration/excision|NA|ISFinder|Keyword Search,CP020334_45 # 50573 # 51889 # 1 # ID=1_45;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.630,97.9,879.4,439,2.4e-254,439,2,439,1,438,mobileOG_000726762,NA:Keyword,Q5H569,integration/excision,NA,ISFinder,Keyword Search,CP020334_45, 50573 # 51889 # 1 , 50573,51889,1 ,1_45,1,45,00,TTG,GGAG/GAGG,5-10bp,0.630,CP020334,mobileOG_000726762_CP020334
9,mobileOG_000726761|NA:Keyword|Q5GVX5|integration/excision|NA|ISFinder|Keyword Search,CP020334_46 # 51991 # 53205 # -1 # ID=1_46;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.636,99.7,793.1,411,2.1e-228,405,1,398,1,398,mobileOG_000726761,NA:Keyword,Q5GVX5,integration/excision,NA,ISFinder,Keyword Search,CP020334_46, 51991 # 53205 # -1 , 51991,53205,-1 ,1_46,1,46,00,ATG,GGA/GAG/AGG,5-10bp,0.636,CP020334,mobileOG_000726761_CP020334
10,mobileOG_000418745|NA:Keyword|A0A1L5Y8X5|integration/excision|NA|COMPASS|Keyword Search,CP020334_48 # 53726 # 54082 # 1 # ID=1_48;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.585,65.8,149.1,125,4.7e-35,119,6,116,7,117,mobileOG_000418745,NA:Keyword,A0A1L5Y8X5,integration/excision,NA,COMPASS,Keyword Search,CP020334_48, 53726 # 54082 # 1 , 53726,54082,1 ,1_48,1,48,00,ATG,None,None,0.585,CP020334,mobileOG_000418745_CP020334
11,mobileOG_000726765|NA:Keyword|Q9AG81|integration/excision|NA|ISFinder|Keyword Search,CP020334_49 # 54069 # 54524 # 1 # ID=1_49;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.588,99.3,304.3,266,1.1e-81,152,116,266,1,151,mobileOG_000726765,NA:Keyword,Q9AG81,integration/excision,NA,ISFinder,Keyword Search,CP020334_49, 54069 # 54524 # 1 , 54069,54524,1 ,1_49,1,49,00,GTG,GGA/GAG/AGG,5-10bp,0.588,CP020334,mobileOG_000726765_CP020334
12,mobileOG_000726762|NA:Keyword|Q5H569|integration/excision|NA|ISFinder|Keyword Search,CP020334_50 # 54511 # 55275 # -1 # ID=1_50;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.627,98.0,500.7,439,1.3999999999999999e-140,255,2,249,1,248,mobileOG_000726762,NA:Keyword,Q5H569,integration/excision,NA,ISFinder,Keyword Search,CP020334_50, 54511 # 55275 # -1 , 54511,55275,-1 ,1_50,1,50,00,TTG,GGAG/GAGG,5-10bp,0.627,CP020334,mobileOG_000726762_CP020334
13,mobileOG_000726767|NA:Keyword|Q5GY58|integration/excision|NA|ISFinder|Keyword Search,CP020334_52 # 56239 # 57204 # 1 # ID=1_52;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.631,99.1,651.7,332,6e-186,322,12,332,1,321,mobileOG_000726767,NA:Keyword,Q5GY58,integration/excision,NA,ISFinder,Keyword Search,CP020334_52, 56239 # 57204 # 1 , 56239,57204,1 ,1_52,1,52,00,ATG,GGA/GAG/AGG,5-10bp,0.631,CP020334,mobileOG_000726767_CP020334
14,mobileOG_000726762|NA:Keyword|Q5H569|integration/excision|NA|ISFinder|Keyword Search,CP020334_54 # 57758 # 59011 # 1 # ID=1_54;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.634,92.5,721.8,439,6.1e-207,418,46,429,1,379,mobileOG_000726762,NA:Keyword,Q5H569,integration/excision,NA,ISFinder,Keyword Search,CP020334_54, 57758 # 59011 # 1 , 57758,59011,1 ,1_54,1,54,00,ATG,GGAGG,5-10bp,0.634,CP020334,mobileOG_000726762_CP020334
15,mobileOG_000720479|NA:Keyword|A9IEE9|integration/excision|NA|ICE|Keyword Search,CP020334_68 # 80730 # 81035 # -1 # ID=1_68;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.569,83.2,182.2,128,4.3e-45,102,28,128,1,101,mobileOG_000720479,NA:Keyword,A9IEE9,integration/excision,NA,ICE,Keyword Search,CP020334_68, 80730 # 81035 # -1 , 80730,81035,-1 ,1_68,1,68,00,TTG,GGA/GAG/AGG,5-10bp,0.569,CP020334,mobileOG_000720479_CP020334
16,mobileOG_000724668|NA:Keyword|CBI07744.1|integration/excision|NA|ISFinder|Keyword Search,CP020334_69 # 81074 # 81424 # -1 # ID=1_69;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.567,82.0,200.7,135,1.3e-50,117,24,134,1,111,mobileOG_000724668,NA:Keyword,CBI07744.1,integration/excision,NA,ISFinder,Keyword Search,CP020334_69, 81074 # 81424 # -1 , 81074,81424,-1 ,1_69,1,69,00,ATG,None,None,0.567,CP020334,mobileOG_000724668_CP020334
17,mobileOG_000274594|istA|Q5P1T1|integration/excision|NA|ISFinder|Homology,CP020334_74 # 85266 # 86033 # 1 # ID=1_74;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.647,64.7,321.6,357,1.1e-86,256,80,317,6,243,mobileOG_000274594,istA,Q5P1T1,integration/excision,NA,ISFinder,Homology,CP020334_74, 85266 # 86033 # 1 , 85266,86033,1 ,1_74,1,74,00,ATG,None,None,0.647,CP020334,mobileOG_000274594_CP020334
18,mobileOG_000726762|NA:Keyword|Q5H569|integration/excision|NA|ISFinder|Keyword Search,CP020334_100 # 110551 # 111933 # -1 # ID=1_100;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.623,98.4,884.0,439,1e-255,461,1,439,22,460,mobileOG_000726762,NA:Keyword,Q5H569,integration/excision,NA,ISFinder,Keyword Search,CP020334_100, 110551 # 111933 # -1 , 110551,111933,-1 ,1_100,1,100,00,ATG,None,None,0.623,CP020334,mobileOG_000726762_CP020334
