Contig,Start,Stop,Score,Threhold
CP036378,1,5000,0.159,13.705
CP036378,32500,37500,0.197,13.705
CP036378,205000,215000,0.184,13.705
CP036378,262500,272500,0.203,13.705
CP036378,320000,335000,0.152,13.705
CP036378,347500,355000,0.188,13.705
CP036378,415000,420000,0.147,13.705
CP036378,562500,580000,0.192,13.705
CP036378,582500,587500,0.202,13.705
CP036378,607500,612500,0.144,13.705
CP036378,852500,857500,0.147,13.705
CP036378,972500,1010000,0.196,13.705
CP036378,1075000,1082500,0.226,13.705
CP036378,1085000,1092500,0.158,13.705
CP036378,1097500,1102500,0.16,13.705
CP036378,1145000,1150000,0.141,13.705
CP036378,1170000,1175000,0.143,13.705
CP036378,1205000,1217500,0.247,13.705
CP036378,1272500,1280000,0.323,13.705
CP036378,1302500,1310000,0.158,13.705
CP036378,1342500,1347500,0.19,13.705
CP036378,1432500,1437500,0.154,13.705
CP036378,1582500,1587500,0.197,13.705
CP036378,1600000,1605000,0.179,13.705
CP036378,1645000,1650000,0.177,13.705
CP036378,1667500,1697500,0.267,13.705
CP036378,1700000,1715000,0.152,13.705
CP036378,1725000,1752500,0.188,13.705
CP036378,1757500,1762500,0.146,13.705
CP036378,1790000,1802500,0.195,13.705
CP036378,1880000,1887500,0.151,13.705
CP036378,1947500,1952500,0.189,13.705
CP036378,2050000,2057500,0.158,13.705
CP036378,2137500,2142500,0.197,13.705
CP036378,2150000,2155000,0.143,13.705
CP036378,2215000,2222500,0.153,13.705
CP036378,2235000,2247500,0.206,13.705
CP036378,2255000,2275000,0.252,13.705
CP036378,2350000,2355000,0.175,13.705
CP036378,2365000,2372500,0.175,13.705
CP036378,2395000,2400000,0.157,13.705
CP036378,2472500,2477500,0.147,13.705
CP036378,2592500,2597500,0.144,13.705
CP036378,2747500,2755000,0.332,13.705
CP036378,2845000,2852500,0.163,13.705
CP036378,2987500,3007500,0.61,13.705
CP036378,3027500,3042500,0.246,13.705
CP036378,3232500,3240000,0.175,13.705
CP036378,3262500,3267500,0.183,13.705
CP036378,3302500,3322500,0.343,13.705
CP036378,3507500,3522500,0.262,13.705
CP036378,3530000,3535000,0.148,13.705
CP036378,3587500,3615000,0.2,13.705
CP036378,3777500,3782500,0.144,13.705
CP036378,3810000,3822500,0.292,13.705
CP036378,3907500,3912500,0.172,13.705
CP036378,3925000,3932500,0.192,13.705
CP036378,3935000,3942500,0.179,13.705
CP036378,3955000,3960000,0.143,13.705
CP036378,3965000,3985000,0.384,13.705
CP036378,4025000,4032500,0.146,13.705
CP036378,4192500,4205000,0.517,13.705
CP036378,4225000,4230000,0.187,13.705
CP036378,4300000,4305000,0.181,13.705
CP036378,4307500,4312500,0.144,13.705
CP036378,4347500,4357500,0.28,13.705
CP036378,4470000,4477500,0.16,13.705
CP036378,4497500,4502500,0.187,13.705
CP036378,4530000,4537500,0.193,13.705
CP036378,4547500,4555000,0.191,13.705
CP036378,4580000,4590000,0.589,13.705
CP036378,4655000,4665000,0.492,13.705
CP036378,4670000,4687500,0.227,13.705
CP036378,4697500,4705000,0.267,13.705
