Contig,Start,Stop,Score,Threhold
CP007221_1,2500,7500,0.14,13.770
CP007221_1,10000,15000,0.176,13.770
CP007221_1,22500,27500,0.147,13.770
CP007221_1,47500,52500,0.15,13.770
CP007221_1,65000,70000,0.143,13.770
CP007221_1,135000,140000,0.152,13.770
CP007221_1,172500,180000,0.175,13.770
CP007221_1,202500,207500,0.158,13.770
CP007221_1,220000,227500,0.18,13.770
CP007221_1,252500,267500,0.188,13.770
CP007221_1,277500,292500,0.179,13.770
CP007221_1,310000,350000,0.292,13.770
CP007221_1,402500,412500,0.228,13.770
CP007221_1,470000,480000,0.212,13.770
CP007221_1,487500,500000,0.204,13.770
CP007221_1,542500,547500,0.145,13.770
CP007221_1,560000,565000,0.145,13.770
CP007221_1,590000,595000,0.174,13.770
CP007221_1,627500,657500,0.276,13.770
CP007221_1,677500,690000,0.212,13.770
CP007221_1,697500,720000,0.289,13.770
CP007221_1,732500,740000,0.19,13.770
CP007221_1,750000,755000,0.148,13.770
CP007221_1,757500,762500,0.16,13.770
CP007221_1,787500,792500,0.142,13.770
CP007221_1,827500,840000,0.146,13.770
CP007221_1,875000,897500,0.334,13.770
CP007221_1,922500,927500,0.229,13.770
CP007221_1,945000,955000,0.185,13.770
CP007221_1,980000,990000,0.166,13.770
CP007221_1,1005000,1035000,0.318,13.770
CP007221_1,1087500,1092500,0.181,13.770
CP007221_1,1097500,1115000,0.391,13.770
CP007221_1,1120000,1125000,0.19,13.770
CP007221_1,1162500,1170000,0.148,13.770
CP007221_1,1227500,1242500,0.398,13.770
CP007221_1,1247500,1252500,0.146,13.770
CP007221_1,1255000,1265000,0.266,13.770
CP007221_1,1317500,1325000,0.154,13.770
CP007221_1,1330000,1337500,0.179,13.770
CP007221_1,1347500,1355000,0.247,13.770
CP007221_1,1362500,1367500,0.15,13.770
CP007221_1,1375000,1382500,0.196,13.770
CP007221_1,1387500,1395000,0.182,13.770
CP007221_1,1415000,1422500,0.162,13.770
CP007221_1,1450000,1455000,0.149,13.770
CP007221_1,1550000,1557500,0.141,13.770
CP007221_1,1645000,1652500,0.339,13.770
CP007221_1,1655000,1662500,0.203,13.770
CP007221_1,1667500,1675000,0.406,13.770
CP007221_1,1680000,1702500,0.264,13.770
CP007221_1,1762500,1767500,0.142,13.770
CP007221_1,1817500,1827500,0.183,13.770
CP007221_1,1875000,1880000,0.159,13.770
CP007221_1,1917500,1932500,0.203,13.770
CP007221_1,1962500,1967500,0.156,13.770
CP007221_1,1985000,2005000,0.247,13.770
CP007221_1,2042500,2070000,0.239,13.770
CP007221_1,2217500,2232500,0.283,13.770
CP007221_1,2277500,2282500,0.175,13.770
CP007221_1,2290000,2302500,0.219,13.770
CP007221_1,2322500,2337500,0.226,13.770
CP007221_1,2370000,2375000,0.149,13.770
CP007221_1,2377500,2387500,0.184,13.770
CP007221_1,2392500,2400000,0.147,13.770
CP007221_1,2462500,2470000,0.17,13.770
CP007221_1,2482500,2495000,0.24,13.770
CP007221_1,2505000,2550000,0.235,13.770
CP007221_1,2555000,2565000,0.183,13.770
CP007221_1,2585000,2590000,0.148,13.770
CP007221_1,2602500,2615000,0.331,13.770
CP007221_1,2635000,2640000,0.195,13.770
CP007221_1,2645000,2665000,0.188,13.770
CP007221_1,2702500,2710000,0.188,13.770
CP007221_1,2755000,2760000,0.141,13.770
CP007221_1,2770000,2775000,0.139,13.770
CP007221_1,2825000,2830000,0.195,13.770
CP007221_1,2862500,2867500,0.162,13.770
CP007221_1,2912500,2922500,0.175,13.770
CP007221_1,2952500,2960000,0.177,13.770
CP007221_1,2962500,3012500,0.243,13.770
CP007221_1,3017500,3035000,0.174,13.770
CP007221_1,3072500,3077500,0.153,13.770
CP007221_1,3092500,3097500,0.155,13.770
CP007221_1,3100000,3115000,0.25,13.770
CP007221_1,3142500,3147500,0.175,13.770
CP007221_1,3210000,3215000,0.173,13.770
CP007221_1,3237500,3267500,0.282,13.770
CP007221_1,3272500,3285000,0.174,13.770
CP007221_1,3290000,3302500,0.191,13.770
CP007221_1,3305000,3317500,0.261,13.770
CP007221_1,3455000,3465000,0.227,13.770
CP007221_1,3472500,3477500,0.159,13.770
CP007221_1,3482500,3495000,0.267,13.770
CP007221_1,3497500,3510000,0.19,13.770
CP007221_1,3512500,3540000,0.195,13.770
CP007221_1,3585000,3602500,0.236,13.770
CP007221_1,3622500,3635000,0.223,13.770
CP007221_1,3640000,3655000,0.262,13.770
CP007221_1,3670000,3675000,0.151,13.770
CP007221_1,3707500,3712500,0.187,13.770
CP007221_1,3920000,3925000,0.155,13.770
CP007221_1,3932500,3937500,0.158,13.770
CP007221_1,3960000,3975000,0.181,13.770
CP007221_1,4020000,4030000,0.154,13.770
CP007221_1,4037500,4077500,0.229,13.770
CP007221_1,4202500,4207500,0.168,13.770
CP007221_1,4222500,4227500,0.154,13.770
CP007221_1,4240000,4245000,0.176,13.770
CP007221_1,4282500,4287500,0.147,13.770
CP007221_1,4347500,4362500,0.272,13.770
CP007221_1,4367500,4382500,0.37,13.770
CP007221_1,4445000,4455000,0.153,13.770
CP007221_1,4495000,4500000,0.148,13.770
CP007221_1,4542500,4550000,0.178,13.770
CP007221_1,4580000,4592500,0.578,13.770
CP007221_1,4607500,4612500,0.152,13.770
CP007221_1,4637500,4647500,0.176,13.770
CP007221_1,4655000,4662500,0.161,13.770
CP007221_1,4757500,4762500,0.203,13.770
CP007221_1,4785000,4790000,0.153,13.770
CP007221_1,4812500,4845000,0.286,13.770
CP007221_1,4907500,4922500,0.511,13.770
CP007221_1,4945000,4952500,0.703,13.770
CP007221_1,5030000,5040000,0.236,13.770
