,Sequence Title,Query Title,Pident,Bitscore,Subject Sequence Length,e-value,Query Sequence Length,Start of Alignment in Subject,End of Alignment in Query,Start of Alignment in Query,End of Alignment in Query,mobileOG ID,Gene Name,Best Hit Accession ID,Major mobileOG Category,Minor mobileOG Category,Source Database,Evidence Type,Contig/ORF Name,ORF_Start_Stop_Strands,ORF_Start,ORF_End,Sense or Antisense Strand,Prodigal ID,Prodigal Designated Contigs,Unique_ORF,Partial Tag,Start Codon,RBS Motif,RBS Spacer,GC Content,Specific Contig,Final Sample Name
0,mobileOG_000725735|NA:Keyword|A0A0C5V5L1|integration/excision|NA|ISFinder|Keyword Search,CP061375_1_36 # 38691 # 39647 # -1 # ID=1_36;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.625,100.0,616.3,318,2.8e-175,319,1,318,1,318,mobileOG_000725735,NA:Keyword,A0A0C5V5L1,integration/excision,NA,ISFinder,Keyword Search,CP061375_1_36, 38691 # 39647 # -1 , 38691,39647,-1 ,1_36,1,36,00,ATG,GGAG/GAGG,5-10bp,0.625,CP061375_1,mobileOG_000725735_CP061375_1
1,mobileOG_000726767|NA:Keyword|Q5GY58|integration/excision|NA|ISFinder|Keyword Search,CP061375_1_142 # 139483 # 139896 # 1 # ID=1_142;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.621,100.0,280.8,332,1.2000000000000001e-74,138,196,332,1,137,mobileOG_000726767,NA:Keyword,Q5GY58,integration/excision,NA,ISFinder,Keyword Search,CP061375_1_142, 139483 # 139896 # 1 , 139483,139896,1 ,1_142,1,142,00,ATG,None,None,0.621,CP061375_1,mobileOG_000726767_CP061375_1
2,mobileOG_000277174|insH6|A0A0C5V4U8|integration/excision|NA|ISFinder|Homology,CP061375_1_201 # 216698 # 217666 # 1 # ID=1_201;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.614,100.0,649.4,322,3e-185,323,1,322,1,322,mobileOG_000277174,insH6,A0A0C5V4U8,integration/excision,NA,ISFinder,Homology,CP061375_1_201, 216698 # 217666 # 1 , 216698,217666,1 ,1_201,1,201,00,ATG,AGGAG,5-10bp,0.614,CP061375_1,mobileOG_000277174_CP061375_1
3,mobileOG_000725735|NA:Keyword|A0A0C5V5L1|integration/excision|NA|ISFinder|Keyword Search,CP061375_1_225 # 246790 # 247746 # -1 # ID=1_225;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.624,100.0,616.3,318,2.8e-175,319,1,318,1,318,mobileOG_000725735,NA:Keyword,A0A0C5V5L1,integration/excision,NA,ISFinder,Keyword Search,CP061375_1_225, 246790 # 247746 # -1 , 246790,247746,-1 ,1_225,1,225,00,ATG,GGAG/GAGG,5-10bp,0.624,CP061375_1,mobileOG_000725735_CP061375_1
4,mobileOG_000277174|insH6|A0A0C5V4U8|integration/excision|NA|ISFinder|Homology,CP061375_1_396 # 452443 # 453411 # 1 # ID=1_396;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.614,100.0,649.4,322,3e-185,323,1,322,1,322,mobileOG_000277174,insH6,A0A0C5V4U8,integration/excision,NA,ISFinder,Homology,CP061375_1_396, 452443 # 453411 # 1 , 452443,453411,1 ,1_396,1,396,00,ATG,AGGAG,5-10bp,0.614,CP061375_1,mobileOG_000277174_CP061375_1
5,mobileOG_000277174|insH6|A0A0C5V4U8|integration/excision|NA|ISFinder|Homology,CP061375_1_511 # 581066 # 582034 # -1 # ID=1_511;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.615,100.0,649.4,322,3e-185,323,1,322,1,322,mobileOG_000277174,insH6,A0A0C5V4U8,integration/excision,NA,ISFinder,Homology,CP061375_1_511, 581066 # 582034 # -1 , 581066,582034,-1 ,1_511,1,511,00,ATG,AGGAG,5-10bp,0.615,CP061375_1,mobileOG_000277174_CP061375_1
6,mobileOG_000726770|NA:Keyword|A0A346MH97|integration/excision|NA|ISFinder|Keyword Search,CP061375_1_567 # 635001 # 635591 # -1 # ID=1_567;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.618,100.0,391.0,411,1.2e-107,197,216,411,1,196,mobileOG_000726770,NA:Keyword,A0A346MH97,integration/excision,NA,ISFinder,Keyword Search,CP061375_1_567, 635001 # 635591 # -1 , 635001,635591,-1 ,1_567,1,567,00,ATG,GGA/GAG/AGG,5-10bp,0.618,CP061375_1,mobileOG_000726770_CP061375_1
7,mobileOG_000277174|insH6|A0A0C5V4U8|integration/excision|NA|ISFinder|Homology,CP061375_1_570 # 636840 # 637808 # 1 # ID=1_570;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.614,100.0,649.4,322,3e-185,323,1,322,1,322,mobileOG_000277174,insH6,A0A0C5V4U8,integration/excision,NA,ISFinder,Homology,CP061375_1_570, 636840 # 637808 # 1 , 636840,637808,1 ,1_570,1,570,00,ATG,AGGAG,5-10bp,0.614,CP061375_1,mobileOG_000277174_CP061375_1
8,mobileOG_000726767|NA:Keyword|Q5GY58|integration/excision|NA|ISFinder|Keyword Search,CP061375_1_738 # 826821 # 827234 # -1 # ID=1_738;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.618,100.0,280.8,332,1.2000000000000001e-74,138,196,332,1,137,mobileOG_000726767,NA:Keyword,Q5GY58,integration/excision,NA,ISFinder,Keyword Search,CP061375_1_738, 826821 # 827234 # -1 , 826821,827234,-1 ,1_738,1,738,00,ATG,None,None,0.618,CP061375_1,mobileOG_000726767_CP061375_1
9,mobileOG_000277174|insH6|A0A0C5V4U8|integration/excision|NA|ISFinder|Homology,CP061375_1_740 # 827930 # 828898 # 1 # ID=1_740;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.613,100.0,649.4,322,3e-185,323,1,322,1,322,mobileOG_000277174,insH6,A0A0C5V4U8,integration/excision,NA,ISFinder,Homology,CP061375_1_740, 827930 # 828898 # 1 , 827930,828898,1 ,1_740,1,740,00,ATG,AGGAG,5-10bp,0.613,CP061375_1,mobileOG_000277174_CP061375_1
10,mobileOG_000725735|NA:Keyword|A0A0C5V5L1|integration/excision|NA|ISFinder|Keyword Search,CP061375_1_741 # 829313 # 830269 # 1 # ID=1_741;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.624,100.0,616.3,318,2.8e-175,319,1,318,1,318,mobileOG_000725735,NA:Keyword,A0A0C5V5L1,integration/excision,NA,ISFinder,Keyword Search,CP061375_1_741, 829313 # 830269 # 1 , 829313,830269,1 ,1_741,1,741,00,ATG,GGAG/GAGG,5-10bp,0.624,CP061375_1,mobileOG_000725735_CP061375_1
