Contig,Start,Stop,Score,Threhold
CP036252,30000,35000,0.144,13.519
CP036252,95000,105000,0.178,13.519
CP036252,130000,135000,0.163,13.519
CP036252,275000,282500,0.157,13.519
CP036252,395000,400000,0.178,13.519
CP036252,447500,457500,0.157,13.519
CP036252,472500,477500,0.156,13.519
CP036252,502500,527500,0.31,13.519
CP036252,597500,605000,0.159,13.519
CP036252,657500,677500,0.194,13.519
CP036252,787500,800000,0.588,13.519
CP036252,830000,847500,0.32,13.519
CP036252,897500,902500,0.146,13.519
CP036252,942500,947500,0.16,13.519
CP036252,1172500,1182500,0.326,13.519
CP036252,1185000,1200000,0.172,13.519
CP036252,1262500,1272500,0.248,13.519
CP036252,1275000,1290000,0.229,13.519
CP036252,1335000,1350000,0.247,13.519
CP036252,1407500,1415000,0.151,13.519
CP036252,1527500,1535000,0.253,13.519
CP036252,1727500,1732500,0.143,13.519
CP036252,1797500,1812500,0.196,13.519
CP036252,1832500,1847500,0.584,13.519
CP036252,2002500,2007500,0.138,13.519
CP036252,2010000,2017500,0.164,13.519
CP036252,2137500,2145000,0.254,13.519
CP036252,2275000,2282500,0.193,13.519
CP036252,2310000,2335000,0.194,13.519
CP036252,2362500,2370000,0.176,13.519
CP036252,2405000,2410000,0.184,13.519
CP036252,2412500,2420000,0.205,13.519
CP036252,2427500,2435000,0.207,13.519
CP036252,2455000,2460000,0.152,13.519
CP036252,2470000,2487500,0.21,13.519
CP036252,2497500,2505000,0.209,13.519
CP036252,2600000,2605000,0.156,13.519
CP036252,2637500,2642500,0.153,13.519
CP036252,2825000,2847500,0.203,13.519
CP036252,2877500,2882500,0.192,13.519
CP036252,2890000,2897500,0.186,13.519
CP036252,2950000,2962500,0.268,13.519
CP036252,2982500,2992500,0.396,13.519
CP036252,3075000,3092500,0.211,13.519
CP036252,3112500,3117500,0.154,13.519
CP036252,3170000,3177500,0.154,13.519
CP036252,3305000,3315000,0.218,13.519
CP036252,3322500,3330000,0.198,13.519
CP036252,3332500,3337500,0.194,13.519
CP036252,3460000,3467500,0.228,13.519
CP036252,3487500,3495000,0.227,13.519
CP036252,3500000,3507500,0.169,13.519
CP036252,3515000,3525000,0.405,13.519
CP036252,3532500,3537500,0.158,13.519
CP036252,3592500,3602500,0.19,13.519
CP036252,3637500,3642500,0.157,13.519
CP036252,3707500,3722500,0.303,13.519
CP036252,3727500,3735000,0.543,13.519
CP036252,3742500,3752500,0.153,13.519
CP036252,3757500,3762500,0.142,13.519
CP036252,3770000,3777500,0.155,13.519
CP036252,3845000,3855000,0.19,13.519
CP036252,3857500,3875000,0.183,13.519
CP036252,4160000,4165000,0.165,13.519
CP036252,4247500,4265000,0.237,13.519
CP036252,4372500,4382500,0.516,13.519
CP036252,4390000,4400000,0.17,13.519
CP036252,4425000,4430000,0.141,13.519
CP036252,4445000,4460000,0.329,13.519
CP036252,4562500,4597500,0.222,13.519
CP036252,4672500,4677500,0.17,13.519
CP036252,4680000,4727500,0.271,13.519
CP036252,4730000,4755000,0.248,13.519
CP036252,4792500,4805000,0.422,13.519
CP036252,4852500,4860000,0.377,13.519
CP036252,4877500,4882500,0.143,13.519
