,Sequence Title,Query Title,Pident,Bitscore,Subject Sequence Length,e-value,Query Sequence Length,Start of Alignment in Subject,End of Alignment in Query,Start of Alignment in Query,End of Alignment in Query,mobileOG ID,Gene Name,Best Hit Accession ID,Major mobileOG Category,Minor mobileOG Category,Source Database,Evidence Type,Contig/ORF Name,ORF_Start_Stop_Strands,ORF_Start,ORF_End,Sense or Antisense Strand,Prodigal ID,Prodigal Designated Contigs,Unique_ORF,Partial Tag,Start Codon,RBS Motif,RBS Spacer,GC Content,Specific Contig,Final Sample Name
0,mobileOG_000026103|gyrB|P0AES6|replication/recombination/repair|NA|Multiple|Manual,CP036252_4 # 5010 # 7454 # 1 # ID=1_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.646,61.6,973.4,804,2.3000000000000003e-282,815,2,804,12,814,mobileOG_000026103,gyrB,P0AES6,replication/recombination/repair,NA,Multiple,Manual,CP036252_4, 5010 # 7454 # 1 , 5010,7454,1 ,1_4,1,4,00,ATG,None,None,0.646,CP036252,mobileOG_000026103_CP036252
1,mobileOG_000726765|NA:Keyword|Q9AG81|integration/excision|NA|ISFinder|Keyword Search,CP036252_15 # 16532 # 16987 # -1 # ID=1_15;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.592,97.4,298.1,266,7.9e-80,152,116,266,1,151,mobileOG_000726765,NA:Keyword,Q9AG81,integration/excision,NA,ISFinder,Keyword Search,CP036252_15, 16532 # 16987 # -1 , 16532,16987,-1 ,1_15,1,15,00,GTG,GGA/GAG/AGG,5-10bp,0.592,CP036252,mobileOG_000726765_CP036252
2,mobileOG_000418745|NA:Keyword|A0A1L5Y8X5|integration/excision|NA|COMPASS|Keyword Search,CP036252_16 # 16974 # 17330 # -1 # ID=1_16;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.585,66.1,151.0,125,1.1999999999999999e-35,119,5,116,6,117,mobileOG_000418745,NA:Keyword,A0A1L5Y8X5,integration/excision,NA,COMPASS,Keyword Search,CP036252_16, 16974 # 17330 # -1 , 16974,17330,-1 ,1_16,1,16,00,ATG,None,None,0.585,CP036252,mobileOG_000418745_CP036252
3,mobileOG_000726771|NA:Keyword|Q5H6E5|integration/excision|NA|ISFinder|Keyword Search,CP036252_33 # 37580 # 38296 # -1 # ID=1_33;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.625,96.9,443.0,458,3.1e-123,239,235,458,15,238,mobileOG_000726771,NA:Keyword,Q5H6E5,integration/excision,NA,ISFinder,Keyword Search,CP036252_33, 37580 # 38296 # -1 , 37580,38296,-1 ,1_33,1,33,00,ATG,GGA/GAG/AGG,11-12bp,0.625,CP036252,mobileOG_000726771_CP036252
4,mobileOG_000277182|insH6|Q5H6N2|integration/excision|NA|ISFinder|Homology,CP036252_50 # 69394 # 69750 # -1 # ID=1_50;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.616,96.3,204.9,326,7.2e-52,119,220,326,12,118,mobileOG_000277182,insH6,Q5H6N2,integration/excision,NA,ISFinder,Homology,CP036252_50, 69394 # 69750 # -1 , 69394,69750,-1 ,1_50,1,50,00,ATG,None,None,0.616,CP036252,mobileOG_000277182_CP036252
5,mobileOG_000418745|NA:Keyword|A0A1L5Y8X5|integration/excision|NA|COMPASS|Keyword Search,CP036252_59 # 81341 # 81697 # 1 # ID=1_59;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.588,66.1,151.0,125,1.1999999999999999e-35,119,5,116,6,117,mobileOG_000418745,NA:Keyword,A0A1L5Y8X5,integration/excision,NA,COMPASS,Keyword Search,CP036252_59, 81341 # 81697 # 1 , 81341,81697,1 ,1_59,1,59,00,ATG,None,None,0.588,CP036252,mobileOG_000418745_CP036252
6,mobileOG_000726765|NA:Keyword|Q9AG81|integration/excision|NA|ISFinder|Keyword Search,CP036252_60 # 81684 # 82139 # 1 # ID=1_60;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.586,97.4,298.5,266,6.1e-80,152,116,266,1,151,mobileOG_000726765,NA:Keyword,Q9AG81,integration/excision,NA,ISFinder,Keyword Search,CP036252_60, 81684 # 82139 # 1 , 81684,82139,1 ,1_60,1,60,00,GTG,GGA/GAG/AGG,5-10bp,0.586,CP036252,mobileOG_000726765_CP036252
7,mobileOG_000757700|NA:Keyword|A0A088FNY4|integration/excision|NA|Plasmid RefSeq|Keyword Search,CP036252_77 # 95641 # 96363 # 1 # ID=1_77;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.649,91.5,386.3,458,3.5e-106,241,1,212,1,212,mobileOG_000757700,NA:Keyword,A0A088FNY4,integration/excision,NA,Plasmid RefSeq,Keyword Search,CP036252_77, 95641 # 96363 # 1 , 95641,96363,1 ,1_77,1,77,00,ATG,None,None,0.649,CP036252,mobileOG_000757700_CP036252
8,mobileOG_000726771|NA:Keyword|Q5H6E5|integration/excision|NA|ISFinder|Keyword Search,CP036252_78 # 96464 # 96997 # 1 # ID=1_78;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.627,94.9,347.1,458,1.7e-94,178,282,458,1,177,mobileOG_000726771,NA:Keyword,Q5H6E5,integration/excision,NA,ISFinder,Keyword Search,CP036252_78, 96464 # 96997 # 1 , 96464,96997,1 ,1_78,1,78,00,ATG,GGA/GAG/AGG,5-10bp,0.627,CP036252,mobileOG_000726771_CP036252
9,mobileOG_000726771|NA:Keyword|Q5H6E5|integration/excision|NA|ISFinder|Keyword Search,CP036252_80 # 98000 # 99376 # 1 # ID=1_80;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.638,88.4,800.0,458,1.9e-230,459,1,458,1,458,mobileOG_000726771,NA:Keyword,Q5H6E5,integration/excision,NA,ISFinder,Keyword Search,CP036252_80, 98000 # 99376 # 1 , 98000,99376,1 ,1_80,1,80,00,ATG,None,None,0.638,CP036252,mobileOG_000726771_CP036252
