Contig,Start,Stop,Score,Threhold
CP086372,2500,10000,0.147,13.246
CP086372,30000,35000,0.173,13.246
CP086372,42500,47500,0.157,13.246
CP086372,70000,82500,0.298,13.246
CP086372,150000,160000,0.233,13.246
CP086372,165000,172500,0.25,13.246
CP086372,180000,187500,0.155,13.246
CP086372,192500,197500,0.138,13.246
CP086372,237500,245000,0.22,13.246
CP086372,250000,255000,0.166,13.246
CP086372,302500,330000,0.291,13.246
CP086372,397500,407500,0.164,13.246
CP086372,435000,442500,0.22,13.246
CP086372,445000,457500,0.191,13.246
CP086372,505000,520000,0.668,13.246
CP086372,667500,685000,0.2,13.246
CP086372,710000,715000,0.135,13.246
CP086372,757500,762500,0.134,13.246
CP086372,840000,852500,0.144,13.246
CP086372,887500,895000,0.152,13.246
CP086372,897500,902500,0.135,13.246
CP086372,927500,932500,0.182,13.246
CP086372,962500,967500,0.141,13.246
CP086372,1032500,1037500,0.152,13.246
CP086372,1055000,1065000,0.316,13.246
CP086372,1117500,1122500,0.199,13.246
CP086372,1127500,1132500,0.134,13.246
CP086372,1145000,1162500,0.439,13.246
CP086372,1205000,1210000,0.153,13.246
CP086372,1247500,1252500,0.136,13.246
CP086372,1305000,1310000,0.165,13.246
CP086372,1367500,1377500,0.244,13.246
CP086372,1395000,1405000,0.593,13.246
CP086372,1437500,1442500,0.193,13.246
CP086372,1510000,1515000,0.142,13.246
CP086372,1555000,1565000,0.149,13.246
CP086372,1575000,1580000,0.148,13.246
CP086372,1602500,1607500,0.157,13.246
CP086372,1617500,1632500,0.399,13.246
CP086372,1640000,1645000,0.142,13.246
CP086372,1700000,1705000,0.144,13.246
CP086372,1797500,1812500,0.15,13.246
CP086372,1822500,1830000,0.201,13.246
CP086372,1855000,1862500,0.175,13.246
CP086372,1877500,1885000,0.258,13.246
CP086372,1910000,1915000,0.195,13.246
CP086372,1937500,1945000,0.186,13.246
CP086372,2035000,2040000,0.17,13.246
CP086372,2082500,2092500,0.149,13.246
CP086372,2105000,2112500,0.16,13.246
CP086372,2170000,2175000,0.187,13.246
CP086372,2327500,2332500,0.169,13.246
CP086372,2335000,2342500,0.29,13.246
CP086372,2370000,2377500,0.245,13.246
CP086372,2405000,2415000,0.205,13.246
CP086372,2427500,2432500,0.136,13.246
CP086372,2465000,2470000,0.135,13.246
CP086372,2475000,2480000,0.134,13.246
CP086372,2520000,2525000,0.133,13.246
CP086372,2622500,2632500,0.314,13.246
CP086372,2637500,2645000,0.153,13.246
CP086372,2700000,2715000,0.172,13.246
CP086372,2812500,2817500,0.134,13.246
CP086372,2992500,3027500,0.193,13.246
CP086372,3030000,3037500,0.152,13.246
CP086372,3082500,3102500,0.183,13.246
CP086372,3112500,3117500,0.143,13.246
CP086372,3120000,3137500,0.366,13.246
CP086372,3162500,3177500,0.219,13.246
CP086372,3182500,3192500,0.226,13.246
CP086372,3227500,3235000,0.155,13.246
CP086372,3282500,3287500,0.137,13.246
CP086372,3300000,3307500,0.182,13.246
CP086372,3412500,3417500,0.162,13.246
CP086372,3435000,3452500,0.257,13.246
CP086372,3462500,3467500,0.164,13.246
CP086372,3477500,3482500,0.134,13.246
CP086372,3557500,3562500,0.137,13.246
CP086372,3585000,3597500,0.207,13.246
CP086372,3610000,3617500,0.198,13.246
CP086372,3637500,3645000,0.197,13.246
CP086372,3655000,3672500,0.213,13.246
CP086372,3742500,3750000,0.149,13.246
CP086372,3840000,3850000,0.16,13.246
CP086372,3867500,3882500,0.235,13.246
CP086372,3887500,3902500,0.301,13.246
CP086372,3982500,3990000,0.207,13.246
CP086372,4042500,4047500,0.18,13.246
CP086372,4095000,4115000,0.247,13.246
CP086372,4140000,4145000,0.145,13.246
CP086372,4147500,4155000,0.153,13.246
CP086372,4227500,4232500,0.162,13.246
CP086372,4247500,4252500,0.136,13.246
CP086372,4282500,4287500,0.156,13.246
CP086372,4352500,4365000,0.227,13.246
CP086372,4472500,4522500,0.234,13.246
CP086372,4655000,4675000,0.18,13.246
CP086372,4687500,4697500,0.189,13.246
CP086372,4817500,4825000,0.164,13.246
