Contig,Start,Stop,Score,Threhold
CP033189,1,5000,0.161,12.542
CP033189,30000,37500,0.286,12.542
CP033189,50000,57500,0.164,12.542
CP033189,82500,90000,0.172,12.542
CP033189,102500,107500,0.126,12.542
CP033189,110000,122500,0.144,12.542
CP033189,275000,280000,0.134,12.542
CP033189,290000,302500,0.44,12.542
CP033189,312500,317500,0.184,12.542
CP033189,357500,365000,0.14,12.542
CP033189,480000,487500,0.179,12.542
CP033189,517500,527500,0.544,12.542
CP033189,545000,555000,0.222,12.542
CP033189,612500,627500,0.226,12.542
CP033189,722500,727500,0.129,12.542
CP033189,770000,787500,0.407,12.542
CP033189,810000,817500,0.16,12.542
CP033189,820000,825000,0.147,12.542
CP033189,867500,877500,0.287,12.542
CP033189,1035000,1042500,0.144,12.542
CP033189,1045000,1050000,0.129,12.542
CP033189,1085000,1090000,0.128,12.542
CP033189,1092500,1097500,0.165,12.542
CP033189,1175000,1180000,0.134,12.542
CP033189,1217500,1225000,0.132,12.542
CP033189,1250000,1272500,0.185,12.542
CP033189,1420000,1435000,0.626,12.542
CP033189,1482500,1490000,0.205,12.542
CP033189,1500000,1505000,0.129,12.542
CP033189,1517500,1527500,0.15,12.542
CP033189,1595000,1622500,0.257,12.542
CP033189,1670000,1675000,0.142,12.542
CP033189,1680000,1690000,0.316,12.542
CP033189,1730000,1735000,0.132,12.542
CP033189,1805000,1817500,0.268,12.542
CP033189,1840000,1847500,0.143,12.542
CP033189,1852500,1857500,0.135,12.542
CP033189,1880000,1885000,0.135,12.542
CP033189,1915000,1920000,0.139,12.542
CP033189,2030000,2035000,0.136,12.542
CP033189,2155000,2160000,0.166,12.542
CP033189,2170000,2187500,0.166,12.542
CP033189,2322500,2360000,0.204,12.542
CP033189,2467500,2482500,0.176,12.542
CP033189,2545000,2550000,0.16,12.542
CP033189,2595000,2602500,0.132,12.542
CP033189,2675000,2682500,0.129,12.542
CP033189,2715000,2725000,0.182,12.542
CP033189,2772500,2780000,0.132,12.542
CP033189,2830000,2837500,0.196,12.542
CP033189,2920000,2935000,0.27,12.542
CP033189,2940000,2950000,0.156,12.542
CP033189,2952500,2962500,0.242,12.542
CP033189,2977500,2987500,0.147,12.542
CP033189,3077500,3085000,0.131,12.542
CP033189,3157500,3167500,0.2,12.542
CP033189,3177500,3185000,0.167,12.542
CP033189,3207500,3212500,0.241,12.542
CP033189,3225000,3235000,0.231,12.542
CP033189,3352500,3357500,0.149,12.542
CP033189,3367500,3385000,0.231,12.542
CP033189,3395000,3400000,0.138,12.542
CP033189,3402500,3407500,0.146,12.542
CP033189,3512500,3527500,0.142,12.542
CP033189,3590000,3597500,0.141,12.542
CP033189,3632500,3640000,0.248,12.542
CP033189,3647500,3660000,0.217,12.542
CP033189,3677500,3707500,0.277,12.542
CP033189,3722500,3737500,0.168,12.542
CP033189,3782500,3790000,0.137,12.542
CP033189,3792500,3827500,0.175,12.542
CP033189,3942500,3947500,0.145,12.542
CP033189,4110000,4120000,0.199,12.542
CP033189,4125000,4130000,0.138,12.542
CP033189,4177500,4185000,0.138,12.542
CP033189,4187500,4197500,0.281,12.542
CP033189,4270000,4275000,0.13,12.542
CP033189,4345000,4350000,0.131,12.542
CP033189,4450000,4457500,0.198,12.542
CP033189,4485000,4492500,0.204,12.542
CP033189,4495000,4500000,0.176,12.542
CP033189,4635000,4640000,0.148,12.542
CP033189,4650000,4657500,0.151,12.542
CP033189,4712500,4720000,0.191,12.542
CP033189,4737500,4742500,0.165,12.542
CP033189,4785000,4790000,0.15,12.542
CP033189,4880000,4887500,0.155,12.542
