,Sequence Title,Query Title,Pident,Bitscore,Subject Sequence Length,e-value,Query Sequence Length,Start of Alignment in Subject,End of Alignment in Query,Start of Alignment in Query,End of Alignment in Query,mobileOG ID,Gene Name,Best Hit Accession ID,Major mobileOG Category,Minor mobileOG Category,Source Database,Evidence Type,Contig/ORF Name,ORF_Start_Stop_Strands,ORF_Start,ORF_End,Sense or Antisense Strand,Prodigal ID,Prodigal Designated Contigs,Unique_ORF,Partial Tag,Start Codon,RBS Motif,RBS Spacer,GC Content,Specific Contig,Final Sample Name
0,mobileOG_000725735|NA:Keyword|A0A0C5V5L1|integration/excision|NA|ISFinder|Keyword Search,CP059589_1_131 # 144702 # 145658 # 1 # ID=1_131;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.625,100.0,616.3,318,2.8e-175,319,1,318,1,318,mobileOG_000725735,NA:Keyword,A0A0C5V5L1,integration/excision,NA,ISFinder,Keyword Search,CP059589_1_131, 144702 # 145658 # 1 , 144702,145658,1 ,1_131,1,131,00,ATG,GGAG/GAGG,5-10bp,0.625,CP059589_1,mobileOG_000725735_CP059589_1
1,mobileOG_000338730|insH6|WP_011258529.1|integration/excision|NA|Plasmid RefSeq|Homology,CP059589_1_140 # 154701 # 155669 # 1 # ID=1_140;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.613,100.0,649.4,322,3e-185,323,1,322,1,322,mobileOG_000338730,insH6,WP_011258529.1,integration/excision,NA,Plasmid RefSeq,Homology,CP059589_1_140, 154701 # 155669 # 1 , 154701,155669,1 ,1_140,1,140,00,ATG,AGGAG,5-10bp,0.613,CP059589_1,mobileOG_000338730_CP059589_1
2,mobileOG_000277175|tISRso16a|Q5H2C2|integration/excision|NA|ISFinder|Homology,CP059589_1_381 # 446934 # 447059 # 1 # ID=1_381;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.571,100.0,82.4,88,1.9e-15,42,48,88,1,41,mobileOG_000277175,tISRso16a,Q5H2C2,integration/excision,NA,ISFinder,Homology,CP059589_1_381, 446934 # 447059 # 1 , 446934,447059,1 ,1_381,1,381,00,ATG,None,None,0.571,CP059589_1,mobileOG_000277175_CP059589_1
3,mobileOG_000725766|NA:Keyword|Q6B332|integration/excision|NA|ISFinder|Keyword Search,CP059589_1_428 # 492770 # 493726 # -1 # ID=1_428;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.627,100.0,620.9,318,1.1e-176,319,1,318,1,318,mobileOG_000725766,NA:Keyword,Q6B332,integration/excision,NA,ISFinder,Keyword Search,CP059589_1_428, 492770 # 493726 # -1 , 492770,493726,-1 ,1_428,1,428,00,ATG,GGAG/GAGG,5-10bp,0.627,CP059589_1,mobileOG_000725766_CP059589_1
4,mobileOG_000726765|NA:Keyword|Q9AG81|integration/excision|NA|ISFinder|Keyword Search,CP059589_1_443 # 510551 # 510706 # 1 # ID=1_443;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.571,100.0,96.7,266,1.2e-19,52,1,46,1,46,mobileOG_000726765,NA:Keyword,Q9AG81,integration/excision,NA,ISFinder,Keyword Search,CP059589_1_443, 510551 # 510706 # 1 , 510551,510706,1 ,1_443,1,443,00,ATG,None,None,0.571,CP059589_1,mobileOG_000726765_CP059589_1
5,mobileOG_000277175|tISRso16a|Q5H2C2|integration/excision|NA|ISFinder|Homology,CP059589_1_444 # 510891 # 511016 # 1 # ID=1_444;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.571,100.0,82.4,88,1.9e-15,42,48,88,1,41,mobileOG_000277175,tISRso16a,Q5H2C2,integration/excision,NA,ISFinder,Homology,CP059589_1_444, 510891 # 511016 # 1 , 510891,511016,1 ,1_444,1,444,00,ATG,None,None,0.571,CP059589_1,mobileOG_000277175_CP059589_1
6,mobileOG_000725766|NA:Keyword|Q6B332|integration/excision|NA|ISFinder|Keyword Search,CP059589_1_485 # 553364 # 554320 # -1 # ID=1_485;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.627,100.0,620.9,318,1.1e-176,319,1,318,1,318,mobileOG_000725766,NA:Keyword,Q6B332,integration/excision,NA,ISFinder,Keyword Search,CP059589_1_485, 553364 # 554320 # -1 , 553364,554320,-1 ,1_485,1,485,00,ATG,GGAG/GAGG,5-10bp,0.627,CP059589_1,mobileOG_000725766_CP059589_1
7,mobileOG_000726770|NA:Keyword|A0A346MH97|integration/excision|NA|ISFinder|Keyword Search,CP059589_1_698 # 781114 # 781362 # 1 # ID=1_698;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.610,100.0,164.9,411,5.7e-40,83,330,411,1,82,mobileOG_000726770,NA:Keyword,A0A346MH97,integration/excision,NA,ISFinder,Keyword Search,CP059589_1_698, 781114 # 781362 # 1 , 781114,781362,1 ,1_698,1,698,00,ATG,None,None,0.610,CP059589_1,mobileOG_000726770_CP059589_1
8,mobileOG_000338730|insH6|WP_011258529.1|integration/excision|NA|Plasmid RefSeq|Homology,CP059589_1_768 # 855074 # 856042 # -1 # ID=1_768;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.614,100.0,649.4,322,3e-185,323,1,322,1,322,mobileOG_000338730,insH6,WP_011258529.1,integration/excision,NA,Plasmid RefSeq,Homology,CP059589_1_768, 855074 # 856042 # -1 , 855074,856042,-1 ,1_768,1,768,00,ATG,AGGAG,5-10bp,0.614,CP059589_1,mobileOG_000338730_CP059589_1
9,mobileOG_000277174|insH6|A0A0C5V4U8|integration/excision|NA|ISFinder|Homology,CP059589_1_773 # 862872 # 863840 # 1 # ID=1_773;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.614,100.0,649.4,322,3e-185,323,1,322,1,322,mobileOG_000277174,insH6,A0A0C5V4U8,integration/excision,NA,ISFinder,Homology,CP059589_1_773, 862872 # 863840 # 1 , 862872,863840,1 ,1_773,1,773,00,ATG,AGGAG,5-10bp,0.614,CP059589_1,mobileOG_000277174_CP059589_1
