,Sequence Title,Query Title,Pident,Bitscore,Subject Sequence Length,e-value,Query Sequence Length,Start of Alignment in Subject,End of Alignment in Query,Start of Alignment in Query,End of Alignment in Query,mobileOG ID,Gene Name,Best Hit Accession ID,Major mobileOG Category,Minor mobileOG Category,Source Database,Evidence Type,Contig/ORF Name,ORF_Start_Stop_Strands,ORF_Start,ORF_End,Sense or Antisense Strand,Prodigal ID,Prodigal Designated Contigs,Unique_ORF,Partial Tag,Start Codon,RBS Motif,RBS Spacer,GC Content,Specific Contig,Final Sample Name
0,mobileOG_000026103|gyrB|P0AES6|replication/recombination/repair|NA|Multiple|Manual,CP036377_4 # 5001 # 7445 # 1 # ID=1_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.645,61.5,972.2,804,5.1000000000000006e-282,815,2,804,12,814,mobileOG_000026103,gyrB,P0AES6,replication/recombination/repair,NA,Multiple,Manual,CP036377_4, 5001 # 7445 # 1 , 5001,7445,1 ,1_4,1,4,00,ATG,None,None,0.645,CP036377,mobileOG_000026103_CP036377
1,mobileOG_000726766|NA:Keyword|G7TIM4|integration/excision|NA|ISFinder|Keyword Search,CP036377_15 # 17388 # 18764 # 1 # ID=1_15;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.637,88.4,807.7,458,9.3e-233,459,1,458,1,458,mobileOG_000726766,NA:Keyword,G7TIM4,integration/excision,NA,ISFinder,Keyword Search,CP036377_15, 17388 # 18764 # 1 , 17388,18764,1 ,1_15,1,15,00,ATG,None,None,0.637,CP036377,mobileOG_000726766_CP036377
2,mobileOG_000277174|insH6|A0A0C5V4U8|integration/excision|NA|ISFinder|Homology,CP036377_16 # 18993 # 19787 # -1 # ID=1_16;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.604,99.2,526.9,322,1.8e-148,265,59,322,1,264,mobileOG_000277174,insH6,A0A0C5V4U8,integration/excision,NA,ISFinder,Homology,CP036377_16, 18993 # 19787 # -1 , 18993,19787,-1 ,1_16,1,16,00,ATG,None,None,0.604,CP036377,mobileOG_000277174_CP036377
3,mobileOG_000277175|tISRso16a|Q5H2C2|integration/excision|NA|ISFinder|Homology,CP036377_17 # 19894 # 20157 # 1 # ID=1_17;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.587,96.6,172.2,88,3.8e-42,88,2,88,1,87,mobileOG_000277175,tISRso16a,Q5H2C2,integration/excision,NA,ISFinder,Homology,CP036377_17, 19894 # 20157 # 1 , 19894,20157,1 ,1_17,1,17,00,GTG,AGGAG,5-10bp,0.587,CP036377,mobileOG_000277175_CP036377
4,mobileOG_000277176|NA|A0A346MB22|integration/excision|NA|ISFinder|Homology,CP036377_18 # 20151 # 20996 # 1 # ID=1_18;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.637,93.6,527.7,328,1.0999999999999999e-148,282,48,328,1,281,mobileOG_000277176,NA,A0A346MB22,integration/excision,NA,ISFinder,Homology,CP036377_18, 20151 # 20996 # 1 , 20151,20996,1 ,1_18,1,18,00,ATG,None,None,0.637,CP036377,mobileOG_000277176_CP036377
5,mobileOG_000312638|insH6|WP_007962146.1|integration/excision|NA|Multiple|Homology,CP036377_19 # 21006 # 21167 # -1 # ID=1_19;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.648,93.5,92.4,326,2.3e-18,54,1,46,1,46,mobileOG_000312638,insH6,WP_007962146.1,integration/excision,NA,Multiple,Homology,CP036377_19, 21006 # 21167 # -1 , 21006,21167,-1 ,1_19,1,19,00,ATG,AGGAG,5-10bp,0.648,CP036377,mobileOG_000312638_CP036377
6,mobileOG_000368388|istA|WP_164255865.1|integration/excision|NA|Plasmid RefSeq|Homology,CP036377_35 # 40122 # 41147 # 1 # ID=1_35;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.628,64.1,374.4,344,2e-102,342,2,288,3,287,mobileOG_000368388,istA,WP_164255865.1,integration/excision,NA,Plasmid RefSeq,Homology,CP036377_35, 40122 # 41147 # 1 , 40122,41147,1 ,1_35,1,35,00,ATG,None,None,0.628,CP036377,mobileOG_000368388_CP036377
7,mobileOG_000277175|tISRso16a|Q5H2C2|integration/excision|NA|ISFinder|Homology,CP036377_36 # 41107 # 41310 # 1 # ID=1_36;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.588,98.5,140.2,88,1.2e-32,68,22,88,1,67,mobileOG_000277175,tISRso16a,Q5H2C2,integration/excision,NA,ISFinder,Homology,CP036377_36, 41107 # 41310 # 1 , 41107,41310,1 ,1_36,1,36,00,ATG,GGAG/GAGG,5-10bp,0.588,CP036377,mobileOG_000277175_CP036377
8,mobileOG_000277176|NA|A0A346MB22|integration/excision|NA|ISFinder|Homology,CP036377_37 # 41304 # 41834 # 1 # ID=1_37;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.663,94.6,300.4,328,1.9000000000000002e-80,177,48,214,1,166,mobileOG_000277176,NA,A0A346MB22,integration/excision,NA,ISFinder,Homology,CP036377_37, 41304 # 41834 # 1 , 41304,41834,1 ,1_37,1,37,00,ATG,None,None,0.663,CP036377,mobileOG_000277176_CP036377
9,mobileOG_000277176|NA|A0A346MB22|integration/excision|NA|ISFinder|Homology,CP036377_38 # 41831 # 42148 # 1 # ID=1_38;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.588,92.4,211.1,328,8.9e-54,106,224,328,1,105,mobileOG_000277176,NA,A0A346MB22,integration/excision,NA,ISFinder,Homology,CP036377_38, 41831 # 42148 # 1 , 41831,42148,1 ,1_38,1,38,00,GTG,None,None,0.588,CP036377,mobileOG_000277176_CP036377
10,mobileOG_000312220|istA|WP_106561525.1|integration/excision|NA|Plasmid RefSeq|Homology,CP036377_39 # 43090 # 44121 # 1 # ID=1_39;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.628,66.5,461.5,344,1.2e-128,344,2,344,3,343,mobileOG_000312220,istA,WP_106561525.1,integration/excision,NA,Plasmid RefSeq,Homology,CP036377_39, 43090 # 44121 # 1 , 43090,44121,1 ,1_39,1,39,00,ATG,None,None,0.628,CP036377,mobileOG_000312220_CP036377
11,mobileOG_000720478|NA:Keyword|A9IEE8|integration/excision|NA|ICE|Keyword Search,CP036377_49 # 60172 # 60591 # 1 # ID=1_49;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.564,83.7,245.7,145,4.3e-64,140,11,145,1,135,mobileOG_000720478,NA:Keyword,A9IEE8,integration/excision,NA,ICE,Keyword Search,CP036377_49, 60172 # 60591 # 1 , 60172,60591,1 ,1_49,1,49,00,ATG,None,None,0.564,CP036377,mobileOG_000720478_CP036377
