Contig,Start,Stop,Score,Threhold
CP019226,1,5000,0.183,12.762
CP019226,27500,35000,0.188,12.762
CP019226,55000,70000,0.151,12.762
CP019226,80000,87500,0.205,12.762
CP019226,112500,122500,0.164,12.762
CP019226,132500,142500,0.353,12.762
CP019226,275000,282500,0.144,12.762
CP019226,287500,302500,0.396,12.762
CP019226,312500,317500,0.171,12.762
CP019226,357500,362500,0.151,12.762
CP019226,477500,485000,0.166,12.762
CP019226,515000,527500,0.458,12.762
CP019226,545000,550000,0.243,12.762
CP019226,610000,615000,0.174,12.762
CP019226,715000,720000,0.134,12.762
CP019226,760000,777500,0.441,12.762
CP019226,810000,815000,0.164,12.762
CP019226,860000,875000,0.247,12.762
CP019226,890000,895000,0.188,12.762
CP019226,962500,967500,0.137,12.762
CP019226,982500,987500,0.136,12.762
CP019226,997500,1002500,0.142,12.762
CP019226,1017500,1025000,0.141,12.762
CP019226,1077500,1115000,0.188,12.762
CP019226,1117500,1122500,0.154,12.762
CP019226,1167500,1182500,0.221,12.762
CP019226,1192500,1200000,0.359,12.762
CP019226,1217500,1232500,0.211,12.762
CP019226,1242500,1257500,0.182,12.762
CP019226,1262500,1272500,0.221,12.762
CP019226,1297500,1310000,0.193,12.762
CP019226,1375000,1382500,0.148,12.762
CP019226,1402500,1410000,0.141,12.762
CP019226,1487500,1495000,0.157,12.762
CP019226,1512500,1530000,0.254,12.762
CP019226,1537500,1545000,0.159,12.762
CP019226,1560000,1565000,0.139,12.762
CP019226,1600000,1605000,0.142,12.762
CP019226,1637500,1642500,0.138,12.762
CP019226,1660000,1672500,0.288,12.762
CP019226,1680000,1687500,0.215,12.762
CP019226,1707500,1715000,0.199,12.762
CP019226,1725000,1742500,0.198,12.762
CP019226,1812500,1820000,0.139,12.762
CP019226,1867500,1872500,0.13,12.762
CP019226,1907500,1912500,0.13,12.762
CP019226,1917500,1925000,0.184,12.762
CP019226,1945000,1962500,0.213,12.762
CP019226,1965000,1992500,0.198,12.762
CP019226,2077500,2085000,0.212,12.762
CP019226,2185000,2207500,0.303,12.762
CP019226,2242500,2247500,0.178,12.762
CP019226,2255000,2260000,0.13,12.762
CP019226,2320000,2327500,0.161,12.762
CP019226,2342500,2347500,0.133,12.762
CP019226,2450000,2462500,0.236,12.762
CP019226,2475000,2480000,0.149,12.762
CP019226,2520000,2525000,0.145,12.762
CP019226,2572500,2635000,0.209,12.762
CP019226,2687500,2692500,0.135,12.762
CP019226,2767500,2785000,0.192,12.762
CP019226,2797500,2807500,0.144,12.762
CP019226,2922500,2927500,0.135,12.762
CP019226,2952500,2960000,0.143,12.762
CP019226,3072500,3080000,0.153,12.762
CP019226,3100000,3105000,0.143,12.762
CP019226,3112500,3120000,0.138,12.762
CP019226,3140000,3150000,0.416,12.762
CP019226,3157500,3162500,0.138,12.762
CP019226,3222500,3227500,0.142,12.762
CP019226,3270000,3282500,0.354,12.762
CP019226,3287500,3295000,0.134,12.762
CP019226,3340000,3365000,0.234,12.762
CP019226,3430000,3442500,0.157,12.762
CP019226,3455000,3460000,0.137,12.762
CP019226,3470000,3482500,0.16,12.762
CP019226,3530000,3545000,0.677,12.762
CP019226,3692500,3712500,0.192,12.762
CP019226,3737500,3745000,0.146,12.762
CP019226,3782500,3787500,0.128,12.762
CP019226,3822500,3830000,0.169,12.762
CP019226,3870000,3877500,0.171,12.762
CP019226,3880000,3885000,0.141,12.762
CP019226,3912500,3917500,0.151,12.762
CP019226,3920000,3930000,0.163,12.762
CP019226,4062500,4067500,0.132,12.762
CP019226,4092500,4097500,0.135,12.762
CP019226,4170000,4180000,0.235,12.762
CP019226,4242500,4250000,0.282,12.762
CP019226,4447500,4452500,0.135,12.762
CP019226,4507500,4515000,0.248,12.762
CP019226,4542500,4550000,0.313,12.762
CP019226,4552500,4557500,0.176,12.762
CP019226,4692500,4697500,0.14,12.762
CP019226,4707500,4715000,0.155,12.762
CP019226,4752500,4757500,0.13,12.762
CP019226,4770000,4775000,0.186,12.762
CP019226,4792500,4797500,0.146,12.762
CP019226,4840000,4847500,0.153,12.762
