,Sequence Title,Query Title,Pident,Bitscore,Subject Sequence Length,e-value,Query Sequence Length,Start of Alignment in Subject,End of Alignment in Query,Start of Alignment in Query,End of Alignment in Query,mobileOG ID,Gene Name,Best Hit Accession ID,Major mobileOG Category,Minor mobileOG Category,Source Database,Evidence Type,Contig/ORF Name,ORF_Start_Stop_Strands,ORF_Start,ORF_End,Sense or Antisense Strand,Prodigal ID,Prodigal Designated Contigs,Unique_ORF,Partial Tag,Start Codon,RBS Motif,RBS Spacer,GC Content,Specific Contig,Final Sample Name
0,mobileOG_000026103|gyrB|P0AES6|replication/recombination/repair|NA|Multiple|Manual,CP019226_4 # 5225 # 7669 # 1 # ID=1_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.643,61.3,966.1,804,3.6e-280,815,2,804,12,814,mobileOG_000026103,gyrB,P0AES6,replication/recombination/repair,NA,Multiple,Manual,CP019226_4, 5225 # 7669 # 1 , 5225,7669,1 ,1_4,1,4,00,ATG,None,None,0.643,CP019226,mobileOG_000026103_CP019226
1,mobileOG_000277182|insH6|Q5H6N2|integration/excision|NA|ISFinder|Homology,CP019226_19 # 23160 # 23663 # -1 # ID=1_19;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.599,97.6,323.6,326,1.9e-87,168,163,326,2,167,mobileOG_000277182,insH6,Q5H6N2,integration/excision,NA,ISFinder,Homology,CP019226_19, 23160 # 23663 # -1 , 23160,23663,-1 ,1_19,1,19,00,ATG,None,None,0.599,CP019226,mobileOG_000277182_CP019226
2,mobileOG_000041116|insH6|WP_022557821.1|integration/excision|NA|Multiple|Homology,CP019226_29 # 33643 # 33846 # -1 # ID=1_29;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.608,88.1,118.2,327,5e-26,68,1,59,1,59,mobileOG_000041116,insH6,WP_022557821.1,integration/excision,NA,Multiple,Homology,CP019226_29, 33643 # 33846 # -1 , 33643,33846,-1 ,1_29,1,29,00,ATG,GGA/GAG/AGG,5-10bp,0.608,CP019226,mobileOG_000041116_CP019226
3,mobileOG_000725735|NA:Keyword|A0A0C5V5L1|integration/excision|NA|ISFinder|Keyword Search,CP019226_35 # 38210 # 39166 # -1 # ID=1_35;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.625,100.0,616.3,318,2.8e-175,319,1,318,1,318,mobileOG_000725735,NA:Keyword,A0A0C5V5L1,integration/excision,NA,ISFinder,Keyword Search,CP019226_35, 38210 # 39166 # -1 , 38210,39166,-1 ,1_35,1,35,00,ATG,GGAG/GAGG,5-10bp,0.625,CP019226,mobileOG_000725735_CP019226
4,mobileOG_000338730|insH6|WP_011258529.1|integration/excision|NA|Plasmid RefSeq|Homology,CP019226_40 # 41927 # 42895 # -1 # ID=1_40;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.614,100.0,649.4,322,3e-185,323,1,322,1,322,mobileOG_000338730,insH6,WP_011258529.1,integration/excision,NA,Plasmid RefSeq,Homology,CP019226_40, 41927 # 42895 # -1 , 41927,42895,-1 ,1_40,1,40,00,ATG,AGGAG,5-10bp,0.614,CP019226,mobileOG_000338730_CP019226
5,mobileOG_000343778|insI3|WP_028853927.1|integration/excision|NA|Plasmid RefSeq|Homology,CP019226_44 # 44983 # 45687 # -1 # ID=1_44;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.596,75.8,368.2,339,9.6e-101,235,107,329,1,223,mobileOG_000343778,insI3,WP_028853927.1,integration/excision,NA,Plasmid RefSeq,Homology,CP019226_44, 44983 # 45687 # -1 , 44983,45687,-1 ,1_44,1,44,00,ATG,None,None,0.596,CP019226,mobileOG_000343778_CP019226
6,mobileOG_000312220|istA|WP_106561525.1|integration/excision|NA|Plasmid RefSeq|Homology,CP019226_45 # 46071 # 47102 # -1 # ID=1_45;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.637,65.1,445.3,344,9.1e-124,344,1,344,2,343,mobileOG_000312220,istA,WP_106561525.1,integration/excision,NA,Plasmid RefSeq,Homology,CP019226_45, 46071 # 47102 # -1 , 46071,47102,-1 ,1_45,1,45,00,ATG,None,None,0.637,CP019226,mobileOG_000312220_CP019226
7,mobileOG_000274864|insH6|A0A5Q7MTB9|integration/excision|NA|ISFinder|Homology,CP019226_48 # 48170 # 49204 # -1 # ID=1_48;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.610,85.6,557.4,343,1.6e-157,345,2,340,3,341,mobileOG_000274864,insH6,A0A5Q7MTB9,integration/excision,NA,ISFinder,Homology,CP019226_48, 48170 # 49204 # -1 , 48170,49204,-1 ,1_48,1,48,00,ATG,None,None,0.610,CP019226,mobileOG_000274864_CP019226
8,mobileOG_000726762|NA:Keyword|Q5H569|integration/excision|NA|ISFinder|Keyword Search,CP019226_58 # 61961 # 63136 # 1 # ID=1_58;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.634,97.7,778.5,439,5.2e-224,392,50,439,2,391,mobileOG_000726762,NA:Keyword,Q5H569,integration/excision,NA,ISFinder,Keyword Search,CP019226_58, 61961 # 63136 # 1 , 61961,63136,1 ,1_58,1,58,00,ATG,GGA/GAG/AGG,5-10bp,0.634,CP019226,mobileOG_000726762_CP019226
9,mobileOG_000274956|istA|CBH95837.1|integration/excision|NA|ISFinder|Homology,CP019226_84 # 87910 # 88407 # -1 # ID=1_84;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.655,68.8,216.5,231,3.3e-55,166,57,216,3,162,mobileOG_000274956,istA,CBH95837.1,integration/excision,NA,ISFinder,Homology,CP019226_84, 87910 # 88407 # -1 , 87910,88407,-1 ,1_84,1,84,00,ATG,None,None,0.655,CP019226,mobileOG_000274956_CP019226
