Contig,Start,Stop,Score,Threhold
CP092971,32500,37500,0.131,12.595
CP092971,147500,152500,0.135,12.595
CP092971,177500,190000,0.252,12.595
CP092971,420000,425000,0.128,12.595
CP092971,432500,437500,0.157,12.595
CP092971,552500,560000,0.212,12.595
CP092971,935000,952500,0.161,12.595
CP092971,955000,965000,0.175,12.595
CP092971,972500,980000,0.243,12.595
CP092971,1172500,1177500,0.14,12.595
CP092971,1202500,1210000,0.16,12.595
CP092971,1275000,1287500,0.231,12.595
CP092971,1315000,1330000,0.239,12.595
CP092971,1335000,1342500,0.156,12.595
CP092971,1362500,1387500,0.177,12.595
CP092971,1490000,1497500,0.178,12.595
CP092971,1532500,1542500,0.17,12.595
CP092971,1545000,1575000,0.173,12.595
CP092971,1582500,1587500,0.197,12.595
CP092971,1740000,1752500,0.174,12.595
CP092971,1775000,1787500,0.572,12.595
CP092971,2075000,2080000,0.242,12.595
CP092971,2112500,2167500,0.326,12.595
CP092971,2302500,2320000,0.267,12.595
CP092971,2347500,2357500,0.168,12.595
CP092971,2367500,2372500,0.145,12.595
CP092971,2410000,2422500,0.214,12.595
CP092971,2425000,2437500,0.189,12.595
CP092971,2445000,2452500,0.164,12.595
CP092971,2475000,2480000,0.149,12.595
CP092971,2487500,2525000,0.21,12.595
CP092971,2537500,2545000,0.182,12.595
CP092971,2640000,2647500,0.313,12.595
CP092971,2865000,2890000,0.193,12.595
CP092971,2930000,2937500,0.149,12.595
CP092971,2990000,3002500,0.237,12.595
CP092971,3110000,3115000,0.187,12.595
CP092971,3127500,3135000,0.266,12.595
CP092971,3142500,3150000,0.171,12.595
CP092971,3155000,3170000,0.199,12.595
CP092971,3187500,3192500,0.14,12.595
CP092971,3235000,3240000,0.147,12.595
CP092971,3310000,3315000,0.142,12.595
CP092971,3502500,3510000,0.169,12.595
CP092971,3642500,3647500,0.144,12.595
CP092971,3670000,3680000,0.275,12.595
CP092971,3682500,3690000,0.155,12.595
CP092971,3740000,3750000,0.16,12.595
CP092971,3782500,3792500,0.167,12.595
CP092971,3847500,3867500,0.684,12.595
CP092971,3887500,3895000,0.156,12.595
CP092971,3997500,4005000,0.139,12.595
CP092971,4027500,4032500,0.135,12.595
CP092971,4045000,4050000,0.134,12.595
CP092971,4095000,4110000,0.375,12.595
CP092971,4140000,4145000,0.136,12.595
CP092971,4285000,4290000,0.133,12.595
CP092971,4310000,4315000,0.145,12.595
CP092971,4365000,4370000,0.135,12.595
CP092971,4417500,4427500,0.417,12.595
CP092971,4515000,4520000,0.179,12.595
CP092971,4547500,4552500,0.149,12.595
CP092971,4570000,4580000,0.248,12.595
CP092971,4582500,4587500,0.128,12.595
CP092971,4707500,4762500,0.186,12.595
CP092971,4847500,4857500,0.435,12.595
CP092971,4885000,4892500,0.165,12.595
CP092971,4912500,4920000,0.201,12.595
