,Sequence Title,Query Title,Pident,Bitscore,Subject Sequence Length,e-value,Query Sequence Length,Start of Alignment in Subject,End of Alignment in Query,Start of Alignment in Query,End of Alignment in Query,mobileOG ID,Gene Name,Best Hit Accession ID,Major mobileOG Category,Minor mobileOG Category,Source Database,Evidence Type,Contig/ORF Name,ORF_Start_Stop_Strands,ORF_Start,ORF_End,Sense or Antisense Strand,Prodigal ID,Prodigal Designated Contigs,Unique_ORF,Partial Tag,Start Codon,RBS Motif,RBS Spacer,GC Content,Specific Contig,Final Sample Name
0,mobileOG_000026103|gyrB|P0AES6|replication/recombination/repair|NA|Multiple|Manual,CP092971_4 # 5049 # 7493 # 1 # ID=1_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.645,61.6,973.0,804,3e-282,815,2,804,12,814,mobileOG_000026103,gyrB,P0AES6,replication/recombination/repair,NA,Multiple,Manual,CP092971_4, 5049 # 7493 # 1 , 5049,7493,1 ,1_4,1,4,00,ATG,None,None,0.645,CP092971,mobileOG_000026103_CP092971
1,mobileOG_000277182|insH6|Q5H6N2|integration/excision|NA|ISFinder|Homology,CP092971_50 # 68593 # 69561 # -1 # ID=1_50;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.625,93.6,600.9,326,1.2e-170,323,1,326,1,322,mobileOG_000277182,insH6,Q5H6N2,integration/excision,NA,ISFinder,Homology,CP092971_50, 68593 # 69561 # -1 , 68593,69561,-1 ,1_50,1,50,00,ATG,None,None,0.625,CP092971,mobileOG_000277182_CP092971
2,mobileOG_000418745|NA:Keyword|A0A1L5Y8X5|integration/excision|NA|COMPASS|Keyword Search,CP092971_59 # 80520 # 80876 # 1 # ID=1_59;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.588,66.1,151.0,125,1.1999999999999999e-35,119,5,116,6,117,mobileOG_000418745,NA:Keyword,A0A1L5Y8X5,integration/excision,NA,COMPASS,Keyword Search,CP092971_59, 80520 # 80876 # 1 , 80520,80876,1 ,1_59,1,59,00,ATG,None,None,0.588,CP092971,mobileOG_000418745_CP092971
3,mobileOG_000726765|NA:Keyword|Q9AG81|integration/excision|NA|ISFinder|Keyword Search,CP092971_60 # 80863 # 81318 # 1 # ID=1_60;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.588,96.0,295.0,266,6.7e-79,152,116,266,1,151,mobileOG_000726765,NA:Keyword,Q9AG81,integration/excision,NA,ISFinder,Keyword Search,CP092971_60, 80863 # 81318 # 1 , 80863,81318,1 ,1_60,1,60,00,GTG,GGA/GAG/AGG,5-10bp,0.588,CP092971,mobileOG_000726765_CP092971
4,mobileOG_000726767|NA:Keyword|Q5GY58|integration/excision|NA|ISFinder|Keyword Search,CP092971_66 # 86800 # 87081 # -1 # ID=1_66;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.621,98.9,188.0,332,7.099999999999999e-47,94,240,332,1,93,mobileOG_000726767,NA:Keyword,Q5GY58,integration/excision,NA,ISFinder,Keyword Search,CP092971_66, 86800 # 87081 # -1 , 86800,87081,-1 ,1_66,1,66,00,GTG,GGA/GAG/AGG,11-12bp,0.621,CP092971,mobileOG_000726767_CP092971
5,mobileOG_000726767|NA:Keyword|Q5GY58|integration/excision|NA|ISFinder|Keyword Search,CP092971_67 # 87078 # 87344 # -1 # ID=1_67;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.640,92.0,167.5,332,9.5e-41,89,12,98,1,87,mobileOG_000726767,NA:Keyword,Q5GY58,integration/excision,NA,ISFinder,Keyword Search,CP092971_67, 87078 # 87344 # -1 , 87078,87344,-1 ,1_67,1,67,00,ATG,GGA/GAG/AGG,5-10bp,0.640,CP092971,mobileOG_000726767_CP092971
6,mobileOG_000757700|NA:Keyword|A0A088FNY4|integration/excision|NA|Plasmid RefSeq|Keyword Search,CP092971_75 # 98793 # 99260 # -1 # ID=1_75;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.667,94.7,259.6,458,3.2e-68,156,1,132,1,132,mobileOG_000757700,NA:Keyword,A0A088FNY4,integration/excision,NA,Plasmid RefSeq,Keyword Search,CP092971_75, 98793 # 99260 # -1 , 98793,99260,-1 ,1_75,1,75,00,ATG,None,None,0.667,CP092971,mobileOG_000757700_CP092971
7,mobileOG_000277175|tISRso16a|Q5H2C2|integration/excision|NA|ISFinder|Homology,CP092971_98 # 123610 # 123873 # 1 # ID=1_98;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.583,97.7,176.4,88,1.9999999999999998e-43,88,2,88,1,87,mobileOG_000277175,tISRso16a,Q5H2C2,integration/excision,NA,ISFinder,Homology,CP092971_98, 123610 # 123873 # 1 , 123610,123873,1 ,1_98,1,98,00,GTG,AGGAG,5-10bp,0.583,CP092971,mobileOG_000277175_CP092971
8,mobileOG_000277176|NA|A0A346MB22|integration/excision|NA|ISFinder|Homology,CP092971_99 # 123867 # 124712 # 1 # ID=1_99;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.642,94.3,529.6,328,3e-149,282,48,328,1,281,mobileOG_000277176,NA,A0A346MB22,integration/excision,NA,ISFinder,Homology,CP092971_99, 123867 # 124712 # 1 , 123867,124712,1 ,1_99,1,99,00,ATG,None,None,0.642,CP092971,mobileOG_000277176_CP092971
9,mobileOG_000031106|dpnA_1|A0A411QQX1|stability/transfer/defense|NA|ACLAME|Homology,CP092971_100 # 124731 # 125027 # 1 # ID=1_100;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.673,95.7,186.4,233,2.2e-46,99,141,233,6,98,mobileOG_000031106,dpnA_1,A0A411QQX1,stability/transfer/defense,NA,ACLAME,Homology,CP092971_100, 124731 # 125027 # 1 , 124731,125027,1 ,1_100,1,100,00,ATG,None,None,0.673,CP092971,mobileOG_000031106_CP092971
