Contig,Start,Stop,Score,Threhold
CP033196,1,5000,0.188,12.719
CP033196,30000,37500,0.213,12.719
CP033196,57500,75000,0.175,12.719
CP033196,85000,92500,0.229,12.719
CP033196,115000,127500,0.17,12.719
CP033196,137500,152500,0.258,12.719
CP033196,202500,207500,0.131,12.719
CP033196,210000,235000,0.247,12.719
CP033196,250000,255000,0.145,12.719
CP033196,282500,287500,0.13,12.719
CP033196,307500,315000,0.167,12.719
CP033196,320000,337500,0.381,12.719
CP033196,345000,350000,0.2,12.719
CP033196,390000,400000,0.161,12.719
CP033196,512500,522500,0.168,12.719
CP033196,552500,567500,0.467,12.719
CP033196,585000,595000,0.273,12.719
CP033196,655000,672500,0.261,12.719
CP033196,732500,737500,0.161,12.719
CP033196,775000,782500,0.14,12.719
CP033196,787500,792500,0.133,12.719
CP033196,822500,842500,0.416,12.719
CP033196,855000,860000,0.149,12.719
CP033196,872500,877500,0.171,12.719
CP033196,895000,900000,0.134,12.719
CP033196,920000,932500,0.227,12.719
CP033196,965000,970000,0.145,12.719
CP033196,1022500,1027500,0.149,12.719
CP033196,1057500,1062500,0.155,12.719
CP033196,1137500,1182500,0.198,12.719
CP033196,1227500,1232500,0.218,12.719
CP033196,1235000,1245000,0.265,12.719
CP033196,1270000,1277500,0.195,12.719
CP033196,1305000,1315000,0.24,12.719
CP033196,1362500,1372500,0.145,12.719
CP033196,1382500,1400000,0.158,12.719
CP033196,1417500,1425000,0.157,12.719
CP033196,1502500,1510000,0.155,12.719
CP033196,1512500,1517500,0.165,12.719
CP033196,1527500,1545000,0.281,12.719
CP033196,1552500,1560000,0.166,12.719
CP033196,1570000,1582500,0.14,12.719
CP033196,1650000,1655000,0.133,12.719
CP033196,1690000,1697500,0.242,12.719
CP033196,1717500,1730000,0.178,12.719
CP033196,1735000,1752500,0.227,12.719
CP033196,1822500,1830000,0.185,12.719
CP033196,1875000,1880000,0.135,12.719
CP033196,1907500,1915000,0.148,12.719
CP033196,2037500,2045000,0.152,12.719
CP033196,2055000,2075000,0.201,12.719
CP033196,2150000,2155000,0.128,12.719
CP033196,2160000,2165000,0.14,12.719
CP033196,2210000,2257500,0.208,12.719
CP033196,2302500,2307500,0.144,12.719
CP033196,2352500,2360000,0.156,12.719
CP033196,2367500,2382500,0.209,12.719
CP033196,2447500,2452500,0.176,12.719
CP033196,2462500,2467500,0.13,12.719
CP033196,2500000,2507500,0.168,12.719
CP033196,2567500,2572500,0.132,12.719
CP033196,2580000,2587500,0.15,12.719
CP033196,2602500,2612500,0.248,12.719
CP033196,2620000,2625000,0.139,12.719
CP033196,2660000,2670000,0.145,12.719
CP033196,2720000,2727500,0.209,12.719
CP033196,2787500,2792500,0.155,12.719
CP033196,2817500,2855000,0.216,12.719
CP033196,2870000,2882500,0.17,12.719
CP033196,3035000,3040000,0.155,12.719
CP033196,3065000,3070000,0.193,12.719
CP033196,3075000,3082500,0.169,12.719
CP033196,3105000,3115000,0.312,12.719
CP033196,3140000,3145000,0.131,12.719
CP033196,3187500,3192500,0.134,12.719
CP033196,3232500,3247500,0.298,12.719
CP033196,3252500,3257500,0.178,12.719
CP033196,3305000,3335000,0.294,12.719
CP033196,3405000,3417500,0.218,12.719
CP033196,3425000,3430000,0.144,12.719
CP033196,3445000,3452500,0.163,12.719
CP033196,3500000,3517500,0.29,12.719
CP033196,3665000,3685000,0.212,12.719
CP033196,3710000,3717500,0.163,12.719
CP033196,3755000,3760000,0.16,12.719
CP033196,3835000,3847500,0.159,12.719
CP033196,3867500,3872500,0.145,12.719
CP033196,3877500,3885000,0.134,12.719
CP033196,3887500,3895000,0.18,12.719
CP033196,3897500,3902500,0.135,12.719
CP033196,4027500,4032500,0.148,12.719
CP033196,4060000,4065000,0.148,12.719
CP033196,4120000,4125000,0.133,12.719
CP033196,4135000,4147500,0.182,12.719
CP033196,4152500,4160000,0.152,12.719
CP033196,4205000,4212500,0.167,12.719
CP033196,4220000,4230000,0.352,12.719
CP033196,4232500,4237500,0.137,12.719
CP033196,4310000,4315000,0.134,12.719
CP033196,4340000,4345000,0.146,12.719
CP033196,4385000,4397500,0.169,12.719
CP033196,4430000,4435000,0.13,12.719
CP033196,4440000,4445000,0.128,12.719
CP033196,4487500,4495000,0.211,12.719
CP033196,4522500,4540000,0.192,12.719
CP033196,4677500,4682500,0.17,12.719
CP033196,4692500,4700000,0.179,12.719
CP033196,4755000,4762500,0.208,12.719
CP033196,4775000,4785000,0.178,12.719
CP033196,4827500,4832500,0.143,12.719
CP033196,4925000,4935000,0.2,12.719
