,Sequence Title,Query Title,Pident,Bitscore,Subject Sequence Length,e-value,Query Sequence Length,Start of Alignment in Subject,End of Alignment in Query,Start of Alignment in Query,End of Alignment in Query,mobileOG ID,Gene Name,Best Hit Accession ID,Major mobileOG Category,Minor mobileOG Category,Source Database,Evidence Type,Contig/ORF Name,ORF_Start_Stop_Strands,ORF_Start,ORF_End,Sense or Antisense Strand,Prodigal ID,Prodigal Designated Contigs,Unique_ORF,Partial Tag,Start Codon,RBS Motif,RBS Spacer,GC Content,Specific Contig,Final Sample Name
0,mobileOG_000026103|gyrB|P0AES6|replication/recombination/repair|NA|Multiple|Manual,CP033196_4 # 5181 # 7625 # 1 # ID=1_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.644,61.5,970.3,804,1.9e-281,815,2,804,12,814,mobileOG_000026103,gyrB,P0AES6,replication/recombination/repair,NA,Multiple,Manual,CP033196_4, 5181 # 7625 # 1 , 5181,7625,1 ,1_4,1,4,00,ATG,None,None,0.644,CP033196,mobileOG_000026103_CP033196
1,mobileOG_000277182|insH6|Q5H6N2|integration/excision|NA|ISFinder|Homology,CP033196_18 # 23118 # 24098 # -1 # ID=1_18;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.624,96.6,627.1,326,1.6e-178,327,1,326,1,326,mobileOG_000277182,insH6,Q5H6N2,integration/excision,NA,ISFinder,Homology,CP033196_18, 23118 # 24098 # -1 , 23118,24098,-1 ,1_18,1,18,00,ATG,None,None,0.624,CP033196,mobileOG_000277182_CP033196
2,mobileOG_000277174|insH6|A0A0C5V4U8|integration/excision|NA|ISFinder|Homology,CP033196_27 # 31190 # 32158 # 1 # ID=1_27;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.614,99.7,646.7,322,1.9e-184,323,1,322,1,322,mobileOG_000277174,insH6,A0A0C5V4U8,integration/excision,NA,ISFinder,Homology,CP033196_27, 31190 # 32158 # 1 , 31190,32158,1 ,1_27,1,27,00,ATG,AGGAG,5-10bp,0.614,CP033196,mobileOG_000277174_CP033196
3,mobileOG_000726767|NA:Keyword|Q5GY58|integration/excision|NA|ISFinder|Keyword Search,CP033196_29 # 34389 # 35354 # 1 # ID=1_29;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.628,98.4,646.7,332,1.9e-184,322,12,332,1,321,mobileOG_000726767,NA:Keyword,Q5GY58,integration/excision,NA,ISFinder,Keyword Search,CP033196_29, 34389 # 35354 # 1 , 34389,35354,1 ,1_29,1,29,00,ATG,GGA/GAG/AGG,5-10bp,0.628,CP033196,mobileOG_000726767_CP033196
4,mobileOG_000041116|insH6|WP_022557821.1|integration/excision|NA|Multiple|Homology,CP033196_31 # 35853 # 36056 # -1 # ID=1_31;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.608,88.1,118.2,327,5e-26,68,1,59,1,59,mobileOG_000041116,insH6,WP_022557821.1,integration/excision,NA,Multiple,Homology,CP033196_31, 35853 # 36056 # -1 , 35853,36056,-1 ,1_31,1,31,00,ATG,GGA/GAG/AGG,5-10bp,0.608,CP033196,mobileOG_000041116_CP033196
5,mobileOG_000725735|NA:Keyword|A0A0C5V5L1|integration/excision|NA|ISFinder|Keyword Search,CP033196_37 # 40420 # 41376 # -1 # ID=1_37;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.626,99.7,614.0,318,1.4e-174,319,1,318,1,318,mobileOG_000725735,NA:Keyword,A0A0C5V5L1,integration/excision,NA,ISFinder,Keyword Search,CP033196_37, 40420 # 41376 # -1 , 40420,41376,-1 ,1_37,1,37,00,ATG,GGAG/GAGG,5-10bp,0.626,CP033196,mobileOG_000725735_CP033196
6,mobileOG_000343778|insI3|WP_028853927.1|integration/excision|NA|Plasmid RefSeq|Homology,CP033196_45 # 46033 # 46737 # -1 # ID=1_45;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.596,75.8,368.2,339,9.6e-101,235,107,329,1,223,mobileOG_000343778,insI3,WP_028853927.1,integration/excision,NA,Plasmid RefSeq,Homology,CP033196_45, 46033 # 46737 # -1 , 46033,46737,-1 ,1_45,1,45,00,ATG,None,None,0.596,CP033196,mobileOG_000343778_CP033196
7,mobileOG_000312220|istA|WP_106561525.1|integration/excision|NA|Plasmid RefSeq|Homology,CP033196_46 # 47121 # 48152 # -1 # ID=1_46;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.639,65.4,448.4,344,1.1000000000000002e-124,344,1,344,2,343,mobileOG_000312220,istA,WP_106561525.1,integration/excision,NA,Plasmid RefSeq,Homology,CP033196_46, 47121 # 48152 # -1 , 47121,48152,-1 ,1_46,1,46,00,ATG,None,None,0.639,CP033196,mobileOG_000312220_CP033196
8,mobileOG_000041116|insH6|WP_022557821.1|integration/excision|NA|Multiple|Homology,CP033196_49 # 49303 # 50253 # -1 # ID=1_49;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.619,93.7,595.1,327,6.5e-169,317,1,317,1,316,mobileOG_000041116,insH6,WP_022557821.1,integration/excision,NA,Multiple,Homology,CP033196_49, 49303 # 50253 # -1 , 49303,50253,-1 ,1_49,1,49,00,ATG,None,None,0.619,CP033196,mobileOG_000041116_CP033196
9,mobileOG_000041116|insH6|WP_022557821.1|integration/excision|NA|Multiple|Homology,CP033196_59 # 62963 # 63958 # 1 # ID=1_59;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.614,90.6,602.1,327,5.5999999999999995e-171,332,1,327,1,331,mobileOG_000041116,insH6,WP_022557821.1,integration/excision,NA,Multiple,Homology,CP033196_59, 62963 # 63958 # 1 , 62963,63958,1 ,1_59,1,59,00,ATG,GGA/GAG/AGG,5-10bp,0.614,CP033196,mobileOG_000041116_CP033196
10,mobileOG_000726762|NA:Keyword|Q5H569|integration/excision|NA|ISFinder|Keyword Search,CP033196_60 # 64150 # 65466 # 1 # ID=1_60;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.628,98.2,879.8,439,1.8e-254,439,2,439,1,438,mobileOG_000726762,NA:Keyword,Q5H569,integration/excision,NA,ISFinder,Keyword Search,CP033196_60, 64150 # 65466 # 1 , 64150,65466,1 ,1_60,1,60,00,TTG,GGAG/GAGG,5-10bp,0.628,CP033196,mobileOG_000726762_CP033196
11,mobileOG_000277174|insH6|A0A0C5V4U8|integration/excision|NA|ISFinder|Homology,CP033196_61 # 65679 # 66647 # -1 # ID=1_61;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.615,100.0,649.4,322,3e-185,323,1,322,1,322,mobileOG_000277174,insH6,A0A0C5V4U8,integration/excision,NA,ISFinder,Homology,CP033196_61, 65679 # 66647 # -1 , 65679,66647,-1 ,1_61,1,61,00,ATG,AGGAG,5-10bp,0.615,CP033196,mobileOG_000277174_CP033196
12,mobileOG_000274956|istA|CBH95837.1|integration/excision|NA|ISFinder|Homology,CP033196_88 # 92892 # 93389 # -1 # ID=1_88;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.655,68.8,216.5,231,3.3e-55,166,57,216,3,162,mobileOG_000274956,istA,CBH95837.1,integration/excision,NA,ISFinder,Homology,CP033196_88, 92892 # 93389 # -1 , 92892,93389,-1 ,1_88,1,88,00,ATG,AGxAGG/AGGxGG,5-10bp,0.655,CP033196,mobileOG_000274956_CP033196
13,mobileOG_000724668|NA:Keyword|CBI07744.1|integration/excision|NA|ISFinder|Keyword Search,CP033196_93 # 97231 # 97581 # 1 # ID=1_93;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.556,80.2,195.7,135,4.2999999999999994e-49,117,24,134,1,111,mobileOG_000724668,NA:Keyword,CBI07744.1,integration/excision,NA,ISFinder,Keyword Search,CP033196_93, 97231 # 97581 # 1 , 97231,97581,1 ,1_93,1,93,00,ATG,None,None,0.556,CP033196,mobileOG_000724668_CP033196
14,mobileOG_000720479|NA:Keyword|A9IEE9|integration/excision|NA|ICE|Keyword Search,CP033196_94 # 97620 # 97925 # 1 # ID=1_94;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.562,83.2,182.2,128,4.3e-45,102,28,128,1,101,mobileOG_000720479,NA:Keyword,A9IEE9,integration/excision,NA,ICE,Keyword Search,CP033196_94, 97620 # 97925 # 1 , 97620,97925,1 ,1_94,1,94,00,TTG,GGA/GAG/AGG,5-10bp,0.562,CP033196,mobileOG_000720479_CP033196
15,mobileOG_000726762|NA:Keyword|Q5H569|integration/excision|NA|ISFinder|Keyword Search,CP033196_108 # 119714 # 120898 # -1 # ID=1_108;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.636,98.7,799.3,439,2.7999999999999996e-230,395,46,439,1,394,mobileOG_000726762,NA:Keyword,Q5H569,integration/excision,NA,ISFinder,Keyword Search,CP033196_108, 119714 # 120898 # -1 , 119714,120898,-1 ,1_108,1,108,00,ATG,GGAGG,5-10bp,0.636,CP033196,mobileOG_000726762_CP033196
16,mobileOG_000726767|NA:Keyword|Q5GY58|integration/excision|NA|ISFinder|Keyword Search,CP033196_110 # 121452 # 122417 # -1 # ID=1_110;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.629,98.8,650.6,332,1.3000000000000001e-185,322,12,332,1,321,mobileOG_000726767,NA:Keyword,Q5GY58,integration/excision,NA,ISFinder,Keyword Search,CP033196_110, 121452 # 122417 # -1 , 121452,122417,-1 ,1_110,1,110,00,ATG,GGA/GAG/AGG,5-10bp,0.629,CP033196,mobileOG_000726767_CP033196
17,mobileOG_000726762|NA:Keyword|Q5H569|integration/excision|NA|ISFinder|Keyword Search,CP033196_112 # 123381 # 124145 # 1 # ID=1_112;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.629,98.0,500.7,439,1.3999999999999999e-140,255,2,249,1,248,mobileOG_000726762,NA:Keyword,Q5H569,integration/excision,NA,ISFinder,Keyword Search,CP033196_112, 123381 # 124145 # 1 , 123381,124145,1 ,1_112,1,112,00,TTG,GGAG/GAGG,5-10bp,0.629,CP033196,mobileOG_000726762_CP033196
18,mobileOG_000726765|NA:Keyword|Q9AG81|integration/excision|NA|ISFinder|Keyword Search,CP033196_113 # 124132 # 124608 # -1 # ID=1_113;partial=00;start_type=TTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.587,99.4,317.0,266,1.7e-85,159,109,266,1,158,mobileOG_000726765,NA:Keyword,Q9AG81,integration/excision,NA,ISFinder,Keyword Search,CP033196_113, 124132 # 124608 # -1 , 124132,124608,-1 ,1_113,1,113,00,TTG,AGGA,5-10bp,0.587,CP033196,mobileOG_000726765_CP033196
19,mobileOG_000418745|NA:Keyword|A0A1L5Y8X5|integration/excision|NA|COMPASS|Keyword Search,CP033196_114 # 124574 # 124930 # -1 # ID=1_114;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.585,65.8,149.8,125,2.7e-35,119,6,116,7,117,mobileOG_000418745,NA:Keyword,A0A1L5Y8X5,integration/excision,NA,COMPASS,Keyword Search,CP033196_114, 124574 # 124930 # -1 , 124574,124930,-1 ,1_114,1,114,00,ATG,None,None,0.585,CP033196,mobileOG_000418745_CP033196
20,mobileOG_000726761|NA:Keyword|Q5GVX5|integration/excision|NA|ISFinder|Keyword Search,CP033196_115 # 125451 # 126665 # 1 # ID=1_115;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.635,99.7,793.1,411,2.1e-228,405,1,398,1,398,mobileOG_000726761,NA:Keyword,Q5GVX5,integration/excision,NA,ISFinder,Keyword Search,CP033196_115, 125451 # 126665 # 1 , 125451,126665,1 ,1_115,1,115,00,ATG,GGA/GAG/AGG,5-10bp,0.635,CP033196,mobileOG_000726761_CP033196
