Contig,Start,Stop,Score,Threhold
CP101719_1,1,5000,0.16,14.715
CP101719_1,32500,37500,0.192,14.715
CP101719_1,205000,215000,0.185,14.715
CP101719_1,262500,272500,0.208,14.715
CP101719_1,320000,335000,0.152,14.715
CP101719_1,347500,355000,0.191,14.715
CP101719_1,415000,420000,0.151,14.715
CP101719_1,562500,580000,0.193,14.715
CP101719_1,582500,590000,0.16,14.715
CP101719_1,975000,995000,0.203,14.715
CP101719_1,997500,1010000,0.229,14.715
CP101719_1,1077500,1085000,0.227,14.715
CP101719_1,1087500,1095000,0.193,14.715
CP101719_1,1100000,1105000,0.18,14.715
CP101719_1,1207500,1217500,0.266,14.715
CP101719_1,1272500,1280000,0.337,14.715
CP101719_1,1305000,1310000,0.162,14.715
CP101719_1,1342500,1350000,0.16,14.715
CP101719_1,1585000,1590000,0.194,14.715
CP101719_1,1602500,1607500,0.176,14.715
CP101719_1,1647500,1652500,0.181,14.715
CP101719_1,1670000,1675000,0.214,14.715
CP101719_1,1677500,1687500,0.382,14.715
CP101719_1,1690000,1700000,0.264,14.715
CP101719_1,1702500,1715000,0.157,14.715
CP101719_1,1722500,1727500,0.161,14.715
CP101719_1,1755000,1767500,0.205,14.715
CP101719_1,1912500,1917500,0.19,14.715
CP101719_1,2005000,2010000,0.15,14.715
CP101719_1,2102500,2107500,0.2,14.715
CP101719_1,2182500,2187500,0.191,14.715
CP101719_1,2202500,2207500,0.277,14.715
CP101719_1,2222500,2242500,0.256,14.715
CP101719_1,2317500,2330000,0.245,14.715
CP101719_1,2335000,2347500,0.164,14.715
CP101719_1,2370000,2375000,0.168,14.715
CP101719_1,2565000,2570000,0.154,14.715
CP101719_1,2722500,2730000,0.297,14.715
CP101719_1,2822500,2827500,0.164,14.715
CP101719_1,2962500,2982500,0.593,14.715
CP101719_1,3002500,3017500,0.26,14.715
CP101719_1,3207500,3215000,0.175,14.715
CP101719_1,3237500,3242500,0.211,14.715
CP101719_1,3247500,3255000,0.161,14.715
CP101719_1,3277500,3300000,0.308,14.715
CP101719_1,3487500,3502500,0.325,14.715
CP101719_1,3565000,3580000,0.208,14.715
CP101719_1,3582500,3590000,0.281,14.715
CP101719_1,3755000,3760000,0.166,14.715
CP101719_1,3787500,3795000,0.307,14.715
CP101719_1,3797500,3802500,0.164,14.715
CP101719_1,3887500,3892500,0.174,14.715
CP101719_1,3905000,3910000,0.239,14.715
CP101719_1,3915000,3920000,0.215,14.715
CP101719_1,3945000,3962500,0.419,14.715
CP101719_1,4137500,4142500,0.15,14.715
CP101719_1,4172500,4185000,0.518,14.715
CP101719_1,4205000,4210000,0.178,14.715
CP101719_1,4280000,4285000,0.187,14.715
CP101719_1,4327500,4337500,0.278,14.715
CP101719_1,4452500,4457500,0.173,14.715
CP101719_1,4477500,4482500,0.197,14.715
CP101719_1,4510000,4517500,0.194,14.715
CP101719_1,4527500,4535000,0.193,14.715
CP101719_1,4560000,4570000,0.594,14.715
CP101719_1,4635000,4645000,0.495,14.715
CP101719_1,4652500,4667500,0.249,14.715
CP101719_1,4677500,4685000,0.251,14.715
