Contig,Start,Stop,Score,Threhold
CP036256,30000,37500,0.158,14.154
CP036256,95000,102500,0.241,14.154
CP036256,115000,125000,0.267,14.154
CP036256,127500,132500,0.158,14.154
CP036256,140000,150000,0.185,14.154
CP036256,167500,177500,0.587,14.154
CP036256,260000,267500,0.158,14.154
CP036256,270000,325000,0.279,14.154
CP036256,437500,450000,0.458,14.154
CP036256,500000,505000,0.161,14.154
CP036256,552500,557500,0.186,14.154
CP036256,577500,582500,0.176,14.154
CP036256,722500,730000,0.177,14.154
CP036256,757500,777500,0.286,14.154
CP036256,795000,800000,0.152,14.154
CP036256,810000,817500,0.194,14.154
CP036256,830000,835000,0.182,14.154
CP036256,875000,880000,0.182,14.154
CP036256,1107500,1135000,0.177,14.154
CP036256,1197500,1215000,0.328,14.154
CP036256,1240000,1257500,0.262,14.154
CP036256,1260000,1270000,0.191,14.154
CP036256,1275000,1287500,0.158,14.154
CP036256,1305000,1315000,0.287,14.154
CP036256,1442500,1452500,0.245,14.154
CP036256,1577500,1587500,0.161,14.154
CP036256,1600000,1612500,0.234,14.154
CP036256,1632500,1647500,0.613,14.154
CP036256,1802500,1807500,0.158,14.154
CP036256,1810000,1822500,0.173,14.154
CP036256,1940000,1947500,0.262,14.154
CP036256,2080000,2087500,0.176,14.154
CP036256,2115000,2135000,0.34,14.154
CP036256,2165000,2182500,0.2,14.154
CP036256,2377500,2382500,0.142,14.154
CP036256,2385000,2395000,0.313,14.154
CP036256,2487500,2497500,0.207,14.154
CP036256,2505000,2532500,0.233,14.154
CP036256,2540000,2547500,0.166,14.154
CP036256,2567500,2575000,0.244,14.154
CP036256,2580000,2587500,0.186,14.154
CP036256,2642500,2660000,0.219,14.154
CP036256,2700000,2707500,0.207,14.154
CP036256,2755000,2767500,0.304,14.154
CP036256,2785000,2795000,0.2,14.154
CP036256,2860000,2865000,0.152,14.154
CP036256,2875000,2892500,0.24,14.154
CP036256,2902500,2907500,0.143,14.154
CP036256,2910000,2915000,0.166,14.154
CP036256,2957500,2962500,0.155,14.154
CP036256,3030000,3035000,0.153,14.154
CP036256,3182500,3187500,0.164,14.154
CP036256,3192500,3200000,0.161,14.154
CP036256,3222500,3230000,0.31,14.154
CP036256,3365000,3372500,0.252,14.154
CP036256,3392500,3402500,0.244,14.154
CP036256,3405000,3410000,0.209,14.154
CP036256,3460000,3470000,0.207,14.154
CP036256,3492500,3500000,0.218,14.154
CP036256,3512500,3520000,0.161,14.154
CP036256,3592500,3597500,0.142,14.154
CP036256,3602500,3610000,0.222,14.154
CP036256,3675000,3707500,0.191,14.154
CP036256,3827500,3832500,0.284,14.154
CP036256,3990000,3997500,0.181,14.154
CP036256,4077500,4092500,0.33,14.154
CP036256,4145000,4150000,0.163,14.154
CP036256,4200000,4210000,0.224,14.154
CP036256,4250000,4255000,0.146,14.154
CP036256,4277500,4282500,0.173,14.154
CP036256,4442500,4450000,0.178,14.154
CP036256,4472500,4500000,0.188,14.154
CP036256,4510000,4515000,0.18,14.154
CP036256,4642500,4647500,0.184,14.154
CP036256,4680000,4697500,0.635,14.154
CP036256,4712500,4720000,0.164,14.154
CP036256,4735000,4745000,0.233,14.154
