Contig,Start,Stop,Score,Threhold
CP033188,1,5000,0.162,13.072
CP033188,30000,37500,0.287,13.072
CP033188,50000,57500,0.165,13.072
CP033188,82500,90000,0.173,13.072
CP033188,110000,122500,0.146,13.072
CP033188,275000,280000,0.136,13.072
CP033188,290000,302500,0.443,13.072
CP033188,312500,317500,0.187,13.072
CP033188,357500,362500,0.152,13.072
CP033188,480000,487500,0.183,13.072
CP033188,517500,527500,0.542,13.072
CP033188,545000,555000,0.223,13.072
CP033188,612500,627500,0.227,13.072
CP033188,770000,787500,0.408,13.072
CP033188,810000,817500,0.161,13.072
CP033188,820000,825000,0.149,13.072
CP033188,867500,877500,0.288,13.072
CP033188,1035000,1042500,0.145,13.072
CP033188,1045000,1050000,0.132,13.072
CP033188,1092500,1097500,0.166,13.072
CP033188,1175000,1180000,0.134,13.072
CP033188,1217500,1222500,0.132,13.072
CP033188,1250000,1272500,0.185,13.072
CP033188,1420000,1435000,0.624,13.072
CP033188,1482500,1490000,0.206,13.072
CP033188,1500000,1505000,0.131,13.072
CP033188,1517500,1527500,0.151,13.072
CP033188,1595000,1622500,0.258,13.072
CP033188,1670000,1675000,0.142,13.072
CP033188,1680000,1690000,0.317,13.072
CP033188,1730000,1735000,0.133,13.072
CP033188,1805000,1817500,0.269,13.072
CP033188,1840000,1847500,0.143,13.072
CP033188,1852500,1857500,0.133,13.072
CP033188,1880000,1885000,0.136,13.072
CP033188,1915000,1920000,0.141,13.072
CP033188,2030000,2035000,0.137,13.072
CP033188,2155000,2160000,0.17,13.072
CP033188,2170000,2180000,0.174,13.072
CP033188,2182500,2187500,0.189,13.072
CP033188,2322500,2365000,0.201,13.072
CP033188,2472500,2485000,0.189,13.072
CP033188,2550000,2555000,0.173,13.072
CP033188,2600000,2607500,0.141,13.072
CP033188,2680000,2685000,0.154,13.072
CP033188,2720000,2730000,0.182,13.072
CP033188,2777500,2782500,0.149,13.072
CP033188,2835000,2842500,0.205,13.072
CP033188,2927500,2940000,0.312,13.072
CP033188,2945000,2955000,0.168,13.072
CP033188,2957500,2965000,0.298,13.072
CP033188,2982500,2992500,0.146,13.072
CP033188,3085000,3090000,0.142,13.072
CP033188,3160000,3172500,0.19,13.072
CP033188,3182500,3190000,0.186,13.072
CP033188,3210000,3217500,0.184,13.072
CP033188,3230000,3240000,0.251,13.072
CP033188,3357500,3362500,0.17,13.072
CP033188,3372500,3390000,0.233,13.072
CP033188,3400000,3405000,0.135,13.072
CP033188,3407500,3412500,0.147,13.072
CP033188,3520000,3530000,0.157,13.072
CP033188,3595000,3600000,0.146,13.072
CP033188,3635000,3645000,0.206,13.072
CP033188,3655000,3665000,0.244,13.072
CP033188,3682500,3712500,0.297,13.072
CP033188,3730000,3742500,0.184,13.072
CP033188,3790000,3795000,0.142,13.072
CP033188,3800000,3835000,0.176,13.072
CP033188,3947500,3952500,0.163,13.072
CP033188,4117500,4127500,0.185,13.072
CP033188,4185000,4190000,0.168,13.072
CP033188,4195000,4207500,0.28,13.072
CP033188,4307500,4312500,0.132,13.072
CP033188,4352500,4357500,0.152,13.072
CP033188,4400000,4405000,0.131,13.072
CP033188,4455000,4462500,0.226,13.072
CP033188,4490000,4497500,0.262,13.072
CP033188,4500000,4505000,0.169,13.072
CP033188,4657500,4662500,0.149,13.072
CP033188,4720000,4725000,0.143,13.072
CP033188,4742500,4747500,0.158,13.072
CP033188,4790000,4795000,0.147,13.072
CP033188,4887500,4892500,0.162,13.072
